release_seed,metric,contrast,condition,value
20260714,ever_contacted_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.010000000000000009
20260714,ever_contacted_fraction,velocity_size_interaction,difference_of_differences,0.010000000000000009
20260714,mean_sampled_contact_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,0.00031663059811049
20260714,mean_sampled_contact_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,0.017275090532420878
20260714,mean_sampled_contact_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-0.18688276726737785
20260714,mean_sampled_contact_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,-0.16992430733306746
20260714,mean_sampled_contact_fraction,velocity_size_interaction,difference_of_differences,0.016958459934310388
20260714,p90_particle_maximum_contact_force_N,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3.3586508486914385e-05
20260714,p90_particle_maximum_contact_force_N,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,0.0002066608219911093
20260714,p90_particle_maximum_contact_force_N,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,0.00013426950966223251
20260714,p90_particle_maximum_contact_force_N,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.00030734382316642745
20260714,p90_particle_maximum_contact_force_N,velocity_size_interaction,difference_of_differences,0.0001730743135041949
20260714,p90_particle_maximum_contact_force_over_debris_weight,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,21887.155080481905
20260714,p90_particle_maximum_contact_force_over_debris_weight,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,16834.20539880455
20260714,p90_particle_maximum_contact_force_over_debris_weight,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-37598.13271405234
20260714,p90_particle_maximum_contact_force_over_debris_weight,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,-42651.082395729696
20260714,p90_particle_maximum_contact_force_over_debris_weight,velocity_size_interaction,difference_of_differences,-5052.9496816773535
20260714,p90_particle_maximum_contact_equal_sphere_hertz_overlap_over_df,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,2.587140638231831e-05
20260714,p90_particle_maximum_contact_equal_sphere_hertz_overlap_over_df,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,4.327290309533121e-05
20260714,p90_particle_maximum_contact_equal_sphere_hertz_overlap_over_df,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-2.6470031266229727e-05
20260714,p90_particle_maximum_contact_equal_sphere_hertz_overlap_over_df,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,-9.068534553216824e-06
20260714,p90_particle_maximum_contact_equal_sphere_hertz_overlap_over_df,velocity_size_interaction,difference_of_differences,1.7401496713012902e-05
20260714,early_contact_vs_later_dx_spearman_r,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,-0.1561048755295975
20260714,early_contact_vs_later_dx_spearman_r,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,-0.20902386529858566
20260714,early_contact_vs_later_dx_spearman_r,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,0.46593972293893404
20260714,early_contact_vs_later_dx_spearman_r,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.4130207331699459
20260714,early_contact_vs_later_dx_spearman_r,velocity_size_interaction,difference_of_differences,-0.05291898976898815
20260714,early_contact_vs_later_dx_geometry_adjusted_r,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,-0.1890373303634877
20260714,early_contact_vs_later_dx_geometry_adjusted_r,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,-0.2545335705413874
20260714,early_contact_vs_later_dx_geometry_adjusted_r,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,0.46614248121117546
20260714,early_contact_vs_later_dx_geometry_adjusted_r,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.40064624103327573
20260714,early_contact_vs_later_dx_geometry_adjusted_r,velocity_size_interaction,difference_of_differences,-0.06549624017789973
20260714,early_contact_later_dx_difference_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,-3.3778172281631162
20260714,early_contact_later_dx_difference_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,1.5181837205312512
20260714,early_contact_later_dx_difference_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-1.663331996022638
20260714,early_contact_later_dx_difference_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3.2326689526717294
20260714,early_contact_later_dx_difference_dp,velocity_size_interaction,difference_of_differences,4.896000948694367
20260714,mean_drag_impulse_x_N_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,7.367712091205278e-09
20260714,mean_drag_impulse_x_N_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,1.5187901794691765e-08
20260714,mean_drag_impulse_x_N_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,8.065630002569567e-09
20260714,mean_drag_impulse_x_N_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,1.5885819706056055e-08
20260714,mean_drag_impulse_x_N_s,velocity_size_interaction,difference_of_differences,7.820189703486488e-09
20260714,mean_total_fluid_impulse_x_N_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,7.367712091205278e-09
20260714,mean_total_fluid_impulse_x_N_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,1.5187901794691765e-08
20260714,mean_total_fluid_impulse_x_N_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,8.065630002569567e-09
20260714,mean_total_fluid_impulse_x_N_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,1.5885819706056055e-08
20260714,mean_total_fluid_impulse_x_N_s,velocity_size_interaction,difference_of_differences,7.820189703486488e-09
20260714,mean_total_fluid_impulse_z_N_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,-1.203545068334389e-10
20260714,mean_total_fluid_impulse_z_N_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,-1.6570640480679527e-10
20260714,mean_total_fluid_impulse_z_N_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,1.0728832929300252e-09
20260714,mean_total_fluid_impulse_z_N_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,1.0275313949566687e-09
20260714,mean_total_fluid_impulse_z_N_s,velocity_size_interaction,difference_of_differences,-4.535189797335636e-11
20260714,mean_gravity_impulse_z_N_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3.326862268388845e-11
20260714,mean_gravity_impulse_z_N_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,2.1434322954268743e-11
20260714,mean_gravity_impulse_z_N_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-3.2282640758930927e-09
20260714,mean_gravity_impulse_z_N_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,-3.2400983756227122e-09
20260714,mean_gravity_impulse_z_N_s,velocity_size_interaction,difference_of_differences,-1.1834299729619706e-11
20260714,mean_mechanical_contact_impulse_x_N_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,-7.3599507986893905e-09
20260714,mean_mechanical_contact_impulse_x_N_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,-1.5164708530219507e-08
20260714,mean_mechanical_contact_impulse_x_N_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-8.028385350375891e-09
20260714,mean_mechanical_contact_impulse_x_N_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,-1.5833143081906008e-08
20260714,mean_mechanical_contact_impulse_x_N_s,velocity_size_interaction,difference_of_differences,-7.804757731530116e-09
20260714,mean_mechanical_contact_impulse_z_N_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,8.621347144058638e-11
20260714,mean_mechanical_contact_impulse_z_N_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,1.409265158269359e-10
20260714,mean_mechanical_contact_impulse_z_N_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,2.1505417130942575e-09
20260714,mean_mechanical_contact_impulse_z_N_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,2.205254757480607e-09
20260714,mean_mechanical_contact_impulse_z_N_s,velocity_size_interaction,difference_of_differences,5.471304438634953e-11
20260714,mean_time_averaged_total_fluid_force_x_N,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,2.8412105723842054e-08
20260714,mean_time_averaged_total_fluid_force_x_N,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,5.16803340320482e-08
20260714,mean_time_averaged_total_fluid_force_x_N,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,2.6648819486186897e-08
20260714,mean_time_averaged_total_fluid_force_x_N,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,4.991704779439304e-08
20260714,mean_time_averaged_total_fluid_force_x_N,velocity_size_interaction,difference_of_differences,2.3268228308206143e-08
20260714,mean_time_averaged_mechanical_contact_force_x_N,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,-2.8369334648607586e-08
20260714,mean_time_averaged_mechanical_contact_force_x_N,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,-5.159779269680308e-08
20260714,mean_time_averaged_mechanical_contact_force_x_N,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-2.652718439115649e-08
20260714,mean_time_averaged_mechanical_contact_force_x_N,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,-4.9755642439351984e-08
20260714,mean_time_averaged_mechanical_contact_force_x_N,velocity_size_interaction,difference_of_differences,-2.3228458048195495e-08
20260714,mean_time_averaged_total_fluid_force_z_N,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,-3.0127299595322044e-10
20260714,mean_time_averaged_total_fluid_force_z_N,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,-5.284726332008083e-10
20260714,mean_time_averaged_total_fluid_force_z_N,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3.565941632129814e-09
20260714,mean_time_averaged_total_fluid_force_z_N,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3.338741994882226e-09
20260714,mean_time_averaged_total_fluid_force_z_N,velocity_size_interaction,difference_of_differences,-2.271996372475879e-10
20260714,mean_time_averaged_gravity_force_z_N,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,0.0
20260714,mean_time_averaged_gravity_force_z_N,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,0.0
20260714,mean_time_averaged_gravity_force_z_N,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-1.074171396620014e-08
20260714,mean_time_averaged_gravity_force_z_N,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,-1.074171396620014e-08
20260714,mean_time_averaged_gravity_force_z_N,velocity_size_interaction,difference_of_differences,0.0
20260714,mean_time_averaged_mechanical_contact_force_z_N,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,2.9649105727934366e-10
20260714,mean_time_averaged_mechanical_contact_force_z_N,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,5.163996200650354e-10
20260714,mean_time_averaged_mechanical_contact_force_z_N,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,7.159742181243767e-09
20260714,mean_time_averaged_mechanical_contact_force_z_N,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,7.379650744029458e-09
20260714,mean_time_averaged_mechanical_contact_force_z_N,velocity_size_interaction,difference_of_differences,2.1990856278569172e-10
20260714,mean_drag_work_x_J,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,2.390486382556544e-10
20260714,mean_drag_work_x_J,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,1.504868254103137e-09
20260714,mean_drag_work_x_J,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,4.791211768126688e-10
20260714,mean_drag_work_x_J,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,1.7449407926601516e-09
20260714,mean_drag_work_x_J,velocity_size_interaction,difference_of_differences,1.2658196158474826e-09
20260714,mean_explicit_fluid_work_J,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,1.8355814958053418e-17
20260714,mean_explicit_fluid_work_J,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,6.004660000377334e-16
20260714,mean_explicit_fluid_work_J,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-2.0437326707377337e-15
20260714,mean_explicit_fluid_work_J,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,-1.4616224856580538e-15
20260714,mean_explicit_fluid_work_J,velocity_size_interaction,difference_of_differences,5.8211018507968e-16
20260714,mean_total_fluid_work_J,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,1.687570035889862e-10
20260714,mean_total_fluid_work_J,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,1.254360375613692e-09
20260714,mean_total_fluid_work_J,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3.743907653995658e-10
20260714,mean_total_fluid_work_J,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,1.4599941374242715e-09
20260714,mean_total_fluid_work_J,velocity_size_interaction,difference_of_differences,1.0856033720247059e-09
20260714,mean_gravity_work_J,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,-2.6960229032846523e-13
20260714,mean_gravity_work_J,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,-8.742588958972855e-12
20260714,mean_gravity_work_J,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,2.9775801657822535e-11
20260714,mean_gravity_work_J,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,2.1302814989178145e-11
20260714,mean_gravity_work_J,velocity_size_interaction,difference_of_differences,-8.47298666864439e-12
20260714,mean_wall_contact_sample_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,0.03378207264245253
20260714,mean_wall_contact_sample_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,0.05621792735754744
20260714,mean_wall_contact_sample_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,0.08924691769410198
20260714,mean_wall_contact_sample_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.11168277240919688
20260714,mean_wall_contact_sample_fraction,velocity_size_interaction,difference_of_differences,0.022435854715094905
20260714,mean_bottom_wall_contact_sample_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,0.00207264245251583
20260714,mean_bottom_wall_contact_sample_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,-0.01659446851049648
20260714,mean_bottom_wall_contact_sample_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,0.11124958347217592
20260714,mean_bottom_wall_contact_sample_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.09258247250916361
20260714,mean_bottom_wall_contact_sample_fraction,velocity_size_interaction,difference_of_differences,-0.01866711096301231
20260714,mean_mechanical_contact_net_work_J,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,-1.6722981928455838e-10
20260714,mean_mechanical_contact_net_work_J,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,-1.2417699356174932e-09
20260714,mean_mechanical_contact_net_work_J,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-4.0183801960742515e-10
20260714,mean_mechanical_contact_net_work_J,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,-1.47637813594036e-09
20260714,mean_mechanical_contact_net_work_J,velocity_size_interaction,difference_of_differences,-1.0745401163329349e-09
20260714,all_lower_clipped_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,-0.04963909649559872
20260714,all_lower_clipped_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,-0.004024333333333352
20260714,all_lower_clipped_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-0.039715096495598734
20260714,all_lower_clipped_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.005899666666666636
20260714,all_lower_clipped_fraction,velocity_size_interaction,difference_of_differences,0.04561476316226537
20260715,mean_dx_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,2.997350618250568
20260715,mean_dx_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,7.0770372940504025
20260715,mean_dx_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-4.036133718533684
20260715,mean_dx_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.04355295726615083
20260715,mean_dx_dp,velocity_size_interaction,difference_of_differences,4.0796866757998345
20260715,mean_dz_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,0.3136583470860848
20260715,mean_dz_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,0.6738229504469817
20260715,mean_dz_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-1.3967049069915458
20260715,mean_dz_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,-1.0365403036306489
20260715,mean_dz_dp,velocity_size_interaction,difference_of_differences,0.3601646033608969
20260715,outlet_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,0.24
20260715,outlet_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,0.05
20260715,outlet_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-0.11
20260715,outlet_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,-0.3
20260715,outlet_fraction,velocity_size_interaction,difference_of_differences,-0.19
20260715,bed_resident_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,-0.24
20260715,bed_resident_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,-0.050000000000000044
20260715,bed_resident_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,0.10999999999999999
20260715,bed_resident_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.29999999999999993
20260715,bed_resident_fraction,velocity_size_interaction,difference_of_differences,0.18999999999999995
20260715,pressure_gradient_tail_mean_Pa_m,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,1294.769722666667
20260715,pressure_gradient_tail_mean_Pa_m,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,1294.8552942222225
20260715,pressure_gradient_tail_mean_Pa_m,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,0.32603199999971366
20260715,pressure_gradient_tail_mean_Pa_m,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.4116035555553026
20260715,pressure_gradient_tail_mean_Pa_m,velocity_size_interaction,difference_of_differences,0.08557155555558893
20260715,cfd_to_ergun_pressure_drop_ratio,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,-0.004481495172344863
20260715,cfd_to_ergun_pressure_drop_ratio,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,-0.004557639793771218
20260715,cfd_to_ergun_pressure_drop_ratio,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,0.00020103239522195615
20260715,cfd_to_ergun_pressure_drop_ratio,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.00012488777379560112
20260715,cfd_to_ergun_pressure_drop_ratio,velocity_size_interaction,difference_of_differences,-7.614462142635503e-05
20260715,fpt_5dp_reached_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,-0.040000000000000036
20260715,fpt_5dp_reached_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,0.08000000000000007
20260715,fpt_5dp_reached_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-0.030000000000000027
20260715,fpt_5dp_reached_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.09000000000000008
20260715,fpt_5dp_reached_fraction,velocity_size_interaction,difference_of_differences,0.1200000000000001
20260715,fpt_5dp_p50_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,-0.021801012980030864
20260715,fpt_5dp_p50_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,-0.027249086083960795
20260715,fpt_5dp_p50_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,0.019862281389145066
20260715,fpt_5dp_p50_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.014414208285215134
20260715,fpt_5dp_p50_s,velocity_size_interaction,difference_of_differences,-0.005448073103929932
20260715,late_origin_local_alpha_p50,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,-0.23649035787520156
20260715,late_origin_local_alpha_p50,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,-0.0005696967912141027
20260715,late_origin_local_alpha_p50,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-0.07480887564065397
20260715,late_origin_local_alpha_p50,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.1611117854433335
20260715,late_origin_local_alpha_p50,velocity_size_interaction,difference_of_differences,0.23592066108398746
20260715,centered_msd_exponent,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,-0.09676934422372852
20260715,centered_msd_exponent,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,0.020118284486640103
20260715,centered_msd_exponent,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-0.1282688916204191
20260715,centered_msd_exponent,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,-0.011381262910050483
20260715,centered_msd_exponent,velocity_size_interaction,difference_of_differences,0.11688762871036862
20260715,centered_msd_bootstrap_fraction_above_one,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,0.0
20260715,centered_msd_bootstrap_fraction_above_one,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,0.0
20260715,centered_msd_bootstrap_fraction_above_one,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,0.0
20260715,centered_msd_bootstrap_fraction_above_one,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.0
20260715,centered_msd_bootstrap_fraction_above_one,velocity_size_interaction,difference_of_differences,0.0
20260715,inertial_local_final_centered_msd_x_m2,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,0.0012353140959770249
20260715,inertial_local_final_centered_msd_x_m2,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,0.0011928215460344184
20260715,inertial_local_final_centered_msd_x_m2,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-1.4489202406959428e-05
20260715,inertial_local_final_centered_msd_x_m2,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,-5.6981752349565895e-05
20260715,inertial_local_final_centered_msd_x_m2,velocity_size_interaction,difference_of_differences,-4.249254994260652e-05
20260715,inertial_local_final_mean_dx_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,41.377076443289056
20260715,inertial_local_final_mean_dx_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,40.83130345955306
20260715,inertial_local_final_mean_dx_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-0.5452646947867592
20260715,inertial_local_final_mean_dx_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,-1.0910376785227527
20260715,inertial_local_final_mean_dx_dp,velocity_size_interaction,difference_of_differences,-0.5457729837359935
20260715,inertial_local_fpt_5dp_reached_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,0.0
20260715,inertial_local_fpt_5dp_reached_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,0.0
20260715,inertial_local_fpt_5dp_reached_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,0.0
20260715,inertial_local_fpt_5dp_reached_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.0
20260715,inertial_local_fpt_5dp_reached_fraction,velocity_size_interaction,difference_of_differences,0.0
20260715,inertial_permuted_final_centered_msd_x_m2,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,0.0012353140959770249
20260715,inertial_permuted_final_centered_msd_x_m2,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,0.0011928215460344184
20260715,inertial_permuted_final_centered_msd_x_m2,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-1.4489202406959482e-05
20260715,inertial_permuted_final_centered_msd_x_m2,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,-5.6981752349565895e-05
20260715,inertial_permuted_final_centered_msd_x_m2,velocity_size_interaction,difference_of_differences,-4.249254994260652e-05
20260715,inertial_permuted_final_mean_dx_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,41.37707644328907
20260715,inertial_permuted_final_mean_dx_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,40.83130345955305
20260715,inertial_permuted_final_mean_dx_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-0.545264694786745
20260715,inertial_permuted_final_mean_dx_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,-1.091037678522767
20260715,inertial_permuted_final_mean_dx_dp,velocity_size_interaction,difference_of_differences,-0.5457729837360219
20260715,inertial_permuted_fpt_5dp_reached_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,0.0
20260715,inertial_permuted_fpt_5dp_reached_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,0.0
20260715,inertial_permuted_fpt_5dp_reached_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,0.0
20260715,inertial_permuted_fpt_5dp_reached_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.0
20260715,inertial_permuted_fpt_5dp_reached_fraction,velocity_size_interaction,difference_of_differences,0.0
20260715,inertial_uniform_final_centered_msd_x_m2,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,1.6851887013388314e-33
20260715,inertial_uniform_final_centered_msd_x_m2,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,1.4444474582904269e-34
20260715,inertial_uniform_final_centered_msd_x_m2,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,0.0
20260715,inertial_uniform_final_centered_msd_x_m2,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,-1.5407439555097887e-33
20260715,inertial_uniform_final_centered_msd_x_m2,velocity_size_interaction,difference_of_differences,-1.5407439555097887e-33
20260715,inertial_uniform_final_mean_dx_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,41.41938496770512
20260715,inertial_uniform_final_mean_dx_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,41.00003993407335
20260715,inertial_uniform_final_mean_dx_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-0.4197668892260964
20260715,inertial_uniform_final_mean_dx_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,-0.8391119228578674
20260715,inertial_uniform_final_mean_dx_dp,velocity_size_interaction,difference_of_differences,-0.419345033631771
20260715,inertial_uniform_fpt_5dp_reached_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,0.0
20260715,inertial_uniform_fpt_5dp_reached_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,0.0
20260715,inertial_uniform_fpt_5dp_reached_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,0.0
20260715,inertial_uniform_fpt_5dp_reached_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.0
20260715,inertial_uniform_fpt_5dp_reached_fraction,velocity_size_interaction,difference_of_differences,0.0
20260715,fractional_fpt_alpha,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,-0.04387548866057944
20260715,fractional_fpt_alpha,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,0.023553110945427336
20260715,fractional_fpt_alpha,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,-0.03304071232106598
20260715,fractional_fpt_alpha,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,0.0343878872849408
20260715,fractional_fpt_alpha,velocity_size_interaction,difference_of_differences,0.06742859960600678
20260715,fractional_fpt_residual_bic_improvement,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,-85.686514866003
20260715,fractional_fpt_residual_bic_improvement,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,34.2174408666811
20260715,fractional_fpt_residual_bic_improvement,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,2.3021340834479815
