metric,contrast,condition,count,mean,standard_deviation,standard_error,ci95_low,ci95_high,minimum,maximum,same_sign_count
cfd_to_ergun_pressure_drop_ratio,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,-0.0045991759189296655,4.7221988456421776e-05,2.7263627746984514e-05,-0.004716481841276753,-0.004481869996582578,-0.004650537754141482,-0.004557639793771218,3
cfd_to_ergun_pressure_drop_ratio,velocity_size_interaction,difference_of_differences,3,1.6280078428243527e-05,8.016382177101412e-05,4.628260407876419e-05,-0.00018285789434887558,0.00021541805120536264,-7.614462142635503e-05,6.690768186190521e-05,2
early_contact_later_dx_difference_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,-1.6677982388683457,0.8136402361949017,0.4697554093906372,-3.688992633374312,0.3533961556376204,-2.483662402878334,-0.8564003177040647,3
early_contact_later_dx_difference_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,1.071281305442743,2.701638040776469,1.5597914500952275,-5.639959635072209,7.782522245957695,-1.9575271662802685,3.2326689526717294,2
early_contact_later_dx_difference_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,-2.929040917691664,1.9603044393709215,1.13178229576442,-7.798707101988578,1.9406252666052501,-4.626043759204665,-0.783261765707211,3
early_contact_later_dx_difference_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,-0.1899613733805753,1.7013276457020012,0.9822619742258027,-4.416293538063737,4.036370791302586,-1.8843886142834148,1.5181837205312512,2
early_contact_later_dx_difference_dp,velocity_size_interaction,difference_of_differences,3,2.739079544311089,3.334137327494334,1.9249650835440333,-5.543376726976835,11.021535815599012,-1.1011268485762038,4.896000948694367,2
early_contact_vs_later_dx_geometry_adjusted_r,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,0.26600918474950086,0.17390339203095315,0.10040317020205983,-0.16599078959092556,0.6980091590899273,0.15171624060549704,0.46614248121117546,3
early_contact_vs_later_dx_geometry_adjusted_r,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,0.38300810117262357,0.11112026940904457,0.06415531745573562,0.10697004939693266,0.6590461529483145,0.2641236584394459,0.4842544040451491,3
early_contact_vs_later_dx_geometry_adjusted_r,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,-0.19878029602337655,0.04895679253325357,0.02826521734773461,-0.3203957106001707,-0.07716488144658243,-0.2518759792122352,-0.15542757849440675,3
early_contact_vs_later_dx_geometry_adjusted_r,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,-0.08178137960025383,0.1678354829840234,0.09689986128039677,-0.4987078322459043,0.33514507304539665,-0.2545335705413874,0.08066218422741682,2
early_contact_vs_later_dx_geometry_adjusted_r,velocity_size_interaction,difference_of_differences,3,0.11699891642312271,0.20106412049228517,0.1160844240905962,-0.3824720477659335,0.6164698806121789,-0.06549624017789973,0.33253816343965203,2
early_contact_vs_later_dx_spearman_r,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,0.28223342611406793,0.15914292993042306,0.0918812134349555,-0.11309952767999171,0.6775663799081275,0.18644714574221816,0.46593972293893404,3
early_contact_vs_later_dx_spearman_r,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,0.3966772740778132,0.20510728537389844,0.11841874642337366,-0.11283746846836756,0.9061920166239941,0.18388719974778656,0.5931238893157071,3
early_contact_vs_later_dx_spearman_r,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,-0.14287780253053492,0.10451147442501056,0.06033972789268454,-0.40249869745734934,0.11674309239627947,-0.24014608201146165,-0.03238245005054563,3
early_contact_vs_later_dx_spearman_r,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,-0.02843395456678967,0.18818946510847276,0.10865123833902844,-0.49592250179149566,0.43905459265791635,-0.20902386529858566,0.1665306615620274,2
early_contact_vs_later_dx_spearman_r,velocity_size_interaction,difference_of_differences,3,0.11444384796374525,0.25397137248577506,0.14663044027112096,-0.5164560161259061,0.7453437120533967,-0.05291898976898815,0.40667674357348904,1
ever_contacted_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,0.006666666666666672,0.005773502691896262,0.003333333333333336,-0.0076755090990000075,0.021008842432333353,0.0,0.010000000000000009,2
ever_contacted_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,0.003333333333333336,0.011547005383792525,0.006666666666666672,-0.025351018198000022,0.0320176848646667,-0.010000000000000009,0.010000000000000009,2
ever_contacted_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,0.003333333333333336,0.005773502691896263,0.0033333333333333366,-0.011008842432333346,0.01767550909900002,0.0,0.010000000000000009,1
ever_contacted_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,0.0,0.010000000000000009,0.005773502691896263,-0.024841377117217754,0.024841377117217754,-0.010000000000000009,0.010000000000000009,1
ever_contacted_fraction,velocity_size_interaction,difference_of_differences,3,-0.003333333333333336,0.015275252316519479,0.008819171036881976,-0.04127916366886475,0.03461249700219808,-0.020000000000000018,0.010000000000000009,1
fpt_5dp_p50_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,0.017886115762521942,0.0027166762754994938,0.0015684737789607027,0.011137517776013801,0.024634713749030084,0.014788197162240994,0.019862281389145066,3
fpt_5dp_p50_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,0.016104075927164764,0.0017932093739742264,0.00103530991477738,0.011649496896262396,0.02055865495806713,0.014414208285215134,0.017985282093340268,3
fpt_5dp_p50_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,-0.02146584084417939,0.0011684514298174785,0.0006746057475401244,-0.024368435105304214,-0.018563246583054565,-0.02243007785136481,-0.020166431701142493,3
fpt_5dp_p50_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,-0.023247880679536564,0.0034656352521828435,0.0020008854457608215,-0.031856995904556366,-0.014638765454516764,-0.027249086083960795,-0.021189018343981993,3
fpt_5dp_p50_s,velocity_size_interaction,difference_of_differences,3,-0.0017820398353571773,0.0033514755568575957,0.0019349753149341838,-0.01010756665606086,0.006543486985346506,-0.005448073103929932,0.0011245402406978994,2
fpt_5dp_reached_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,-0.013333333333333308,0.05686240703077327,0.03282952600598702,-0.15458738301775052,0.1279207163510839,-0.05999999999999994,0.050000000000000044,2
fpt_5dp_reached_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,0.08000000000000003,0.04582575694955839,0.026457513110645904,-0.03383749100659411,0.19383749100659417,0.030000000000000027,0.12,3
fpt_5dp_reached_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,-0.010000000000000009,0.036055512754639925,0.020816659994661348,-0.09956685894926645,0.07956685894926643,-0.040000000000000036,0.030000000000000027,2
fpt_5dp_reached_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,0.08333333333333333,0.035118845842842486,0.02027587510099408,-0.003906716017015116,0.17057338268368177,0.04999999999999993,0.12,3
fpt_5dp_reached_fraction,velocity_size_interaction,difference_of_differences,3,0.09333333333333334,0.025166114784235912,0.014529663145135626,0.030817238540294042,0.15584942812637265,0.06999999999999995,0.1200000000000001,3
fractional_fpt_alpha,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,-0.01454746457995563,0.029011682080460493,0.01674990245879771,-0.08661647811651034,0.057521548956599076,-0.03304071232106598,0.018889602406159667,2
fractional_fpt_alpha,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,-0.011224290529677697,0.06353367242305949,0.0366811828760589,-0.1690506821599774,0.14660210110062202,-0.08379155363752555,0.0343878872849408,1
fractional_fpt_alpha,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,-0.015260898363941141,0.029974627091959097,0.017305859020401236,-0.08972199991787388,0.059200203189991606,-0.04387548866057944,0.0159100317993639,2
fractional_fpt_alpha,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,-0.011937724313663209,0.03194547014074153,0.01844372578514628,-0.09129467140896112,0.06741922278163472,-0.03839023801320107,0.023553110945427336,2
fractional_fpt_alpha,velocity_size_interaction,difference_of_differences,3,0.0033231740502779328,0.06112275744337051,0.03528924046354217,-0.1485141727592215,0.15516052085977736,-0.05430026981256497,0.06742859960600678,1
fractional_fpt_residual_bic_improvement,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,16.716607742182912,40.69168568900012,23.493355686323863,-84.36714323139147,117.8003587157573,-14.805737095033692,62.65342623813444,2
fractional_fpt_residual_bic_improvement,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,84.89724668555344,66.09712959736405,38.161195565699714,-79.29712558381998,249.09161895492684,8.581154929363947,123.90449531116428,3
fractional_fpt_residual_bic_improvement,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,-56.08183791154422,39.924073831466416,23.05017477374363,-155.25873532185435,43.0950594987659,-85.686514866003,-10.675512796672592,3
fractional_fpt_residual_bic_improvement,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,12.098801031826307,22.431203192782263,12.950661201600033,-43.62339673865796,67.82099880231057,-10.632416998927226,34.2174408666811,2
fractional_fpt_residual_bic_improvement,velocity_size_interaction,difference_of_differences,3,68.18063894337052,48.63023854206667,28.076681313017907,-52.62357054900296,188.98484843574403,23.38689202439764,119.9039557326841,3
inertial_local_final_centered_msd_x_m2,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,-1.1873615602434525e-05,2.268917552033271e-06,1.309960159435476e-06,-1.7509919258227825e-05,-6.237311946641227e-06,-1.4489202406959428e-05,-1.0435376391803024e-05,3
inertial_local_final_centered_msd_x_m2,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,-4.723743992957088e-05,8.473787101835962e-06,4.892343264300571e-06,-6.828749403034314e-05,-2.618738582879862e-05,-5.6981752349565895e-05,-4.1596291233660966e-05,3
inertial_local_final_centered_msd_x_m2,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,0.001240158920953102,7.106448823250577e-05,4.10291014108602e-05,0.0010636249457705263,0.0014166928961356778,0.0011716408144060973,0.0013135218524761838,3
inertial_local_final_centered_msd_x_m2,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,0.0012047950966259655,7.232625445585475e-05,4.175758247956512e-05,0.0010251267203845917,0.0013844634728673393,0.0011392028062091526,0.0012823609376343258,3
inertial_local_final_centered_msd_x_m2,velocity_size_interaction,difference_of_differences,3,-3.536382432713642e-05,6.206592344829521e-06,3.5833777610375947e-06,-5.07818544322111e-05,-1.9945794222061737e-05,-4.249254994260652e-05,-3.1160914841857996e-05,3
inertial_local_final_mean_dx_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,-0.49797170286763287,0.04876105535985588,0.028152208437983037,-0.6191008793504039,-0.37684252638486176,-0.5452646947867592,-0.447864477396017,3
inertial_local_final_mean_dx_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,-0.9990891293060239,0.09578617582297623,0.055302174396040155,-1.2370351809294915,-0.7611430776825563,-1.0910376785227527,-0.8998786855877938,3
inertial_local_final_mean_dx_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,40.50121659178644,1.269113241756124,0.7327228717600168,37.34856452749458,43.653868656078295,39.04578946171706,41.377076443289056,3
inertial_local_final_mean_dx_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,40.00009916534805,1.224624452278768,0.7070372571793447,36.95796338074574,43.042234949950355,38.59377525352528,40.83130345955306,3
inertial_local_final_mean_dx_dp,velocity_size_interaction,difference_of_differences,3,-0.5011174264383911,0.04703736029823232,0.027157032630153847,-0.6179647070150744,-0.38427014586170766,-0.5457729837359935,-0.45201420819177685,3
inertial_local_fpt_5dp_reached_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
inertial_local_fpt_5dp_reached_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
inertial_local_fpt_5dp_reached_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
inertial_local_fpt_5dp_reached_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
inertial_local_fpt_5dp_reached_fraction,velocity_size_interaction,difference_of_differences,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
inertial_permuted_final_centered_msd_x_m2,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,-1.1873615602434525e-05,2.268917552033323e-06,1.3099601594355058e-06,-1.750991925822795e-05,-6.237311946641099e-06,-1.4489202406959482e-05,-1.0435376391802916e-05,3
inertial_permuted_final_centered_msd_x_m2,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,-4.7237439929570815e-05,8.473787101836015e-06,4.892343264300602e-06,-6.828749403034321e-05,-2.618738582879842e-05,-5.6981752349565895e-05,-4.1596291233660966e-05,3
inertial_permuted_final_centered_msd_x_m2,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,0.001240158920953102,7.106448823250588e-05,4.102910141086026e-05,0.0010636249457705261,0.001416692896135678,0.001171640814406097,0.0013135218524761838,3
inertial_permuted_final_centered_msd_x_m2,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,0.0012047950966259655,7.232625445585475e-05,4.175758247956512e-05,0.0010251267203845917,0.0013844634728673393,0.0011392028062091526,0.0012823609376343258,3
inertial_permuted_final_centered_msd_x_m2,velocity_size_interaction,difference_of_differences,3,-3.536382432713634e-05,6.206592344829572e-06,3.5833777610376243e-06,-5.0781854432211155e-05,-1.9945794222061534e-05,-4.249254994260652e-05,-3.1160914841857996e-05,3
inertial_permuted_final_mean_dx_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,-0.4979717028676281,0.04876105535984898,0.028152208437979054,-0.619100879350382,-0.37684252638487414,-0.545264694786745,-0.447864477396017,3
inertial_permuted_final_mean_dx_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,-0.9990891293060287,0.09578617582298304,0.05530217439604409,-1.2370351809295133,-0.7611430776825441,-1.091037678522767,-0.8998786855877938,3
inertial_permuted_final_mean_dx_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,40.50121659178644,1.269113241756133,0.732722871760022,37.34856452749456,43.653868656078316,39.04578946171705,41.37707644328907,3
inertial_permuted_final_mean_dx_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,40.00009916534805,1.2246244522787673,0.7070372571793443,36.95796338074574,43.042234949950355,38.59377525352527,40.83130345955305,3
inertial_permuted_final_mean_dx_dp,velocity_size_interaction,difference_of_differences,3,-0.5011174264384005,0.04703736029824582,0.02715703263016164,-0.6179647070151175,-0.38427014586168357,-0.5457729837360219,-0.45201420819177685,3
inertial_permuted_fpt_5dp_reached_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
inertial_permuted_fpt_5dp_reached_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
inertial_permuted_fpt_5dp_reached_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
inertial_permuted_fpt_5dp_reached_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
inertial_permuted_fpt_5dp_reached_fraction,velocity_size_interaction,difference_of_differences,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
inertial_uniform_final_centered_msd_x_m2,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
inertial_uniform_final_centered_msd_x_m2,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,-4.493836536903551e-34,9.500386816689479e-34,5.485050886021243e-34,-2.8094105704186258e-33,1.9106432630379155e-33,-1.5407439555097887e-33,1.925929944387236e-34,1
inertial_uniform_final_centered_msd_x_m2,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,5.4568015090971685e-34,9.871369539414686e-34,5.699237860851342e-34,-1.9065039830104445e-33,2.9978642848298783e-33,-4.81482486096809e-35,1.6851887013388314e-33,1
inertial_uniform_final_centered_msd_x_m2,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,9.62964972193618e-35,1.2738829188452709e-34,7.354766461113833e-35,-2.2015356268281265e-34,4.127465571215362e-34,-4.81482486096809e-35,1.925929944387236e-34,2
inertial_uniform_final_centered_msd_x_m2,velocity_size_interaction,difference_of_differences,3,-4.493836536903551e-34,9.500386816689479e-34,5.485050886021243e-34,-2.8094105704186258e-33,1.9106432630379155e-33,-1.5407439555097887e-33,1.925929944387236e-34,1
inertial_uniform_final_mean_dx_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,-0.3758551106099688,0.04019032073055106,0.02320389249260105,-0.47569340198292404,-0.27601681923701354,-0.4197668892260964,-0.34089619648070624,3
inertial_uniform_final_mean_dx_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,-0.7536141473688076,0.0785466928491836,0.04534895426043101,-0.9487349492064916,-0.5584933455311236,-0.8391119228578674,-0.6846511270359059,3
inertial_uniform_final_mean_dx_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,40.54247007214837,1.273261269208072,0.735117736526005,37.379513736433864,43.70542640786287,39.08202463073779,41.41938496770512,3
inertial_uniform_final_mean_dx_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,40.16471103538953,1.2413547366437132,0.7166964913610648,37.081014920468434,43.248407150310626,38.73826970018259,41.00003993407335,3
inertial_uniform_final_mean_dx_dp,velocity_size_interaction,difference_of_differences,3,-0.3777590367588388,0.03836117464797584,0.022147834509439097,-0.47305347736782083,-0.2824645961498568,-0.419345033631771,-0.3437549305551997,3
inertial_uniform_fpt_5dp_reached_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
inertial_uniform_fpt_5dp_reached_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
inertial_uniform_fpt_5dp_reached_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
inertial_uniform_fpt_5dp_reached_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
inertial_uniform_fpt_5dp_reached_fraction,velocity_size_interaction,difference_of_differences,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
late_origin_local_alpha_p50,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,-0.07830372580049712,0.06563868132174248,0.03789651033036009,-0.2413592494195252,0.08475179781853097,-0.14562001546131143,-0.01448228629952597,3
late_origin_local_alpha_p50,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,0.14013433232979314,0.018966376897496025,0.01095024280732123,0.09301924022399466,0.18724942443559162,0.12419736768444944,0.1611117854433335,3
late_origin_local_alpha_p50,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,-0.18883171563137782,0.05782463982541298,0.03338507136899534,-0.3324760840884149,-0.045187347174340725,-0.23649035787520156,-0.12450326691953939,3
late_origin_local_alpha_p50,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,0.029606342498912436,0.03267947719297297,0.01886750495433918,-0.051573979195503314,0.11078666419332818,-0.0005696967912141027,0.06431586104636833,2
late_origin_local_alpha_p50,velocity_size_interaction,difference_of_differences,3,0.21843805813029027,0.06199774822004763,0.03579441662399514,0.06442711373503851,0.37244900252554203,0.14957613016112248,0.26981738314576087,3
mean_bottom_wall_contact_sample_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,0.08286793291125182,0.031062807665035858,0.017934120367194023,0.0057036409585760894,0.16003222486392754,0.04968343885371544,0.11124958347217592,3
mean_bottom_wall_contact_sample_fraction,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,0.08592802399200267,0.0127868183869627,0.007382473037791771,0.05416380622401125,0.11769224175999408,0.07118627124291903,0.09401532822392533,3
mean_bottom_wall_contact_sample_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,0.004830612018216151,0.0024378489777396456,0.0014074927635416385,-0.0012253405628692765,0.010886564599301578,0.00207264245251583,0.006697767410863052,3
mean_bottom_wall_contact_sample_fraction,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,0.007890703098967005,0.022358993101559643,0.012908970685994446,-0.04765211486074428,0.06343352105867829,-0.01659446851049648,0.027224258580473157,2
mean_bottom_wall_contact_sample_fraction,velocity_size_interaction,difference_of_differences,3,0.0030600910807508535,0.020285385107791407,0.011711772552598596,-0.04733159906231304,0.05345178122381474,-0.01866711096301231,0.021502832389203586,2
mean_drag_impulse_x_N_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,9.125827376532676e-09,9.970942327705868e-10,5.756726236975217e-10,6.648907990766973e-09,1.1602746762298378e-08,8.065630002569567e-09,1.0044748716153788e-08,3
mean_drag_impulse_x_N_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,1.7472716569206378e-08,1.7355105376533375e-09,1.0019974760955865e-09,1.3161469393531191e-08,2.1783963744881564e-08,1.5885819706056055e-08,1.9326030834554157e-08,3
mean_drag_impulse_x_N_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,7.037583711057445e-09,1.1057525461400947e-09,6.384065301710978e-10,4.290742111358465e-09,9.784425310756423e-09,5.804366848019112e-09,7.940672193947946e-09,3
mean_drag_impulse_x_N_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,1.538447290373115e-08,1.7475074734007786e-09,1.0089239101788223e-09,1.1043423687540644e-08,1.9725522119921658e-08,1.3743562604153367e-08,1.7221954312348315e-08,3
mean_drag_impulse_x_N_s,velocity_size_interaction,difference_of_differences,3,8.346889192673702e-09,8.113927624016185e-10,4.684578297910885e-10,6.331277832573737e-09,1.0362500552773668e-08,7.820189703486488e-09,9.281282118400369e-09,3
mean_drag_work_x_J,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,4.899019409008231e-10,1.8231185041536594e-11,1.0525779591377031e-11,4.446131666097642e-10,5.351907151918821e-10,4.791211768126688e-10,5.109514242050436e-10,3
mean_drag_work_x_J,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,1.598169857900944e-09,1.9723508572440974e-10,1.1387372983662688e-10,1.108210743378261e-09,2.0881289724236273e-09,1.3739686135842222e-09,1.7449407926601516e-09,3
mean_drag_work_x_J,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,2.800958883104135e-10,3.584121134273988e-11,2.069293301681314e-11,1.9106138358012315e-10,3.691303930407038e-10,2.390486382556544e-10,3.051949780924935e-10,3
mean_drag_work_x_J,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,1.3883638053105344e-09,1.9859049515355687e-10,1.1465627583540714e-10,8.950376671100838e-10,1.881689943510985e-09,1.1590612379622712e-09,1.504868254103137e-09,3
mean_drag_work_x_J,velocity_size_interaction,difference_of_differences,3,1.108267917000121e-09,2.1524587900366484e-10,1.2427226618472352e-10,5.735675116744153e-10,1.6429683223258265e-09,8.630171893791787e-10,1.2658196158474826e-09,3
mean_dx_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,-3.188123999763454,0.8432913596100498,0.48687449347614775,-5.282975868139905,-1.093272131387002,-4.036133718533684,-2.349631559326273,3
mean_dx_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,-0.30908003445346327,2.5862947824509948,1.4931979888518065,-6.733792437169239,6.115632368262313,-3.053597881764592,2.082804821138051,1
mean_dx_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,3.6689380168591796,1.9274494736261403,1.1128134724474545,-1.1191119080137968,8.456987941732155,2.1671275020019394,5.8423359303250315,3
mean_dx_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,6.54798198216917,1.233346526509207,0.7120729490841806,3.4841793640465912,9.611784600291749,5.1383696078867125,7.428539044570396,3
mean_dx_dp,velocity_size_interaction,difference_of_differences,3,2.879043965309991,3.1587324129732006,1.8236950089280737,-4.967682342994651,10.725770273614634,-0.703966322438319,5.261411542568457,2
mean_dz_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,-1.6674527205262208,0.25027313468370943,0.1444952616805711,-2.289165652624846,-1.0457397884275959,-1.8903386724305267,-1.3967049069915458,3
mean_dz_dp,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,-1.1092672715690641,0.21766463579045275,0.12566873606667975,-1.6499762018443125,-0.5685583412938157,-1.3539837847330831,-0.93727772634346,3
mean_dz_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,0.23204297134686933,0.07231362745895394,0.04175029227950537,0.052405962304682696,0.41167998038905596,0.1759559330826151,0.3136583470860848,3
mean_dz_dp,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,0.7902284203040263,0.16938542000696868,0.09779471783782119,0.36945171064888366,1.2110051299591689,0.6738229504469817,0.9845514896850385,3
mean_dz_dp,velocity_size_interaction,difference_of_differences,3,0.558185448957157,0.20978973973019116,0.1211221627064474,0.03703884496109355,1.0793320529532204,0.3601646033608969,0.7780368558131303,3
mean_explicit_fluid_work_J,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,-1.8433172091137127e-15,2.2004596503569619e-16,1.2704359714745018e-16,-2.3899416891710965e-15,-1.296692729056329e-15,-2.0437326707377337e-15,-1.6078487715720177e-15,3
mean_explicit_fluid_work_J,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,-1.2018052499394224e-15,2.250083821597619e-16,1.2990865000986073e-16,-1.7607570575159916e-15,-6.428534423628531e-16,-1.4616224856580538e-15,-1.0717383292050201e-15,3
mean_explicit_fluid_work_J,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,2.419043021276592e-17,7.303498207169029e-18,4.216676655934989e-18,6.047534888844973e-18,4.233332553668687e-17,1.8355814958053418e-17,3.238116506387603e-17,3
mean_explicit_fluid_work_J,gas_velocity_0p20_minus_0p10,df_over_dp=0.10,3,6.657023893870565e-16,1.4187921794539384e-16,8.191400467318673e-17,3.1325487357931103e-16,1.018149905194802e-15,5.681750016807007e-16,8.284661664427356e-16,3
mean_explicit_fluid_work_J,velocity_size_interaction,difference_of_differences,3,6.415119591742906e-16,1.4486109290119112e-16,8.363559098160608e-17,2.816570553372105e-16,1.0013668630113707e-15,5.357938366168246e-16,8.066318558263673e-16,3
mean_gravity_impulse_z_N_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.10,3,-3.22832852617689e-09,5.749884190136355e-14,3.3196971849843977e-14,-3.2284713612184374e-09,-3.2281856911353424e-09,-3.228374562093888e-09,-3.2282640758930927e-09,3
mean_gravity_impulse_z_N_s,df_over_dp_0p10_minus_0p05,gas_velocity=0.20,3,-3.250341878664956e-09,9.06054958680913e-12,5.231110742950204e-12,-3.2728495315824735e-09,-3.2278342257474384e-09,-3.2573066013965645e-09,-3.2400983756227122e-09,3
mean_gravity_impulse_z_N_s,gas_velocity_0p20_minus_0p10,df_over_dp=0.05,3,3.881953125346959e-11,5.5922785523268724e-12,3.2287035275692906e-12,2.4927541207181563e-11,5.271152129975762e-11,3.326862268388845e-11,4.445228145326934e-11,3
