gas_velocity_m_s,df_over_dp,metric,selected_mesh_route,count,mean,standard_deviation,standard_error,ci95_low,ci95_high,minimum,maximum,same_sign_count
0.2,0.05,inertial_local_final_centered_msd_x_m2,coarse_2p5dp,3,0.0016543572604536094,9.930900220960513e-05,5.733607915866867e-05,0.0014076600229512683,0.0019010544979559505,0.0015575338441195898,0.0017559779665149997,3
0.2,0.05,inertial_local_final_mean_dx_dp,coarse_2p5dp,3,80.66156940458968,2.561873255798485,1.4790982138649584,74.29752343720922,87.02561537197015,77.71620107177999,82.3725781749214,3
0.2,0.05,inertial_local_fpt_5dp_reached_fraction,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
0.2,0.05,inertial_permuted_final_centered_msd_x_m2,coarse_2p5dp,3,0.0016543572604536094,9.930900220960524e-05,5.733607915866873e-05,0.001407660022951268,0.0019010544979559507,0.0015575338441195896,0.0017559779665149997,3
0.2,0.05,inertial_permuted_final_mean_dx_dp,coarse_2p5dp,3,80.66156940458968,2.561873255798485,1.4790982138649584,74.29752343720922,87.02561537197015,77.71620107177999,82.3725781749214,3
0.2,0.05,inertial_permuted_fpt_5dp_reached_fraction,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
0.2,0.05,inertial_uniform_final_centered_msd_x_m2,coarse_2p5dp,3,5.7777898331617076e-34,1.0007425546490985e-33,5.777789833161708e-34,-1.9082033364124425e-33,3.063761303044784e-33,0.0,1.7333369499485123e-33,1
0.2,0.05,inertial_uniform_final_mean_dx_dp,coarse_2p5dp,3,80.74357864666791,2.5702720121617926,1.483947238112172,74.3586690118738,87.12848828146203,77.78816942957344,82.45679437201657,3
0.2,0.05,inertial_uniform_fpt_5dp_reached_fraction,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
0.2,0.05,fractional_fpt_alpha,coarse_2p5dp,3,0.8305955621393215,0.0447279139371712,0.02582367315191621,0.7194852643613486,0.9417058599172944,0.7792051404597204,0.8607466348335318,3
0.2,0.05,fractional_fpt_residual_bic_improvement,coarse_2p5dp,3,72.77025478064589,59.50300539875612,34.3540761845636,-75.04340489118847,220.58391445248026,12.710310412446006,131.70022633067924,3
0.2,0.05,non_gaussian_parameter_20ms,coarse_2p5dp,3,0.30490757944464003,0.12119359419270236,0.06997115423121497,0.003846001691443224,0.6059691571978368,0.1651128380118021,0.3803691189345517,3
0.2,0.05,non_gaussian_parameter_50ms,coarse_2p5dp,3,0.5024178175792958,0.20604028662428134,0.11895741494643648,-0.009414628558044646,1.0142502637166362,0.33059285454503673,0.7308425311009892,3
0.2,0.05,variance_top10_observed_share,coarse_2p5dp,3,0.2031599855776113,0.021171612782177416,0.012223436338968654,0.15056678384743366,0.25575318730778895,0.17883457891328144,0.21743056242583234,3
0.2,0.05,variance_top10_gaussian_null_p50,coarse_2p5dp,3,0.43009998800525095,0.0,0.0,0.43009998800525095,0.43009998800525095,0.43009998800525095,0.43009998800525095,3
0.2,0.05,variance_top10_outlet_capped_null_p50,coarse_2p5dp,3,0.37843065658454256,0.003839431112150159,0.0022166965861349186,0.3688929809672925,0.3879683322017926,0.37399979199688377,0.3807757442651477,3
0.2,0.05,variance_top10_observed_to_null_mean_ratio,coarse_2p5dp,3,0.4702253839870448,0.049002906363769264,0.02829184118019621,0.34849541630483466,0.5919553516692548,0.41392284164902216,0.5032554487367189,3
0.2,0.05,variance_top10_observed_to_outlet_capped_null_mean_ratio,coarse_2p5dp,3,0.5335202915400771,0.05087148571641603,0.029370665972449,0.4071485154206125,0.6598920676595417,0.4751410252016345,0.5683494287064967,3
0.2,0.05,variance_top10_null_upper_p,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
0.2,0.05,variance_top10_outlet_capped_null_upper_p,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
0.2,0.05,velocity_positive_integral_time_s,coarse_2p5dp,3,0.07894407087628401,0.011036573415600373,0.006371968632427943,0.051527702646405146,0.10636043910616287,0.06879159045047327,0.09069124120878921,3
0.2,0.05,velocity_variance_ratio_20ms,coarse_2p5dp,3,0.8079574451487387,0.033095771907554916,0.019107852819865285,0.7257429900546395,0.8901719002428379,0.7800311983101376,0.8445131264420171,3
0.2,0.05,velocity_variance_ratio_50ms,coarse_2p5dp,3,0.6690264003315775,0.040291947058259135,0.023262566480260063,0.5689356551654587,0.7691171454976962,0.634409410587872,0.7132549437464529,3
0.2,0.05,velocity_variance_ratio_max_abs_log_10_100ms,coarse_2p5dp,3,0.6572525116924428,0.16310817847002537,0.09417055074669868,0.25206933446480734,1.0624356889200783,0.49998245197146046,0.8256309208091701,3
0.2,0.05,ever_contacted_fraction,coarse_2p5dp,3,0.9866666666666667,0.01527525231651948,0.008819171036881977,0.9487208363311352,1.0246124970021981,0.97,1.0,3
0.2,0.05,mean_sampled_contact_fraction,coarse_2p5dp,3,0.5861874666804728,0.03506511856392483,0.020244855642048146,0.4990808832898319,0.6732940500711138,0.5549398428188617,0.6241104275222695,3
0.2,0.05,p90_particle_maximum_contact_force_N,coarse_2p5dp,3,0.00012113041538680496,3.130932119981778e-06,1.8076445022859254e-06,0.00011335274883471722,0.0001289080819388927,0.00011870556289214473,0.00012466508273365265,3
0.2,0.05,p90_particle_maximum_contact_force_over_debris_weight,coarse_2p5dp,3,78936.46306126528,2040.3191621779265,1177.9788175161777,73868.02928655052,84004.89683598005,77356.2713417658,81239.88237644991,3
0.2,0.05,p90_particle_maximum_contact_equal_sphere_hertz_overlap_over_df,coarse_2p5dp,3,0.00013185221528372456,2.267718348892521e-06,1.3092677991793508e-06,0.00012621889061367722,0.0001374855399537719,0.0001300930382480344,0.00013441154146791195,3
0.2,0.05,early_contact_vs_later_dx_spearman_r,coarse_2p5dp,3,-0.5188760599672039,0.14257258394843267,0.08231431972168812,-0.8730459924111238,-0.1647061275232839,-0.6265212072902325,-0.3571816485208188,3
0.2,0.05,early_contact_vs_later_dx_geometry_adjusted_r,coarse_2p5dp,3,-0.6475925580327399,0.06733930271303691,0.038878364548413556,-0.8148726593832432,-0.48031245668223654,-0.72477673957558,-0.6008436738012989,3
0.2,0.05,early_contact_later_dx_difference_dp,coarse_2p5dp,3,8.407574509267791,1.1411962220741014,0.6588699460126665,5.5726859375391005,11.242463080996481,7.565175207834964,9.70632836342996,3
0.2,0.05,mean_drag_impulse_x_N_s,coarse_2p5dp,3,1.4810299477202491e-08,1.4466129689245792e-09,8.352023870218096e-10,1.1216713646831147e-08,1.8403885307573836e-08,1.3141540608419658e-08,1.5708881405741428e-08,3
0.2,0.05,mean_total_fluid_impulse_x_N_s,coarse_2p5dp,3,1.4810299477202491e-08,1.4466129689245792e-09,8.352023870218096e-10,1.1216713646831147e-08,1.8403885307573836e-08,1.3141540608419658e-08,1.5708881405741428e-08,3
0.2,0.05,mean_total_fluid_impulse_z_N_s,coarse_2p5dp,3,-2.050427540377741e-11,6.27048795712474e-11,3.620267909996275e-11,-1.7627183145568528e-10,1.3526328064813045e-10,-8.128626277845057e-11,4.3961113804733754e-11,2
0.2,0.05,mean_gravity_impulse_z_N_s,coarse_2p5dp,3,-4.1572530240968897e-10,5.633347053932396e-12,3.2524144380264544e-12,-4.297193122695792e-10,-4.0173129254979874e-10,-4.213406612630673e-10,-4.1007413784309e-10,3
0.2,0.05,mean_mechanical_contact_impulse_x_N_s,coarse_2p5dp,3,-1.4795379966187222e-08,1.447102534199031e-09,8.354850376648002e-10,-1.839018194411918e-08,-1.1200577988255263e-08,-1.569534415390076e-08,-1.3126113619126921e-08,3
0.2,0.05,mean_mechanical_contact_impulse_z_N_s,coarse_2p5dp,3,4.3531416528101136e-10,6.041343574689002e-11,3.487971339113711e-11,2.852388712474816e-10,5.853894593145411e-10,3.709403154624667e-10,4.907774475813834e-10,3
0.2,0.05,mean_time_averaged_total_fluid_force_x_N,coarse_2p5dp,3,5.365211600051574e-08,5.119076998501743e-09,2.9555004830874033e-09,4.093562377933005e-08,6.636860822170142e-08,4.774377887548911e-08,5.675995183138391e-08,3
0.2,0.05,mean_time_averaged_mechanical_contact_force_x_N,coarse_2p5dp,3,-5.3579307016939985e-08,5.1201372270172164e-09,2.956112606306214e-09,-6.629843299176399e-08,-4.086018104211597e-08,-5.6680351390745065e-08,-4.76694903839996e-08,3
0.2,0.05,mean_time_averaged_total_fluid_force_z_N,coarse_2p5dp,3,1.7336211950884893e-11,1.9854293007506945e-10,1.146288141245384e-10,-4.758717680443342e-10,5.10544191946104e-10,-1.870630075503476e-10,2.094525297332077e-10,2
0.2,0.05,mean_time_averaged_gravity_force_z_N,coarse_2p5dp,3,-1.5345305666000202e-09,2.532713032347184e-25,1.46226255100572e-25,-1.5345305666000208e-09,-1.5345305666000196e-09,-1.53453056660002e-09,-1.53453056660002e-09,3
0.2,0.05,mean_time_averaged_mechanical_contact_force_z_N,coarse_2p5dp,3,1.5125025049247723e-09,1.9936768820890435e-10,1.1510498845512432e-10,1.0172457121462447e-09,2.0077592977033e-09,1.3204543006291327e-09,1.718461089933422e-09,3
0.2,0.05,mean_drag_work_x_J,coarse_2p5dp,3,4.516336206665047e-10,4.034273060416464e-11,2.329188637415901e-11,3.5141672217886723e-10,5.518505191541422e-10,4.1416149724819376e-10,4.943366573097723e-10,3
0.2,0.05,mean_explicit_fluid_work_J,coarse_2p5dp,3,-3.83784835848209e-17,8.570086680596072e-18,4.947941852020569e-18,-5.966775910081407e-17,-1.7089208068827725e-17,-4.6048177439557717e-17,-2.9128081944970174e-17,3
0.2,0.05,mean_total_fluid_work_J,coarse_2p5dp,3,2.8627648757579046e-10,3.0537721957864876e-11,1.7630961992811233e-11,2.1041658083018426e-10,3.6213639432139666e-10,2.575507273410874e-10,3.183502537968813e-10,3
0.2,0.05,mean_gravity_work_J,coarse_2p5dp,3,5.571463394209409e-13,1.2818483570768311e-13,7.400754940185881e-14,2.3871755496862546e-13,8.755751238732563e-13,4.1725831377861455e-13,6.689813693797268e-13,3
0.2,0.05,mean_wall_contact_sample_fraction,coarse_2p5dp,3,0.13241697212040435,0.02072316017213281,0.01196452210384061,0.08093778843075855,0.18389615581005014,0.10983005664778409,0.15055314895034988,3
0.2,0.05,mean_bottom_wall_contact_sample_fraction,coarse_2p5dp,3,0.05275685882483616,0.012786808111230325,0.007382467105094919,0.020992666583179047,0.08452105106649327,0.03801732755748084,0.06087637454181939,3
0.2,0.05,mean_mechanical_contact_net_work_J,coarse_2p5dp,3,-2.848142054593217e-10,3.0190531553465835e-11,1.743051151937139e-11,-3.598116434282123e-10,-2.098167674904311e-10,-3.1658089076603696e-10,-2.5649597342370953e-10,3
0.2,0.05,all_lower_clipped_fraction,coarse_2p5dp,3,0.44321622222222223,0.04661375069575421,0.026912461512131797,0.3274212462341022,0.5590111982103423,0.4030066666666667,0.4943086666666667,3
0.2,0.1,mean_dx_dp,coarse_2p5dp,3,24.007604583787113,1.4352837676598766,0.8286614696219301,20.4421620495211,27.573047118053125,22.488182137475267,25.340513910516943,3
0.2,0.1,mean_dz_dp,coarse_2p5dp,3,-1.4720770711445808,0.27505249315496183,0.15880163096429492,-2.1553453420939164,-0.7888088001952451,-1.7896257637728812,-1.3082042105072897,3
0.2,0.1,outlet_fraction,coarse_2p5dp,3,0.06,0.010000000000000002,0.005773502691896259,0.035158622882782264,0.08484137711721773,0.05,0.07,3
0.2,0.1,bed_resident_fraction,coarse_2p5dp,3,0.94,0.010000000000000009,0.005773502691896263,0.9151586228827822,0.9648413771172177,0.9299999999999999,0.95,3
0.2,0.1,pressure_gradient_tail_mean_Pa_m,coarse_2p5dp,3,2563.8793007407407,0.10322117565245958,0.05959477354901719,2563.622885125654,2564.1357163558273,2563.776940444445,2563.983361777778,3
0.2,0.1,cfd_to_ergun_pressure_drop_ratio,coarse_2p5dp,3,0.7779261715024613,3.1319124098469134e-05,1.808210472903445e-05,0.7778483704851903,0.7780039725197324,0.7778951135843335,0.7779577454553074,3
0.2,0.1,fpt_5dp_reached_fraction,coarse_2p5dp,3,0.8833333333333333,0.03055050463303896,0.017638342073763955,0.8074416726622704,0.9592249940043962,0.85,0.91,3
0.2,0.1,fpt_5dp_p50_s,coarse_2p5dp,3,0.043412999690357584,0.0018021477114380116,0.001040470466318204,0.03893621659828133,0.04788978278243384,0.04201279893321722,0.045446259756894265,3
0.2,0.1,late_origin_local_alpha_p50,coarse_2p5dp,3,1.8337032763216985,0.02536292141033155,0.014643289503690244,1.7706982867668584,1.8967082658765386,1.8049963263318398,1.8530778118795443,3
0.2,0.1,centered_msd_exponent,coarse_2p5dp,3,1.8049174834136392,0.027039909652269625,0.015611499116601028,1.7377466241248867,1.8720883427023918,1.779554962364131,1.8333694005040801,3
0.2,0.1,centered_msd_bootstrap_fraction_above_one,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
0.2,0.1,inertial_local_final_centered_msd_x_m2,coarse_2p5dp,3,0.0016071198205240384,0.00010078097271568307,5.8185921726591956e-05,0.0013567660055770069,0.00185747363547107,0.001514399567914104,0.0017143816752813387,3
0.2,0.1,inertial_local_final_mean_dx_dp,coarse_2p5dp,3,79.66248027528366,2.472624053105104,1.4275701626649755,73.52014161805492,85.80481893251239,76.8163223861922,81.28154049639865,3
0.2,0.1,inertial_local_fpt_5dp_reached_fraction,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
0.2,0.1,inertial_permuted_final_centered_msd_x_m2,coarse_2p5dp,3,0.0016071198205240384,0.00010078097271568307,5.8185921726591956e-05,0.0013567660055770069,0.00185747363547107,0.001514399567914104,0.0017143816752813387,3
0.2,0.1,inertial_permuted_final_mean_dx_dp,coarse_2p5dp,3,79.66248027528366,2.472624053105099,1.4275701626649726,73.52014161805494,85.80481893251238,76.8163223861922,81.28154049639863,3
0.2,0.1,inertial_permuted_fpt_5dp_reached_fraction,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
0.2,0.1,inertial_uniform_final_centered_msd_x_m2,coarse_2p5dp,3,1.2839532962581572e-34,1.1119361718323317e-34,6.419766481290787e-35,-1.4782492812180799e-34,4.046155873734394e-34,0.0,1.925929944387236e-34,2
0.2,0.1,inertial_uniform_final_mean_dx_dp,coarse_2p5dp,3,79.98996449929909,2.506534876143088,1.4471485854743973,73.76338668772618,86.216542310872,77.10351830253754,81.6176824491587,3
0.2,0.1,inertial_uniform_fpt_5dp_reached_fraction,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
0.2,0.1,fractional_fpt_alpha,coarse_2p5dp,3,0.8193712716096438,0.058589015647190566,0.03382638395546067,0.6738280883478007,0.964914454871487,0.7769550811960062,0.8862227984096532,3
0.2,0.1,fractional_fpt_residual_bic_improvement,coarse_2p5dp,3,157.66750146619933,33.3394341988166,19.24853130931658,74.84775568545243,240.48724724694623,136.6148057236103,196.1063174149445,3
0.2,0.1,non_gaussian_parameter_20ms,coarse_2p5dp,3,-0.26074404781325505,0.04288191447843414,0.024757884867490462,-0.36726862871996124,-0.1542194669065489,-0.30761058415867326,-0.2234722675249522,3
0.2,0.1,non_gaussian_parameter_50ms,coarse_2p5dp,3,-0.4034572832960057,0.03290746220528556,0.018999132162569054,-0.48520395115721454,-0.3217106154347969,-0.43590933636768103,-0.3701125752289527,3
0.2,0.1,variance_top10_observed_share,coarse_2p5dp,3,0.27034405824577634,0.047653904204283594,0.027512994420279775,0.1519651977011387,0.388722918790414,0.2329574403326644,0.3240027098529524,3
0.2,0.1,variance_top10_gaussian_null_p50,coarse_2p5dp,3,0.43009998800525095,0.0,0.0,0.43009998800525095,0.43009998800525095,0.43009998800525095,0.43009998800525095,3
0.2,0.1,variance_top10_outlet_capped_null_p50,coarse_2p5dp,3,0.3753489280394077,0.0011193162620376515,0.0006462375451957639,0.37256839230153654,0.3781294637772789,0.37415021284435596,0.3763668311008034,3
0.2,0.1,variance_top10_observed_to_null_mean_ratio,coarse_2p5dp,3,0.6257267553736496,0.110297681599218,0.06368039616230015,0.3517321249975515,0.8997213857497477,0.5391932940023698,0.7499227676172732,3
0.2,0.1,variance_top10_observed_to_outlet_capped_null_mean_ratio,coarse_2p5dp,3,0.7155221849669626,0.12633429489245313,0.07293913916403938,0.4016903987408404,1.0293539711930848,0.6147924385791291,0.8572680885252574,3
0.2,0.1,variance_top10_null_upper_p,coarse_2p5dp,3,0.999550022498875,0.0007793838942112572,0.0004499775011249282,0.9976139255753563,1.0014861194223939,0.9986500674966252,1.0,3
0.2,0.1,variance_top10_outlet_capped_null_upper_p,coarse_2p5dp,3,0.9761678582737531,0.04127848032304211,0.023832141726247036,0.8736264286207189,1.0787092879267872,0.9285035748212589,1.0,3
0.2,0.1,velocity_positive_integral_time_s,coarse_2p5dp,3,0.05112418916968695,0.006293585550676443,0.0036336033118509834,0.03549005596130436,0.06675832237806954,0.04734796213879655,0.058389504665908296,3
0.2,0.1,velocity_variance_ratio_20ms,coarse_2p5dp,3,0.9352548887193457,0.0069863438213821245,0.004033567485926249,0.9178998485655959,0.9526099288730955,0.92788468313815,0.9417805992369533,3
0.2,0.1,velocity_variance_ratio_50ms,coarse_2p5dp,3,0.8639446170679891,0.01404337392537042,0.008107945716143185,0.8290589423001662,0.898830291835812,0.8529809423705339,0.8797736631733843,3
0.2,0.1,velocity_variance_ratio_max_abs_log_10_100ms,coarse_2p5dp,3,0.2867108073204368,0.03132369852087347,0.018084745773040985,0.2088984265541315,0.3645231880867421,0.25114297549354847,0.3101842832675931,3
0.2,0.1,ever_contacted_fraction,coarse_2p5dp,3,0.9899999999999999,0.010000000000000009,0.005773502691896263,0.9651586228827821,1.0148413771172176,0.98,1.0,3
0.2,0.1,mean_sampled_contact_fraction,coarse_2p5dp,3,0.45706064549561365,0.005623948682532943,0.0032469882857690357,0.44308998248454556,0.47103130850668173,0.45345493016147265,0.4635408861361661,3
0.2,0.1,p90_particle_maximum_contact_force_N,coarse_2p5dp,3,0.0003964323897455399,4.888278853431422e-05,2.8222491119025868e-05,0.00027500081129332925,0.0005178639681977505,0.00034001076671314053,0.00042604938605857217,3
0.2,0.1,p90_particle_maximum_contact_force_over_debris_weight,coarse_2p5dp,3,32292.643624549517,3981.9008495397134,2298.951527368153,22401.053559870947,42184.23368922809,27696.64336717033,34705.1889460361,3
0.2,0.1,p90_particle_maximum_contact_equal_sphere_hertz_overlap_over_df,coarse_2p5dp,3,0.0001152141511293298,9.60577891410798e-06,5.545899041836274e-06,9.135207347833235e-05,0.00013907622878032728,0.000104126625499041,0.00012102450369481757,3
0.2,0.1,early_contact_vs_later_dx_spearman_r,coarse_2p5dp,3,-0.12219878588939065,0.12494753027524667,0.07213849023899259,-0.4325856578326289,0.18818808605384763,-0.21350047412028664,0.020198565225146903,2
0.2,0.1,early_contact_vs_later_dx_geometry_adjusted_r,coarse_2p5dp,3,-0.2645844568601162,0.12897976161359156,0.07446650008762086,-0.5849879467333234,0.05581903301309099,-0.3530336022818947,-0.11658926975614982,3
0.2,0.1,early_contact_later_dx_difference_dp,coarse_2p5dp,3,9.478855814710535,1.56553420848479,0.9038615966942614,5.589853248422971,13.367858380998099,7.748801197149692,10.797844160506694,3
0.2,0.1,mean_drag_impulse_x_N_s,coarse_2p5dp,3,3.2283016046408866e-08,2.35599137888821e-09,1.3602322568095457e-09,2.6430409013621283e-08,3.813562307919645e-08,3.034783977542858e-08,3.490650725200055e-08,3
0.2,0.1,mean_total_fluid_impulse_x_N_s,coarse_2p5dp,3,3.2283016046408866e-08,2.35599137888821e-09,1.3602322568095457e-09,2.6430409013621283e-08,3.813562307919645e-08,3.034783977542858e-08,3.490650725200055e-08,3
0.2,0.1,mean_total_fluid_impulse_z_N_s,coarse_2p5dp,3,7.850989669589944e-10,1.955725660586821e-10,1.1291387366008599e-10,2.9926978023442453e-10,1.2709281536835644e-09,6.25721739384999e-10,1.0033437177190534e-09,3
0.2,0.1,mean_gravity_impulse_z_N_s,coarse_2p5dp,3,-3.666067181074645e-09,4.13107941071917e-12,2.3850798098224334e-12,-3.67632935122893e-09,-3.6558050109203604e-09,-3.6693817670985013e-09,-3.6614390368857795e-09,3
0.2,0.1,mean_mechanical_contact_impulse_x_N_s,coarse_2p5dp,3,-3.2213148955239804e-08,2.352226789245036e-09,1.3580587699656706e-09,-3.805640422892562e-08,-2.6369893681553986e-08,-3.483174860741016e-08,-3.027921102250248e-08,3
0.2,0.1,mean_mechanical_contact_impulse_z_N_s,coarse_2p5dp,3,2.875937481734529e-09,2.0188376980369068e-10,1.1655764884117725e-10,2.3744303957806234e-09,3.3774445676884344e-09,2.649479490279791e-09,3.037068879174798e-09,3
0.2,0.1,mean_time_averaged_total_fluid_force_x_N,coarse_2p5dp,3,1.083267278716736e-07,7.924154683129736e-09,4.5750128394051866e-09,8.864203638979432e-08,1.2801141935355288e-07,1.0156448046553852e-07,1.1704603806041504e-07,3
0.2,0.1,mean_time_averaged_mechanical_contact_force_x_N,coarse_2p5dp,3,-1.0808968833773061e-07,7.911511919733133e-09,4.567713536554857e-09,-1.2774297345427601e-07,-8.843640322118522e-08,-1.167926089891678e-07,-1.0133273430859675e-07,3
0.2,0.1,mean_time_averaged_total_fluid_force_z_N,coarse_2p5dp,3,2.6351313519810407e-09,6.564212871224104e-10,3.789850068219243e-10,1.004490477863315e-09,4.265772226098766e-09,2.102174959795418e-09,3.3683611085520207e-09,3
0.2,0.1,mean_time_averaged_gravity_force_z_N,coarse_2p5dp,3,-1.2276244532800162e-08,2.0261704258777473e-24,1.169810040804576e-24,-1.2276244532800167e-08,-1.2276244532800157e-08,-1.227624453280016e-08,-1.227624453280016e-08,3
0.2,0.1,mean_time_averaged_mechanical_contact_force_z_N,coarse_2p5dp,3,9.623799342852017e-09,6.655950832561057e-10,3.84281500489204e-10,7.970369495798932e-09,1.1277229189905102e-08,8.87824286824122e-09,1.0158212886415495e-08,3
0.2,0.1,mean_drag_work_x_J,coarse_2p5dp,3,2.0498034785674492e-09,1.9876791233013364e-10,1.147587076900626e-10,1.5560366116679571e-09,2.5435703454669413e-09,1.8203713210257704e-09,2.169936824768231e-09,3
0.2,0.1,mean_explicit_fluid_work_J,coarse_2p5dp,3,-1.240183733524243e-15,2.3171012454427377e-16,1.3377790277959817e-16,-1.8157835920924226e-15,-6.645838749560637e-16,-1.5076706630976114e-15,-1.1011830169001631e-15,3
0.2,0.1,mean_total_fluid_work_J,coarse_2p5dp,3,1.6308707880461655e-09,1.6038095181818852e-10,9.259598570511955e-11,1.2324624173927707e-09,2.0292791586995602e-09,1.4458024792316524e-09,1.729265020141485e-09,3
0.2,0.1,mean_gravity_work_J,coarse_2p5dp,3,1.807276182449819e-11,3.377238408664059e-12,1.949849504359738e-12,9.683236532060572e-12,2.646228711693581e-11,1.6060902391855904e-11,2.1971796358557873e-11,3
0.2,0.1,mean_wall_contact_sample_fraction,coarse_2p5dp,3,0.22733644340775297,0.044261248069202556,0.0255542434874229,0.11738540791117437,0.3372874789043316,0.17646117960679775,0.2569976674441853,3
0.2,0.1,mean_bottom_wall_contact_sample_fraction,coarse_2p5dp,3,0.13868488281683883,0.01275789640899886,0.007365774926028852,0.10699251122500497,0.17037725440867268,0.13059980006664446,0.1533922025991336,3
0.2,0.1,mean_mechanical_contact_net_work_J,coarse_2p5dp,3,-1.6425013036291022e-09,1.614032661441558e-10,9.318621915641317e-11,-2.0434492438528658e-09,-1.2415533634053386e-09,-1.73847290198611e-09,-1.4561568995371268e-09,3
0.2,0.1,all_lower_clipped_fraction,coarse_2p5dp,3,0.4726351111111111,0.03192361513629639,0.018431107792446735,0.3933324548565452,0.551937767365677,0.438233,0.501303,3
