case_name,n_frames,fit_window,first_breakthrough_time_s,first_breakthrough_BTC,final_time_s,final_BTC,final_x_mean_over_L,final_x_q90_over_L,final_x_q99_over_L,x_mean_speed_m_per_s,x_mean_fit_r2,x_q90_speed_m_per_s,x_q90_fit_r2,x_q99_speed_m_per_s,x_q99_fit_r2,blockage_centroid_speed_m_per_s,blockage_centroid_fit_r2,peak_blockage_time_s,peak_blockage_ratio,peak_blockage_x_over_L,q99_09_time_s,q99_09_minus_first_BTC_s
paper1_df0p0225_ug2_seed401,50,pre_first_breakthrough,0.0315899999999999,0.0003333333333333,0.0396899999999999,0.0183333333333333,0.6401190866666666,0.8687982222222222,0.9974803111111112,0.7814820424689535,0.9924013239598841,0.9668987875524052,0.9958858956612116,1.125497887742338,0.9984408605030711,0.7828588408929418,0.9922194301865661,0.00729,5.2253180789355115e-05,0.075,0.0356399999999999,0.004049999999999998
