case_name,input_status,analysis_status,analysis_source,is_final_evidence,dump_file_count,latest_timestep,latest_debris_count,latest_outlet_count,latest_partial_btc,latest_partial_retention,front_speed_m_s,mean_cloud_speed_m_s,front_to_mean_speed_ratio,reason,summary_json
paper2_phase2_load6000_df0p0225_ug2_seed501,partial,analyzed,cached_partial_summary,False,9,12717000,5958,0,0.0,1.0,0.8896232510287992,0.16817723561026088,5.289795897766091,,/Users/wangjian-macbook13/Library/CloudStorage/SynologyDrive-mac/论文相关/分数阶模型研究/project/papers/paper2_voxel_topology_clogging/data/phase2_transport_metrics/paper2_phase2_load6000_df0p0225_ug2_seed501/paper2_phase2_load6000_df0p0225_ug2_seed501_partial_transport_summary.json
