case_name,timestep,time,elapsed_time,x_center_m,x_over_L,blockage_ratio
paper1_df0p0225_ug2_seed401,12717000,0.12717,0.00648,0.032625,0.7250000000000001,0.0
paper1_df0p0225_ug2_seed401,12717000,0.12717,0.00648,0.034874999999999996,0.7749999999999999,0.0
paper1_df0p0225_ug2_seed401,12717000,0.12717,0.00648,0.037125,0.825,0.0
paper1_df0p0225_ug2_seed401,12717000,0.12717,0.00648,0.03937499999999999,0.8749999999999999,0.0
paper1_df0p0225_ug2_seed401,12717000,0.12717,0.00648,0.041624999999999995,0.9249999999999999,0.0
paper1_df0p0225_ug2_seed401,12717000,0.12717,0.00648,0.043875,0.975,0.0
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.001125,0.024999999999999998,9.1715038138628e-06
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.0033749999999999995,0.075,5.2253180789355115e-05
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.005625,0.125,3.3833392156861515e-05
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.007875,0.17500000000000002,4.41807058216909e-06
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.010124999999999999,0.22499999999999998,1.30374351434091e-07
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.012374999999999999,0.27499999999999997,0.0
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.014624999999999999,0.325,0.0
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.016875,0.37500000000000006,0.0
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.019124999999999996,0.42499999999999993,0.0
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.021374999999999998,0.475,0.0
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.023625,0.525,0.0
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.025874999999999995,0.575,0.0
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.028124999999999997,0.625,0.0
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.030375,0.675,0.0
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.032625,0.7250000000000001,0.0
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.034874999999999996,0.7749999999999999,0.0
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.037125,0.825,0.0
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.03937499999999999,0.8749999999999999,0.0
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.041624999999999995,0.9249999999999999,0.0
paper1_df0p0225_ug2_seed401,12798000,0.12798,0.007290000000000005,0.043875,0.975,0.0
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.001125,0.024999999999999998,2.353214794346388e-06
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.0033749999999999995,0.075,4.2978806709858244e-05
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.005625,0.125,4.3881105810357094e-05
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.007875,0.17500000000000002,1.0644881469789934e-05
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.010124999999999999,0.22499999999999998,1.0429948114727275e-06
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.012374999999999999,0.27499999999999997,0.0
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.014624999999999999,0.325,0.0
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.016875,0.37500000000000006,0.0
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.019124999999999996,0.42499999999999993,0.0
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.021374999999999998,0.475,0.0
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.023625,0.525,0.0
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.025874999999999995,0.575,0.0
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.028124999999999997,0.625,0.0
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.030375,0.675,0.0
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.032625,0.7250000000000001,0.0
