case_name,debris_total_number,source_domain,shape_x,shape_y,shape_z,voxel_size_m,porosity,flow_axis,location_in_through_connected_pore,through_connected_pore_nodes_x,evidence_boundary,openfoam_case,stl_path,stl_size_bytes,stl_triangles,location_in_mesh_x_m,location_in_mesh_y_m,location_in_mesh_z_m,openlb_dir,pore_nodes,solid_nodes
N3000_peak_blockage_reduced_y32_z32,3000,papers/paper2_voxel_topology_clogging/flow_domains_reduced/N3000_peak_blockage_reduced_y32_z32,33,32,32,0.00025,0.41361860795454547,x,True,13793,"solver handoff inputs only; not CFD, not LBM and not measured pressure",papers/paper2_voxel_topology_clogging/flow_solver_handoff_reduced/openfoam/N3000_peak_blockage_reduced_y32_z32,papers/paper2_voxel_topology_clogging/flow_solver_handoff_reduced/openfoam/N3000_peak_blockage_reduced_y32_z32/constant/triSurface/solid_interface.stl,4064184,81282,0.012375,0.003875,0.009125000000000001,papers/paper2_voxel_topology_clogging/flow_solver_handoff_reduced/openlb/N3000_peak_blockage_reduced_y32_z32,13977,19815
N6000_peak_blockage_reduced_y32_z32,6000,papers/paper2_voxel_topology_clogging/flow_domains_reduced/N6000_peak_blockage_reduced_y32_z32,33,32,32,0.00025,0.41361860795454547,x,True,13793,"solver handoff inputs only; not CFD, not LBM and not measured pressure",papers/paper2_voxel_topology_clogging/flow_solver_handoff_reduced/openfoam/N6000_peak_blockage_reduced_y32_z32,papers/paper2_voxel_topology_clogging/flow_solver_handoff_reduced/openfoam/N6000_peak_blockage_reduced_y32_z32/constant/triSurface/solid_interface.stl,4064184,81282,0.012375,0.003875,0.009125000000000001,papers/paper2_voxel_topology_clogging/flow_solver_handoff_reduced/openlb/N6000_peak_blockage_reduced_y32_z32,13977,19815
N10000_peak_blockage_reduced_y32_z32,10000,papers/paper2_voxel_topology_clogging/flow_domains_reduced/N10000_peak_blockage_reduced_y32_z32,33,32,32,0.00025,0.41361860795454547,x,True,13793,"solver handoff inputs only; not CFD, not LBM and not measured pressure",papers/paper2_voxel_topology_clogging/flow_solver_handoff_reduced/openfoam/N10000_peak_blockage_reduced_y32_z32,papers/paper2_voxel_topology_clogging/flow_solver_handoff_reduced/openfoam/N10000_peak_blockage_reduced_y32_z32/constant/triSurface/solid_interface.stl,4064184,81282,0.012375,0.003875,0.009125000000000001,papers/paper2_voxel_topology_clogging/flow_solver_handoff_reduced/openlb/N10000_peak_blockage_reduced_y32_z32,13977,19815
