formal_processed_count,final_BTC_mean,final_BTC_std,final_BTC_min,final_BTC_max,final_retention_mean,final_retention_std,final_retention_min,final_retention_max,first_breakthrough_elapsed_s_mean,first_breakthrough_elapsed_s_std,first_breakthrough_elapsed_s_min,first_breakthrough_elapsed_s_max,max_blockage_ratio_mean,max_blockage_ratio_std,max_blockage_ratio_min,max_blockage_ratio_max
3,0.0164444444444444,0.0027148426050823517,0.0133333333333333,0.0183333333333333,0.9835555555555556,0.002714842605082428,0.9816666666666668,0.9866666666666668,0.038069999999999965,0.0014029611541307315,0.03726,0.0396899999999999,5.823166382904847e-06,1.1745229700315525e-07,5.699045423135374e-06,5.932561127131031e-06
