porosity,largest_connected_void_fraction,outlet_connected_fraction,fractal_dimension,fractal_fit_r2,euler_number,topological_charge
0.4113976240391335,0.9920801413259499,0.9920801413259499,2.6942779927429235,0.99614087412792,-18225,-0.031839622641509434
