input_csv,frame_count,first_step,final_step,final_time_s,target_time_reached,final_debris_count,final_source_fraction,final_released_fraction,final_downstream_fraction,final_outlet_fraction,final_outlet_count,final_x_mean_over_L,final_x99_over_L,final_xmax_over_L,final_sparse_front_gap_over_L,final_mobile_tail_to_bulk_gap_over_L,median_xmax_front_speed_m_s,median_x99_front_speed_m_s,median_front_to_bulk_speed_ratio,linear_xmax_slope_L_per_s,linear_x99_slope_L_per_s,linear_front_to_bulk_slope_ratio,linear_source_fraction_slope_per_s,linear_downstream_fraction_slope_per_s,sparse_front_gap_monotonic,true_breakthrough_observed,near_outlet_sparse_front_without_breakthrough,paper_safe_statement
papers/paper2_voxel_topology_clogging/tables/paper2_908_live_evidence_summary.csv,40,20000,1990000,0.01,True,30000,0.8945,0.10550000000000004,0.1012333333333333,0.0,0,0.3460919432666666,0.4201562666666665,0.9945955555555556,0.5744392888888891,0.0740643233999999,0.0580000000000052,0.1099900000000428,0.5273206655148889,21.756877645727833,2.2819173213840704,9.534472367531464,-10.381306648824854,10.209407188700885,False,False,True,The current 908 evidence supports bulk-retention/sparse-front decoupling. It does not yet support a true outlet breakthrough or critical-clogging claim.
