job_id,case_name,step,time_s,dump_file,debris_count,expected_debris_atoms,debris_count_ok,outlet_count_x_ge_L,source_count,downstream_count,upstream_count,source_fraction,downstream_fraction,outlet_fraction,x_mean_over_L,x_q90_over_L,x_q99_over_L,x_max_over_L,dx_mean_m,dx_q99_m,dx_max_m,max_abs_velocity_m_s
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,10000,0.0001,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_10k_type2_10000.dump,15000,15000,True,0,14980,8,12,0.9986666666666667,0.0005333333333333334,0.0,0.3328102065185185,0.3858406666666667,0.3986312000000001,0.40790444444444446,1.06808666666667e-06,5.2107000000001234e-05,0.002059499999999999,36.0004
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,20000,0.0002,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg50k_type2_20000.dump,15000,15000,True,0,14975,11,14,0.9983333333333333,0.0007333333333333333,0.0,0.3328317441481482,0.38577977777777783,0.3986934666666667,0.41814222222222225,2.03728e-06,0.00010383000000000176,0.002276199999999999,35.9994
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,30000,0.00030000000000000003,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg50k_type2_30000.dump,15000,15000,True,0,14967,16,17,0.9978,0.0010666666666666667,0.0,0.3328506491851852,0.38579155555555555,0.39873111111111115,0.4302577777777778,2.888006666666662e-06,0.00014890800000000057,0.0030197999999999996,31.9141
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,40000,0.0004,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg50k_type2_40000.dump,15000,15000,True,0,14955,26,19,0.997,0.0017333333333333333,0.0,0.33287674266666667,0.38580933333333334,0.3987466888888889,0.4423622222222222,4.06221333333333e-06,0.00018029999999999785,0.003753799999999998,31.9132
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,50000,0.0005,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg50k_type2_50000.dump,15000,15000,True,0,14948,31,21,0.9965333333333334,0.0020666666666666667,0.0,0.3329083325925926,0.3858402222222223,0.3987778222222222,0.4544533333333334,5.4837600000000064e-06,0.00020930799999999925,0.003873399999999999,29.2174
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,100000,0.001,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg250k_type2_100000.dump,15000,15000,True,0,14926,51,23,0.9950666666666667,0.0034,0.0,0.3331431957037037,0.38608911111111116,0.3990290666666667,0.44704666666666665,1.6052599999999993e-05,0.000303201,0.003867500000000001,15.8956
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,150000,0.0015,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg250k_type2_150000.dump,15000,15000,True,0,14886,89,25,0.9924,0.005933333333333333,0.0,0.33350439288888895,0.3865048888888889,0.39941346666666666,0.5074266666666667,3.230647333333334e-05,0.0003346019999999975,0.0072421,12.9918
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,200000,0.002,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg250k_type2_200000.dump,15000,15000,True,0,14828,143,29,0.9885333333333334,0.009533333333333333,0.0,0.33398027062222224,0.3870182222222222,0.3998781111111111,0.5371,5.372097133333333e-05,0.0003726229999999995,0.0085774,10.164
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,250000,0.0025,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg250k_type2_250000.dump,15000,15000,True,0,14759,212,29,0.9839333333333333,0.014133333333333333,0.0,0.33455083601481483,0.3876248888888889,0.40052233333333337,0.5368266666666667,7.9396414e-05,0.00041420700000000015,0.0085651,8.55929
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,300000,0.003,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg500k_type2_300000.dump,15000,15000,True,0,14690,278,32,0.9793333333333333,0.018533333333333332,0.0,0.3352009204296296,0.3882811111111112,0.40132239999999997,0.5367177777777778,0.00010865021266666668,0.0004505380000000004,0.008560200000000002,5.09216
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,350000,0.0035,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg500k_type2_350000.dump,15000,15000,True,0,14623,344,33,0.9748666666666667,0.022933333333333333,0.0,0.33590648802962964,0.38902377777777786,0.4022244888888889,0.5367755555555556,0.00014040075466666664,0.0004981050000000014,0.0085628,5.09706
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,400000,0.004,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg500k_type2_400000.dump,15000,15000,True,0,14549,419,32,0.9699333333333333,0.027933333333333334,0.0,0.3366495966222222,0.38983133333333336,0.4031671111111111,0.5369933333333333,0.0001738406413333333,0.0005505550000000001,0.008572600000000001,5.10197
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,450000,0.0045000000000000005,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg500k_type2_450000.dump,15000,15000,True,0,14452,514,34,0.9634666666666667,0.03426666666666667,0.0,0.33741848053333334,0.3906024444444445,0.40423333333333333,0.5373755555555556,0.00020844041733333334,0.0005991250000000005,0.008832900000000001,4.96833
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,500000,0.005,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg500k_type2_500000.dump,15000,15000,True,0,14363,601,36,0.9575333333333333,0.04006666666666667,0.0,0.33820557708237037,0.39125822222222223,0.4051536,0.5638822222222223,0.00024385976204,0.0006314350000000015,0.010331,3.08049
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,600000,0.006,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg1M_type2_600000.dump,15000,15000,True,0,14190,773,37,0.946,0.051533333333333334,0.0,0.3398094110814815,0.3929697777777778,0.40712926666666677,0.6302244444444445,0.00031603229199999997,0.0007381159999999988,0.013316399999999999,3.06466
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,700000,0.007,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg1M_type2_700000.dump,15000,15000,True,0,14020,946,34,0.9346666666666666,0.06306666666666666,0.0,0.34141222928888887,0.39470688888888894,0.40952251111111115,0.6962444444444444,0.00038815911133333335,0.0008057260000000001,0.016287299999999998,3.04906
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,800000,0.008,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg1M_type2_800000.dump,15000,15000,True,0,13853,1114,33,0.9235333333333333,0.07426666666666666,0.0,0.342988874725926,0.3963522222222222,0.4120112666666667,0.7619488888888889,0.000459108156,0.0009289380000000007,0.019243999999999997,3.03368
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,900000,0.009000000000000001,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg1M_type2_900000.dump,15000,15000,True,0,13692,1280,28,0.9128,0.08533333333333333,0.0,0.34454069868148146,0.3979777777777778,0.4146427777777778,0.8130622222222221,0.000528940234,0.0011444000000000003,0.021544099999999997,2.14092
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,1000000,0.01,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg1M_type2_1000000.dump,15000,15000,True,0,13523,1451,26,0.9015333333333333,0.09673333333333334,0.0,0.34607603819703703,0.3996046666666667,0.4169889333333333,0.85254,0.0005980305121999999,0.0013295040000000009,0.023320599999999997,2.13885
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,1500000,0.015000000000000001,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg4M_type2_1500000.dump,15000,15000,True,0,12720,2261,19,0.848,0.15073333333333333,0.0,0.3535043486192593,0.40737111111111113,0.42850471111111116,0.9740355555555555,0.0009323044811999999,0.002104969000000003,0.028787899999999998,2.12897
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,2000000,0.02,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg4M_type2_2000000.dump,15000,15000,True,0,11920,3067,13,0.7946666666666666,0.20446666666666666,0.0,0.3611892651851852,0.41538577777777774,0.44356073333333335,0.9103866666666667,0.0012781257266666667,0.0033537329999999985,0.0251607,1.25868
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,2500000,0.025,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg4M_type2_2500000.dump,15000,15000,True,0,11050,3939,11,0.7366666666666667,0.2626,0.0,0.3692745668888888,0.42429488888888894,0.47311071111111136,0.9982000000000001,0.0016419643033333332,0.005132154000000002,0.0272081,0.972097
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,3000000,0.030000000000000002,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg4M_type2_3000000.dump,15000,15000,True,0,10217,4775,8,0.6811333333333334,0.31833333333333336,0.0,0.37771401348148154,0.43399311111111116,0.5148202222222223,0.9611355555555556,0.0020217394,0.007307031000000002,0.025701,1.02859
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,3500000,0.035,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg4M_type2_3500000.dump,15000,15000,True,0,9448,5545,7,0.6298666666666667,0.36966666666666664,0.0,0.386607375125926,0.4434564444444445,0.5668013555555557,0.9465133333333334,0.002421940674,0.009742182000000012,0.0275494,0.985177
906_upstream_source_continue_1M_to_4M,paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit,4000000,0.04,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n15000_seed906_explicit/explicit_seg4M_type2_4000000.dump,15000,15000,True,0,8690,6305,5,0.5793333333333334,0.42033333333333334,0.0,0.39576254108148146,0.45297400000000004,0.6254378666666668,0.9981044444444446,0.0028339231420000006,0.012454408000000005,0.029871,0.964311
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,100000,0.00055,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_100000.dump,15000,15000,True,0,14926,46,28,0.9950666666666667,0.0030666666666666668,0.0,0.5998385974533333,0.6535297777777778,0.6658067111111111,0.9622333333333334,0.0,0.0,0.0,75.8757
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,120000,0.0006500000000000001,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_120000.dump,15000,15000,True,0,14914,54,32,0.9942666666666666,0.0036,0.0,0.5998764130370371,0.6535695555555556,0.6658512,0.9716911111111111,1.7017012666666752e-06,4.950000000000093e-05,0.006728499999999998,64.5551
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,140000,0.00075,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_140000.dump,15000,15000,True,0,14898,64,38,0.9932,0.004266666666666667,0.0,0.5999188853333334,0.6536142222222222,0.6659224222222222,0.9842377777777779,3.6129546000000013e-06,9.12110000000033e-05,0.011198100000000002,36.8792
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,200000,0.00105,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_200000.dump,15000,15000,True,0,14875,84,41,0.9916666666666667,0.0056,0.0,0.6000456047259259,0.6537826666666667,0.6661511777777778,0.9936200000000001,9.315327266666662e-06,0.0001878009999999984,0.010823019,27.7798
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,360000,0.00185,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_360000.dump,15000,15000,True,0,14768,180,52,0.9845333333333334,0.012,0.0,0.600633621288889,0.6545311111111112,0.6669090000000001,0.9984822222222222,3.577607259999998e-05,0.000317006999999998,0.022647819,16.3049
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,400000,0.00205,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_400000.dump,15000,15000,True,0,14737,208,55,0.9824666666666667,0.013866666666666666,0.0,0.6008231137481482,0.6547517777777778,0.6671623111111111,0.996851111111111,4.4303233266666677e-05,0.00033692600000000166,0.021474319,16.3049
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,460000,0.00235,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_460000.dump,15000,15000,True,0,14689,252,59,0.9792666666666666,0.0168,0.0,0.6011346237718519,0.6550364444444444,0.6676022222222222,0.9935466666666668,5.8321184333333346e-05,0.0003608100000000016,0.019722819,13.4415
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,480000,0.00245,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_480000.dump,15000,15000,True,0,14672,270,58,0.9781333333333333,0.018,0.0,0.6012454654444445,0.6551406666666667,0.6677423333333333,0.9897555555555556,6.330905959999998e-05,0.0003690190000000017,0.019141319,13.4424
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,580000,0.00295,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_580000.dump,15000,15000,True,0,14599,343,58,0.9732666666666666,0.022866666666666667,0.0,0.6018449390755556,0.655768,0.6684867777777779,0.9695488888888889,9.028537300000001e-05,0.0004266179999999996,0.016197418999999998,9.75622
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,600000,0.0030499999999999998,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_600000.dump,15000,15000,True,0,14579,363,58,0.9719333333333333,0.0242,0.0,0.6019719267718519,0.6559364444444444,0.668617888888889,0.9647733333333335,9.599981933333333e-05,0.00043141800000000226,0.015492818999999998,8.94976
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,660000,0.00335,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_660000.dump,15000,15000,True,0,14532,409,59,0.9688,0.027266666666666668,0.0,0.6023681761748148,0.656424,0.6691934222222223,0.9504022222222224,0.00011383104246666667,0.00046359999999999804,0.013387019,8.91906
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,700000,0.0035499999999999998,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_700000.dump,15000,15000,True,0,14502,438,60,0.9668,0.0292,0.0,0.6026409736740741,0.6566146666666667,0.6695512666666668,0.940888888888889,0.00012610692993333332,0.00048020700000000024,0.011989719,8.89866
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,780000,0.00395,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_780000.dump,15000,15000,True,0,14438,504,58,0.9625333333333334,0.0336,0.0,0.6032043057585186,0.6571335555555556,0.6703134666666667,0.9220244444444445,0.00015145687373333333,0.0005214270000000023,0.0113674,8.85804
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,820000,0.00415,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_820000.dump,15000,15000,True,0,14409,535,56,0.9606,0.035666666666666666,0.0,0.6034976230770369,0.6575382222222222,0.6707400444444445,0.9126711111111112,0.00016465615306666669,0.000540404,0.012043600000000002,8.83783
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,880000,0.00445,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_880000.dump,15000,15000,True,0,14361,582,57,0.9574,0.0388,0.0,0.6039479032014815,0.6580400000000001,0.6712444888888889,0.8987466666666668,0.00018491875866666666,0.0005635080000000016,0.013056400000000003,8.80761
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,900000,0.00455,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_900000.dump,15000,15000,True,0,14345,599,56,0.9563333333333334,0.039933333333333335,0.0,0.6041011618954074,0.658158,0.6714889111111112,0.9025333333333333,0.00019181539989333336,0.0005590300000000012,0.013393599999999999,8.79757
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,940000,0.004750000000000001,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_940000.dump,15000,15000,True,0,14320,623,57,0.9546666666666667,0.04153333333333333,0.0,0.604410719197037,0.6584911111111111,0.6719846444444445,0.9115933333333334,0.00020574547846666667,0.0005764309999999985,0.013865899999999997,8.77753
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,960000,0.00485,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_960000.dump,15000,15000,True,0,14304,638,58,0.9536,0.04253333333333333,0.0,0.604566447408889,0.6586577777777778,0.6722156666666668,0.914548888888889,0.000212753248,0.0005824620000000016,0.014743100000000002,8.76754
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,980000,0.00495,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_980000.dump,15000,15000,True,0,14285,657,58,0.9523333333333334,0.0438,0.0,0.6047226970103704,0.6587700000000001,0.6725200888888889,0.9175088888888889,0.00021978448006666664,0.0005873119999999992,0.015619399999999999,8.75755
