job_id,case_name,step,time_s,dump_file,debris_count,expected_debris_atoms,debris_count_ok,outlet_count_x_ge_L,source_count,downstream_count,upstream_count,source_fraction,downstream_fraction,outlet_fraction,x_mean_over_L,x_q90_over_L,x_q99_over_L,x_max_over_L,dx_mean_m,dx_q99_m,dx_max_m,max_abs_velocity_m_s,time_ms,released_fraction,front_bulk_gap_over_L,job_label
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,480000,0.00245,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_480000.dump,15000,15000,True,0,14672,270,58,0.9781333333333332,0.018,0.0,0.6012454654444445,0.6551406666666667,0.6677423333333333,0.9897555555555556,6.330905959999998e-05,0.000369019,0.019141319,13.4424,2.4499999999999997,0.021866666666666812,0.3220132222222223,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,580000,0.00295,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_580000.dump,15000,15000,True,0,14599,343,58,0.9732666666666666,0.0228666666666666,0.0,0.6018449390755556,0.655768,0.6684867777777779,0.9695488888888888,9.0285373e-05,0.0004266179999999,0.0161974189999999,9.75622,2.9499999999999997,0.026733333333333387,0.3010621111111109,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,600000,0.0030499999999999,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_600000.dump,15000,15000,True,0,14579,363,58,0.9719333333333332,0.0242,0.0,0.6019719267718519,0.6559364444444444,0.668617888888889,0.9647733333333336,9.599981933333332e-05,0.000431418,0.0154928189999999,8.94976,3.0499999999999,0.028066666666666795,0.29615544444444464,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,660000,0.00335,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_660000.dump,15000,15000,True,0,14532,409,59,0.9688,0.0272666666666666,0.0,0.6023681761748148,0.656424,0.6691934222222223,0.9504022222222224,0.0001138310424666,0.0004635999999999,0.013387019,8.91906,3.35,0.031200000000000006,0.28120880000000004,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,700000,0.0035499999999999,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_700000.dump,15000,15000,True,0,14502,438,60,0.9668,0.0292,0.0,0.6026409736740741,0.6566146666666667,0.6695512666666668,0.940888888888889,0.0001261069299333,0.000480207,0.011989719,8.89866,3.5499999999999,0.03320000000000001,0.27133762222222224,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,780000,0.00395,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_780000.dump,15000,15000,True,0,14438,504,58,0.9625333333333334,0.0336,0.0,0.6032043057585186,0.6571335555555556,0.6703134666666667,0.9220244444444444,0.0001514568737333,0.000521427,0.0113674,8.85804,3.95,0.03746666666666665,0.25171097777777773,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,820000,0.00415,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_820000.dump,15000,15000,True,0,14409,535,56,0.9606,0.0356666666666666,0.0,0.6034976230770369,0.6575382222222222,0.6707400444444445,0.9126711111111112,0.0001646561530666,0.000540404,0.0120436,8.83783,4.15,0.03939999999999999,0.24193106666666675,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,880000,0.00445,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_880000.dump,15000,15000,True,0,14361,582,57,0.9574,0.0388,0.0,0.6039479032014815,0.6580400000000001,0.6712444888888889,0.8987466666666668,0.0001849187586666,0.000563508,0.0130564,8.80761,4.45,0.04259999999999997,0.22750217777777793,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,900000,0.00455,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_900000.dump,15000,15000,True,0,14345,599,56,0.9563333333333334,0.0399333333333333,0.0,0.6041011618954074,0.658158,0.6714889111111112,0.9025333333333332,0.0001918153998933,0.00055903,0.0133935999999999,8.79757,4.55,0.04366666666666663,0.231044422222222,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,940000,0.00475,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_940000.dump,15000,15000,True,0,14320,623,57,0.9546666666666668,0.0415333333333333,0.0,0.604410719197037,0.6584911111111111,0.6719846444444445,0.9115933333333334,0.0002057454784666,0.0005764309999999,0.0138658999999999,8.77753,4.75,0.045333333333333226,0.23960868888888887,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,960000,0.00485,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_960000.dump,15000,15000,True,0,14304,638,58,0.9536,0.0425333333333333,0.0,0.604566447408889,0.6586577777777778,0.6722156666666668,0.914548888888889,0.000212753248,0.000582462,0.0147431,8.76754,4.8500000000000005,0.0464,0.2423332222222222,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,980000,0.00495,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_980000.dump,15000,15000,True,0,14285,657,58,0.9523333333333334,0.0438,0.0,0.6047226970103704,0.6587700000000001,0.6725200888888889,0.9175088888888888,0.0002197844800666,0.0005873119999999,0.0156193999999999,8.75755,4.95,0.047666666666666635,0.2449887999999999,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1100000,0.00555,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1100000.dump,15000,15000,True,0,14212,733,55,0.9474666666666668,0.0488666666666666,0.0,0.6056691032474074,0.6597235555555555,0.6738178888888889,0.9280244444444444,0.0002623727607333,0.0006453089999999,0.020856,8.69797,5.55,0.05253333333333321,0.2542065555555555,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1180000,0.00595,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1180000.dump,15000,15000,True,0,14141,806,53,0.9427333333333332,0.0537333333333333,0.0,0.6063099347392593,0.6603137777777778,0.6747025777777779,0.92764,0.0002912101778666,0.000692806,0.0243272999999999,8.65853,5.95,0.0572666666666668,0.25293742222222215,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1200000,0.00605,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1200000.dump,15000,15000,True,0,14120,827,53,0.9413333333333334,0.0551333333333333,0.0,0.6064708684192593,0.6605035555555555,0.6748364222222223,0.93002,0.0002984521934666,0.0007002,0.0250992,7.34921,6.05,0.058666666666666645,0.25518357777777767,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1240000,0.00625,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1240000.dump,15000,15000,True,0,14087,860,53,0.9391333333333334,0.0573333333333333,0.0,0.606794673037037,0.6608095555555556,0.6753491555555556,0.962648888888889,0.0003130234012666,0.000717905,0.0265675,7.33345,6.25,0.060866666666666625,0.28729973333333336,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1260000,0.00635,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1260000.dump,15000,15000,True,0,14061,886,53,0.9374,0.0590666666666666,0.0,0.6069564996296297,0.660928,0.6755336000000001,0.9789377777777778,0.0003203055979333,0.000725009,0.0273005,7.32558,6.35,0.06259999999999999,0.30340417777777773,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1340000,0.00675,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1340000.dump,15000,15000,True,0,13991,956,53,0.9327333333333332,0.0637333333333333,0.0,0.6075963247896297,0.6615135555555556,0.6767514,0.9715688888888888,0.0003490977301333,0.0007545239999999,0.0269688999999999,4.38842,6.75,0.06726666666666681,0.2948174888888888,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1360000,0.00685,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1360000.dump,15000,15000,True,0,13977,972,51,0.9318,0.0648,0.0,0.6077552831125926,0.6616602222222223,0.6770069555555556,0.9690533333333332,0.0003562508546666,0.0007620999999999,0.0268556999999999,4.38744,6.8500000000000005,0.06820000000000004,0.29204637777777764,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1380000,0.00695,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1380000.dump,15000,15000,True,0,13962,987,51,0.9308,0.0658,0.0,0.6079140844562962,0.6618204444444444,0.6772137333333335,0.9665511111111112,0.0003633969151333,0.000768804,0.0267431,4.38646,6.949999999999999,0.06920000000000004,0.2893373777777778,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1420000,0.00715,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1420000.dump,15000,15000,True,0,13933,1018,49,0.9288666666666666,0.0678666666666666,0.0,0.6082314195659261,0.6621864444444445,0.6776222222222222,0.96714,0.0003776769950666,0.000789337,0.0265190999999999,3.83817,7.15,0.07113333333333338,0.28951777777777776,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1480000,0.00745,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1480000.dump,15000,15000,True,0,13883,1068,49,0.9255333333333332,0.0712,0.0,0.6087053748785185,0.6626495555555556,0.6783289555555556,0.9821355555555557,0.0003990049841333,0.000818303,0.0261865999999999,3.83005,7.45,0.07446666666666679,0.30380660000000004,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1560000,0.00785,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1560000.dump,15000,15000,True,0,13823,1128,49,0.9215333333333332,0.0752,0.0,0.6093313105644445,0.6632446666666667,0.6792786000000001,0.99754,0.00042717209,0.0008735179999999,0.0257497,3.81927,7.85,0.0784666666666668,0.3182613999999999,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1580000,0.0079499999999999,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1580000.dump,15000,15000,True,0,13803,1148,49,0.9202,0.0765333333333333,0.0,0.6094864254414815,0.6633300000000001,0.6794604000000001,0.9978355555555556,0.0004341522594666,0.000893108,0.0256416,3.81659,7.9499999999999,0.07979999999999998,0.3183751555555555,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1620000,0.00815,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1620000.dump,15000,15000,True,0,13774,1178,48,0.9182666666666668,0.0785333333333333,0.0,0.6097949626414815,0.6636453333333334,0.6799005333333334,0.9944044444444444,0.0004480364334666,0.0009379,0.0254268,3.81123,8.149999999999999,0.08173333333333321,0.314503911111111,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1700000,0.00855,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1700000.dump,15000,15000,True,0,13694,1260,46,0.9129333333333334,0.084,0.0,0.6104084790296297,0.6643362222222223,0.6809449555555556,0.9967844444444444,0.0004756446709333,0.0010306,0.0250024999999999,3.80057,8.55,0.08706666666666663,0.3158394888888888,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1740000,0.0087499999999999,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1740000.dump,15000,15000,True,0,13661,1293,46,0.9107333333333332,0.0862,0.0,0.6107127960444445,0.6646444444444444,0.6813866888888889,0.9909244444444444,0.0004893389366,0.0010785999999999,0.0247931,3.79526,8.7499999999999,0.08926666666666683,0.3095377555555555,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1780000,0.00895,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1780000.dump,15000,15000,True,0,13618,1336,46,0.9078666666666668,0.0890666666666666,0.0,0.6110160957288889,0.6650424444444445,0.6817625333333334,0.9888355555555556,0.0005029874224,0.0011177209999999,0.0245854999999999,3.78997,8.95,0.09213333333333318,0.3070730222222222,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1840000,0.00925,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1840000.dump,15000,15000,True,0,13573,1382,45,0.9048666666666668,0.0921333333333333,0.0,0.6114685808355557,0.6654935555555557,0.6824558444444445,0.9980066666666668,0.0005233492522,0.0011679119999999,0.0242775,3.78206,9.25,0.09513333333333318,0.3155508222222223,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1900000,0.00955,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1900000.dump,15000,15000,True,0,13518,1438,44,0.9012,0.0958666666666666,0.0,0.611917791848889,0.6659868888888889,0.6830093777777778,0.99216,0.0005435637478,0.001216521,0.0239735,3.77419,9.549999999999999,0.0988,0.3091506222222222,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1920000,0.0096499999999999,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1920000.dump,15000,15000,True,0,13506,1451,43,0.9004,0.0967333333333333,0.0,0.6120663958355557,0.666168,0.6831246444444444,0.9902311111111112,0.0005502509272,0.001233207,0.023873,3.77157,9.649999999999899,0.09960000000000002,0.30710646666666674,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,1940000,0.00975,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_1940000.dump,15000,15000,True,0,13490,1467,43,0.8993333333333333,0.0978,0.0,0.6122146239007408,0.6663535555555556,0.6832784000000001,0.9883111111111113,0.0005569211901333,0.001247505,0.0237729999999999,3.76896,9.75,0.10066666666666668,0.3050327111111112,"907 downstream, 15k"
907_downstream_source_dt5e9_to_10ms,paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit,2000000,0.01005,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit/paper2_local_damage_slab_x024_030_df0p1_n15000_seed907_explicit_dt5e9_type2_2000000.dump,15000,15000,True,0,13442,1514,44,0.8961333333333333,0.1009333333333333,0.0,0.6126589753051852,0.6668271111111111,0.6837535333333333,0.9826066666666669,0.0005769170033333,0.0012872029999999,0.0234756,3.76114,10.05,0.10386666666666666,0.2988531333333335,"907 downstream, 15k"
908_high_inventory_dt5e9_to_10ms,paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit,20000,0.00015,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit_dt5e9_type2_20000.dump,30000,30000,True,0,29926,43,31,0.9975333333333334,0.0014333333333333,0.0,0.3331539738333333,0.38612,0.3989955555555555,0.4725888888888889,0.0,0.0,0.0,145.292,0.15,0.002466666666666617,0.0735933333333334,"908 upstream, 30k"
908_high_inventory_dt5e9_to_10ms,paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit,40000,0.00025,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit_dt5e9_type2_40000.dump,30000,30000,True,0,29901,59,40,0.9967,0.0019666666666666,0.0,0.333172936562963,0.3861691111111112,0.3990667111111111,0.5581888888888888,8.533228333333335e-07,0.0001154999999999,0.004493095,98.8548,0.25,0.0032999999999999696,0.15912217777777776,"908 upstream, 30k"
908_high_inventory_dt5e9_to_10ms,paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit,80000,0.00045,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit_dt5e9_type2_80000.dump,30000,30000,True,0,29845,104,51,0.9948333333333332,0.0034666666666666,0.0,0.3332270958518518,0.38636,0.3991956,0.6731822222222222,3.2904908333333335e-06,0.0002433049999999,0.0090266999999999,36.4851,0.45,0.005166666666666764,0.27398662222222225,"908 upstream, 30k"
908_high_inventory_dt5e9_to_10ms,paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit,100000,0.00055,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit_dt5e9_type2_100000.dump,30000,30000,True,0,29809,133,58,0.9936333333333334,0.0044333333333333,0.0,0.3332592672585185,0.3864364444444444,0.3992956444444444,0.7263133333333334,4.738204133333336e-06,0.0002864049999999,0.0114176,36.4861,0.55,0.006366666666666632,0.327017688888889,"908 upstream, 30k"
908_high_inventory_dt5e9_to_10ms,paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit,200000,0.00105,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit_dt5e9_type2_200000.dump,30000,30000,True,0,29661,245,94,0.9887,0.0081666666666666,0.0,0.3335015371037037,0.3867380000000001,0.3997688888888889,0.9908955555555556,1.5640347166666674e-05,0.0004196119999999,0.0233238,23.732,1.05,0.011299999999999977,0.5911266666666668,"908 upstream, 30k"
908_high_inventory_dt5e9_to_10ms,paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit,240000,0.00125,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit_dt5e9_type2_240000.dump,30000,30000,True,0,29598,292,110,0.9866,0.0097333333333333,0.0,0.3336294345555556,0.3868893333333333,0.3999667333333333,0.9964155555555556,2.1395732500000005e-05,0.0004556059999999,0.0235722,20.32,1.25,0.013399999999999967,0.5964488222222223,"908 upstream, 30k"
908_high_inventory_dt5e9_to_10ms,paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit,260000,0.00135,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit_dt5e9_type2_260000.dump,30000,30000,True,0,29571,318,111,0.9857,0.0106,0.0,0.3336997800370371,0.3869788888888889,0.4000689555555555,0.9976644444444444,2.456127916666667e-05,0.0004768009999999,0.0236284,20.293,1.35,0.01429999999999998,0.5975954888888888,"908 upstream, 30k"
908_high_inventory_dt5e9_to_10ms,paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit,360000,0.00185,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit_dt5e9_type2_360000.dump,30000,30000,True,0,29402,470,128,0.9800666666666666,0.0156666666666666,0.0,0.3341179154666667,0.38748,0.4006733777777777,0.9964355555555556,4.33773735e-05,0.0005644009999999,0.029425415,16.1088,1.85,0.01993333333333336,0.595762177777778,"908 upstream, 30k"
908_high_inventory_dt5e9_to_10ms,paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit,380000,0.00195,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit_dt5e9_type2_380000.dump,30000,30000,True,0,29381,491,128,0.9793666666666668,0.0163666666666666,0.0,0.3342131906,0.3875751111111112,0.4008111777777777,0.9958444444444444,4.76647545e-05,0.0005808129999999,0.0306470149999999,16.088,1.95,0.02063333333333317,0.5950332666666667,"908 upstream, 30k"
908_high_inventory_dt5e9_to_10ms,paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit,480000,0.00245,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit_dt5e9_type2_480000.dump,30000,30000,True,0,29214,644,142,0.9738,0.0214666666666666,0.0,0.3347377446066666,0.3881788888888889,0.4015400666666666,0.9985266666666668,7.12696848e-05,0.0006508189999999,0.036625215,11.9198,2.4499999999999997,0.0262,0.5969866000000001,"908 upstream, 30k"
908_high_inventory_dt5e9_to_10ms,paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit,500000,0.0025499999999999,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit_dt5e9_type2_500000.dump,30000,30000,True,0,29182,672,146,0.9727333333333332,0.0224,0.0,0.3348504682496296,0.3883271111111111,0.4017178444444444,0.9970022222222222,7.634224873333334e-05,0.000658303,0.037816515,11.9051,2.5499999999999,0.027266666666666772,0.5952843777777779,"908 upstream, 30k"
908_high_inventory_dt5e9_to_10ms,paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit,600000,0.0030499999999999,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit_dt5e9_type2_600000.dump,30000,30000,True,0,29042,802,156,0.9680666666666666,0.0267333333333333,0.0,0.3354534317637037,0.3890048888888888,0.4025422444444444,0.9895111111111112,0.0001034756068666,0.0007062009999999,0.043750815,11.8323,3.0499999999999,0.03193333333333337,0.5869688666666668,"908 upstream, 30k"
908_high_inventory_dt5e9_to_10ms,paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit,680000,0.00345,cases/clogging_scan/paper2_localized_release/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit/paper2_local_damage_slab_x012_018_df0p1_n30000_seed908_explicit_dt5e9_type2_680000.dump,30000,30000,True,0,28918,924,158,0.9639333333333332,0.0308,0.0,0.3359678338325185,0.3895826666666667,0.4032934222222222,0.9923022222222224,0.0001266236999633,0.0007523189999999,0.042058615,6.82571,3.4499999999999997,0.0360666666666668,0.5890088000000002,"908 upstream, 30k"
