BTC,time,debris_total_number,case_label,elapsed_time
0.0,0.14337,10000,N=10000,0.0226799999999999
0.0,0.14418,10000,N=10000,0.0234899999999999
0.0,0.14499,10000,N=10000,0.0243
0.0,0.1458,10000,N=10000,0.02511
0.0,0.14661,10000,N=10000,0.0259199999999999
0.0,0.14742,10000,N=10000,0.0267299999999999
0.0,0.14823,10000,N=10000,0.0275399999999999
0.0,0.14904,10000,N=10000,0.02835
0.0,0.14985,10000,N=10000,0.02916
0.0,0.15066,10000,N=10000,0.02997
0.0,0.15147,10000,N=10000,0.0307799999999999
0.0002,0.15228,10000,N=10000,0.0315899999999999
0.0004,0.15309,10000,N=10000,0.0324
0.0006,0.1539,10000,N=10000,0.03321
0.001,0.15471,10000,N=10000,0.03402
0.0019,0.15552,10000,N=10000,0.0348299999999999
0.0029,0.15633,10000,N=10000,0.0356399999999999
0.0042,0.15714,10000,N=10000,0.0364499999999999
0.0059,0.15795,10000,N=10000,0.03726
0.0087,0.15876,10000,N=10000,0.03807
0.0114,0.15957,10000,N=10000,0.0388799999999999
0.0156,0.16038,10000,N=10000,0.0396899999999999
