case_label,debris_total_number,x_index,x_over_L,mean_pressure
N=6000,6000,159,0.8861111111111111,0.09786119736021553
N=6000,6000,160,0.8916666666666667,0.09212885669139867
N=6000,6000,161,0.8972222222222223,0.08659100282993927
N=6000,6000,162,0.9027777777777778,0.08147595541995843
N=6000,6000,163,0.9083333333333333,0.07565961021631265
N=6000,6000,164,0.9138888888888889,0.06962797566252446
N=6000,6000,165,0.9194444444444444,0.06417209851377718
N=6000,6000,166,0.925,0.05912960313563099
N=6000,6000,167,0.9305555555555556,0.05380868141831009
N=6000,6000,168,0.9361111111111111,0.04956812901547165
N=6000,6000,169,0.9416666666666667,0.04536038868060539
N=6000,6000,170,0.9472222222222222,0.04015714292288317
N=6000,6000,171,0.9527777777777777,0.035217830931776134
N=6000,6000,172,0.9583333333333334,0.031245848321898084
N=6000,6000,173,0.9638888888888889,0.02463167130619311
N=6000,6000,174,0.9694444444444444,0.01839107259404605
N=6000,6000,175,0.975,0.01458856670167658
N=6000,6000,176,0.9805555555555555,0.009901351906998354
N=6000,6000,177,0.9861111111111112,0.004460097547018528
N=6000,6000,178,0.9916666666666667,0.001941797683737417
N=6000,6000,179,0.9972222222222222,0.0
N=10000,10000,0,0.002777777777777778,1.0
N=10000,10000,1,0.008333333333333333,0.9979716858192038
N=10000,10000,2,0.013888888888888888,0.9954138087487233
N=10000,10000,3,0.019444444444444445,0.9895397544671549
N=10000,10000,4,0.025,0.9847181544900049
N=10000,10000,5,0.030555555555555555,0.9807821723262229
N=10000,10000,6,0.03611111111111111,0.9753118118255625
N=10000,10000,7,0.041666666666666664,0.9686036407377405
N=10000,10000,8,0.04722222222222222,0.9642921107421139
N=10000,10000,9,0.05277777777777778,0.958358434721845
N=10000,10000,10,0.058333333333333334,0.9521310500096977
N=10000,10000,11,0.06388888888888888,0.947715612740989
N=10000,10000,12,0.06944444444444445,0.942429393564767
N=10000,10000,13,0.075,0.9368836933025073
N=10000,10000,14,0.08055555555555556,0.9309405848003697
N=10000,10000,15,0.08611111111111111,0.924351690902821
N=10000,10000,16,0.09166666666666666,0.9191323964776393
N=10000,10000,17,0.09722222222222222,0.9125687564716999
N=10000,10000,18,0.10277777777777777,0.906820386308409
N=10000,10000,19,0.10833333333333334,0.9017258879092521
N=10000,10000,20,0.11388888888888889,0.896412193033021
N=10000,10000,21,0.11944444444444445,0.891429085447021
N=10000,10000,22,0.125,0.8862785682336191
N=10000,10000,23,0.13055555555555556,0.8815560458569844
N=10000,10000,24,0.1361111111111111,0.8764587023223499
N=10000,10000,25,0.14166666666666666,0.8708427134124477
N=10000,10000,26,0.14722222222222223,0.8654375880962502
N=10000,10000,27,0.1527777777777778,0.8596244274317595
N=10000,10000,28,0.15833333333333333,0.85393426570462
N=10000,10000,29,0.1638888888888889,0.8474638283136606
N=10000,10000,30,0.16944444444444445,0.8411946922241704
N=10000,10000,31,0.175,0.8343707453158345
N=10000,10000,32,0.18055555555555555,0.8281775404241191
N=10000,10000,33,0.18611111111111112,0.8224579320451996
N=10000,10000,34,0.19166666666666668,0.8166786454416958
N=10000,10000,35,0.19722222222222222,0.8118244782335339
N=10000,10000,36,0.20277777777777778,0.8067531301268109
N=10000,10000,37,0.20833333333333334,0.8011752975980667
N=10000,10000,38,0.21388888888888888,0.7954371952828376
N=10000,10000,39,0.21944444444444444,0.7895343667748184
N=10000,10000,40,0.225,0.7840309782886521
N=10000,10000,41,0.23055555555555557,0.7785738455167226
N=10000,10000,42,0.2361111111111111,0.7732785133323464
N=10000,10000,43,0.24166666666666667,0.7680388183716471
N=10000,10000,44,0.24722222222222223,0.7623030035959789
N=10000,10000,45,0.25277777777777777,0.7571500315196332
N=10000,10000,46,0.25833333333333336,0.7518590068041019
N=10000,10000,47,0.2638888888888889,0.7465012840223814
N=10000,10000,48,0.26944444444444443,0.7407628751962082
N=10000,10000,49,0.275,0.733807283711661
N=10000,10000,50,0.28055555555555556,0.7280969738562637
N=10000,10000,51,0.2861111111111111,0.7216419438799394
N=10000,10000,52,0.2916666666666667,0.71604394955513
N=10000,10000,53,0.2972222222222222,0.709487311681628
N=10000,10000,54,0.30277777777777776,0.7033643684292418
N=10000,10000,55,0.30833333333333335,0.6975044839719216
N=10000,10000,56,0.3138888888888889,0.6922138936362731
N=10000,10000,57,0.3194444444444444,0.6865222533851577
N=10000,10000,58,0.325,0.6800913374437765
N=10000,10000,59,0.33055555555555555,0.6730855577357117
N=10000,10000,60,0.33611111111111114,0.6684812344111299
N=10000,10000,61,0.3416666666666667,0.662653311906646
N=10000,10000,62,0.3472222222222222,0.6565050961599908
N=10000,10000,63,0.3527777777777778,0.6507666307154067
N=10000,10000,64,0.35833333333333334,0.6447093413606098
N=10000,10000,65,0.3638888888888889,0.6381335710535936
N=10000,10000,66,0.36944444444444446,0.6321587342724025
N=10000,10000,67,0.375,0.6264940203761382
N=10000,10000,68,0.38055555555555554,0.620239566850794
N=10000,10000,69,0.3861111111111111,0.6139518258756338
N=10000,10000,70,0.39166666666666666,0.6082167067235724
N=10000,10000,71,0.3972222222222222,0.6023424873730963
N=10000,10000,72,0.4027777777777778,0.5968787776463917
N=10000,10000,73,0.4083333333333333,0.5907361912211998
N=10000,10000,74,0.41388888888888886,0.5852513368985033
N=10000,10000,75,0.41944444444444445,0.5796873272136687
N=10000,10000,76,0.425,0.573716903281966
N=10000,10000,77,0.4305555555555556,0.5679595593769116
N=10000,10000,78,0.4361111111111111,0.5619955225013772
N=10000,10000,79,0.44166666666666665,0.5560321148944651
N=10000,10000,80,0.44722222222222224,0.5504222531598958
N=10000,10000,81,0.4527777777777778,0.5444966326283369
N=10000,10000,82,0.4583333333333333,0.5388877928053414
N=10000,10000,83,0.4638888888888889,0.53375206514995
N=10000,10000,84,0.46944444444444444,0.5281726771972022
N=10000,10000,85,0.475,0.5223160335256143
N=10000,10000,86,0.48055555555555557,0.5165679823857328
N=10000,10000,87,0.4861111111111111,0.5099805277900838
N=10000,10000,88,0.49166666666666664,0.5045885862086391
N=10000,10000,89,0.49722222222222223,0.49818785225258005
N=10000,10000,90,0.5027777777777778,0.4915377870551797
N=10000,10000,91,0.5083333333333333,0.4851593168632033
N=10000,10000,92,0.5138888888888888,0.4789907693134699
N=10000,10000,93,0.5194444444444445,0.47311239394448124
N=10000,10000,94,0.525,0.4672244610175321
N=10000,10000,95,0.5305555555555556,0.46150716045392837
N=10000,10000,96,0.5361111111111111,0.45585764066053036
N=10000,10000,97,0.5416666666666666,0.45050436500470753
N=10000,10000,98,0.5472222222222223,0.4456465492583272
N=10000,10000,99,0.5527777777777778,0.4406743395370908
N=10000,10000,100,0.5583333333333333,0.43470052163814693
N=10000,10000,101,0.5638888888888889,0.4290236871759622
N=10000,10000,102,0.5694444444444444,0.42365189398808095
N=10000,10000,103,0.575,0.41771015370436965
N=10000,10000,104,0.5805555555555556,0.41146511042663236
N=10000,10000,105,0.5861111111111111,0.4050570639544188
N=10000,10000,106,0.5916666666666667,0.3988104020999794
N=10000,10000,107,0.5972222222222222,0.3931926368984651
N=10000,10000,108,0.6027777777777777,0.38760047070902665
N=10000,10000,109,0.6083333333333333,0.3812851257524302
N=10000,10000,110,0.6138888888888889,0.3751860910945147
N=10000,10000,111,0.6194444444444445,0.36890495646566207
N=10000,10000,112,0.625,0.36329833168774983
N=10000,10000,113,0.6305555555555555,0.3567612065324432
N=10000,10000,114,0.6361111111111111,0.35066377793020537
N=10000,10000,115,0.6416666666666667,0.3447310971190219
N=10000,10000,116,0.6472222222222223,0.33945958738520515
N=10000,10000,117,0.6527777777777778,0.33456221448204737
N=10000,10000,118,0.6583333333333333,0.3286489531492925
N=10000,10000,119,0.6638888888888889,0.32266105725195166
N=10000,10000,120,0.6694444444444444,0.3172856298104156
N=10000,10000,121,0.675,0.31147094873371756
N=10000,10000,122,0.6805555555555556,0.3060518615324504
N=10000,10000,123,0.6861111111111111,0.29981416000265354
N=10000,10000,124,0.6916666666666667,0.2934401328284382
N=10000,10000,125,0.6972222222222222,0.28789475991920077
N=10000,10000,126,0.7027777777777777,0.2817884426428414
N=10000,10000,127,0.7083333333333334,0.2763295556393651
N=10000,10000,128,0.7138888888888889,0.27041104392400517
N=10000,10000,129,0.7194444444444444,0.2644533542419029
N=10000,10000,130,0.725,0.2585749792735931
N=10000,10000,131,0.7305555555555555,0.2532796009285406
N=10000,10000,132,0.7361111111111112,0.24733142129579735
N=10000,10000,133,0.7416666666666667,0.24179586796905725
N=10000,10000,134,0.7472222222222222,0.23597428278077917
N=10000,10000,135,0.7527777777777778,0.22955320792254896
N=10000,10000,136,0.7583333333333333,0.2237324609515449
N=10000,10000,137,0.7638888888888888,0.21821102050299176
N=10000,10000,138,0.7694444444444445,0.21273081747546863
N=10000,10000,139,0.775,0.20709107440492308
N=10000,10000,140,0.7805555555555556,0.20183575027534525
N=10000,10000,141,0.7861111111111111,0.19710759616737014
N=10000,10000,142,0.7916666666666666,0.1924109558972033
N=10000,10000,143,0.7972222222222223,0.18754564908053042
N=10000,10000,144,0.8027777777777778,0.18188210542428465
N=10000,10000,145,0.8083333333333333,0.175639282615602
N=10000,10000,146,0.8138888888888889,0.17070200697706372
N=10000,10000,147,0.8194444444444444,0.16532391992945464
N=10000,10000,148,0.825,0.15877385558706733
N=10000,10000,149,0.8305555555555556,0.15380703356960881
N=10000,10000,150,0.8361111111111111,0.14817295564317717
N=10000,10000,151,0.8416666666666667,0.14315910277065663
N=10000,10000,152,0.8472222222222222,0.13753123977180037
N=10000,10000,153,0.8527777777777777,0.13137083299144028
N=10000,10000,154,0.8583333333333333,0.12560937164643837
N=10000,10000,155,0.8638888888888889,0.12043842424051526
N=10000,10000,156,0.8694444444444445,0.11554213723519319
N=10000,10000,157,0.875,0.1097228553946219
N=10000,10000,158,0.8805555555555555,0.10375627658967529
N=10000,10000,159,0.8861111111111111,0.09786099174058317
N=10000,10000,160,0.8916666666666667,0.09212866947218232
N=10000,10000,161,0.8972222222222223,0.08659083336432982
N=10000,10000,162,0.9027777777777778,0.08147580260054643
N=10000,10000,163,0.9083333333333333,0.07565947612983658
N=10000,10000,164,0.9138888888888889,0.0696278608885026
N=10000,10000,165,0.9194444444444444,0.06417200123690811
N=10000,10000,166,0.925,0.05912952224473485
N=10000,10000,167,0.9305555555555556,0.05380861646607021
N=10000,10000,168,0.9361111111111111,0.04956807570100539
N=10000,10000,169,0.9416666666666667,0.04536034550653566
N=10000,10000,170,0.9472222222222222,0.04015711066479537
N=10000,10000,171,0.9527777777777777,0.035217807415465444
N=10000,10000,172,0.9583333333333334,0.031245830403798153
N=10000,10000,173,0.9638888888888889,0.024631660420352898
N=10000,10000,174,0.9694444444444444,0.018391066585478368
N=10000,10000,175,0.975,0.014588562471944507
N=10000,10000,176,0.9805555555555555,0.009901349133931849
N=10000,10000,177,0.9861111111111112,0.0044600963055397205
N=10000,10000,178,0.9916666666666667,0.0019417971429805969
N=10000,10000,179,0.9972222222222222,0.0
