step,time_s,x_over_L,cdf,survival
20000,0.00015000000000000001,0.2,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.202,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.20400000000000001,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.20600000000000002,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.20800000000000002,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.21,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.212,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.214,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.216,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.218,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.22,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.222,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.224,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.226,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.228,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.23,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.232,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.234,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.23600000000000002,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.23800000000000002,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.24,6.666666666666667e-05,0.9999333333333333
20000,0.00015000000000000001,0.242,0.00013333333333333334,0.9998666666666667
20000,0.00015000000000000001,0.244,0.00013333333333333334,0.9998666666666667
20000,0.00015000000000000001,0.246,0.00013333333333333334,0.9998666666666667
20000,0.00015000000000000001,0.248,0.00013333333333333334,0.9998666666666667
20000,0.00015000000000000001,0.25,0.00013333333333333334,0.9998666666666667
20000,0.00015000000000000001,0.252,0.00013333333333333334,0.9998666666666667
20000,0.00015000000000000001,0.254,0.00016666666666666666,0.9998333333333334
20000,0.00015000000000000001,0.256,0.00016666666666666666,0.9998333333333334
20000,0.00015000000000000001,0.258,0.00016666666666666666,0.9998333333333334
20000,0.00015000000000000001,0.26,0.0002666666666666667,0.9997333333333334
20000,0.00015000000000000001,0.262,0.0003333333333333333,0.9996666666666667
20000,0.00015000000000000001,0.264,0.0005,0.9995
20000,0.00015000000000000001,0.266,0.0007333333333333333,0.9992666666666666
20000,0.00015000000000000001,0.268,0.011,0.989
20000,0.00015000000000000001,0.27,0.0251,0.9749
20000,0.00015000000000000001,0.272,0.03963333333333333,0.9603666666666667
20000,0.00015000000000000001,0.274,0.05623333333333334,0.9437666666666666
20000,0.00015000000000000001,0.276,0.07063333333333334,0.9293666666666667
20000,0.00015000000000000001,0.278,0.0853,0.9147
20000,0.00015000000000000001,0.28,0.10043333333333333,0.8995666666666666
20000,0.00015000000000000001,0.28200000000000003,0.11546666666666666,0.8845333333333334
20000,0.00015000000000000001,0.28400000000000003,0.13193333333333335,0.8680666666666667
20000,0.00015000000000000001,0.28600000000000003,0.14623333333333333,0.8537666666666667
20000,0.00015000000000000001,0.28800000000000003,0.16116666666666668,0.8388333333333333
20000,0.00015000000000000001,0.29,0.17586666666666667,0.8241333333333334
20000,0.00015000000000000001,0.292,0.1923,0.8077
20000,0.00015000000000000001,0.294,0.20663333333333334,0.7933666666666667
20000,0.00015000000000000001,0.296,0.22213333333333332,0.7778666666666667
20000,0.00015000000000000001,0.298,0.23543333333333333,0.7645666666666666
20000,0.00015000000000000001,0.3,0.2506333333333333,0.7493666666666667
20000,0.00015000000000000001,0.302,0.2655,0.7344999999999999
20000,0.00015000000000000001,0.304,0.28026666666666666,0.7197333333333333
20000,0.00015000000000000001,0.306,0.2955,0.7045
20000,0.00015000000000000001,0.308,0.3097,0.6903
20000,0.00015000000000000001,0.31,0.3239,0.6760999999999999
20000,0.00015000000000000001,0.312,0.33953333333333335,0.6604666666666666
20000,0.00015000000000000001,0.314,0.35383333333333333,0.6461666666666667
20000,0.00015000000000000001,0.316,0.3697,0.6303000000000001
20000,0.00015000000000000001,0.318,0.38493333333333335,0.6150666666666667
20000,0.00015000000000000001,0.32,0.4002,0.5998
20000,0.00015000000000000001,0.322,0.41633333333333333,0.5836666666666667
20000,0.00015000000000000001,0.324,0.4313666666666667,0.5686333333333333
20000,0.00015000000000000001,0.326,0.4466,0.5534
