job_id,step,time_s,source_fraction,downstream_fraction,outlet_fraction,x_mean_over_L,x_q99_over_L,x_max_over_L,max_abs_velocity_m_s
907_downstream_source_dt5e9_to_10ms,680000,0.00345,0.9679333333333332,0.0280666666666666,0.0,0.6025041341644445,0.669406711111111,0.9456377777777778,8.90885
907_downstream_source_dt5e9_to_10ms,700000,0.0035499999999999,0.9668,0.0292,0.0,0.6026409736740741,0.6695512666666668,0.940888888888889,8.89866
907_downstream_source_dt5e9_to_10ms,720000,0.00365,0.966,0.0301333333333333,0.0,0.6027790564296296,0.6697312444444444,0.9361511111111112,8.88848
907_downstream_source_dt5e9_to_10ms,740000,0.00375,0.9647333333333332,0.0314,0.0,0.6029186814325926,0.6699001333333333,0.931428888888889,8.87832
907_downstream_source_dt5e9_to_10ms,760000,0.00385,0.9634666666666668,0.0326,0.0,0.6030603475007407,0.6701156222222222,0.92672,8.86818
907_downstream_source_dt5e9_to_10ms,780000,0.00395,0.9625333333333334,0.0336,0.0,0.6032043057585186,0.6703134666666667,0.9220244444444444,8.85804
907_downstream_source_dt5e9_to_10ms,800000,0.00405,0.962,0.0342666666666666,0.0,0.6033498438094815,0.6705267555555556,0.91734,8.84793
907_downstream_source_dt5e9_to_10ms,820000,0.00415,0.9606,0.0356666666666666,0.0,0.6034976230770369,0.6707400444444445,0.9126711111111112,8.83783
907_downstream_source_dt5e9_to_10ms,840000,0.00425,0.9593333333333334,0.0368666666666666,0.0,0.6036465398103704,0.6709044888888889,0.908017777777778,8.82774
907_downstream_source_dt5e9_to_10ms,860000,0.00435,0.9582666666666668,0.0379333333333333,0.0,0.60379625632,0.6710511111111112,0.9033755555555556,8.81767
907_downstream_source_dt5e9_to_10ms,880000,0.00445,0.9574,0.0388,0.0,0.6039479032014815,0.6712444888888889,0.8987466666666668,8.80761
907_downstream_source_dt5e9_to_10ms,900000,0.00455,0.9563333333333334,0.0399333333333333,0.0,0.6041011618954074,0.6714889111111112,0.9025333333333332,8.79757
907_downstream_source_dt5e9_to_10ms,920000,0.00465,0.9555333333333332,0.0406666666666666,0.0,0.6042556267200001,0.6716890666666666,0.9086377777777778,8.78754
907_downstream_source_dt5e9_to_10ms,940000,0.00475,0.9546666666666668,0.0415333333333333,0.0,0.604410719197037,0.6719846444444445,0.9115933333333334,8.77753
907_downstream_source_dt5e9_to_10ms,960000,0.00485,0.9536,0.0425333333333333,0.0,0.604566447408889,0.6722156666666668,0.914548888888889,8.76754
907_downstream_source_dt5e9_to_10ms,980000,0.00495,0.9523333333333334,0.0438,0.0,0.6047226970103704,0.6725200888888889,0.9175088888888888,8.75755
907_downstream_source_dt5e9_to_10ms,1000000,0.00505,0.9517333333333332,0.0445333333333333,0.0,0.60487935372,0.6727491333333334,0.920468888888889,8.74758
907_downstream_source_dt5e9_to_10ms,1020000,0.00515,0.9508,0.0455333333333333,0.0,0.6050363671644444,0.6729979111111112,0.9234333333333334,8.73763
907_downstream_source_dt5e9_to_10ms,1040000,0.00525,0.9502,0.0460666666666666,0.0,0.6051937084592593,0.6732622888888888,0.9263977777777778,8.72769
907_downstream_source_dt5e9_to_10ms,1060000,0.00535,0.9494666666666668,0.0468666666666666,0.0,0.605351486885926,0.6734559111111111,0.9282555555555556,8.71777
907_downstream_source_dt5e9_to_10ms,1080000,0.00545,0.9483333333333334,0.048,0.0,0.6055096196148149,0.6736422444444445,0.9281377777777778,8.70786
907_downstream_source_dt5e9_to_10ms,1100000,0.00555,0.9474666666666668,0.0488666666666666,0.0,0.6056691032474074,0.6738178888888889,0.9280244444444444,8.69797
907_downstream_source_dt5e9_to_10ms,1120000,0.00565,0.9460666666666666,0.0502666666666666,0.0,0.605828991482963,0.6740089777777778,0.9279177777777778,8.68809
907_downstream_source_dt5e9_to_10ms,1140000,0.00575,0.9452666666666668,0.0512,0.0,0.6059889953837038,0.6742511333333334,0.92782,8.67822
907_downstream_source_dt5e9_to_10ms,1160000,0.00585,0.9442,0.0522666666666666,0.0,0.6061492412340741,0.6745267555555556,0.9277266666666668,8.66837
907_downstream_source_dt5e9_to_10ms,1180000,0.00595,0.9427333333333332,0.0537333333333333,0.0,0.6063099347392593,0.6747025777777779,0.92764,8.65853
907_downstream_source_dt5e9_to_10ms,1200000,0.00605,0.9413333333333334,0.0551333333333333,0.0,0.6064708684192593,0.6748364222222223,0.93002,7.34921
907_downstream_source_dt5e9_to_10ms,1220000,0.00615,0.9399333333333332,0.0565333333333333,0.0,0.6066327937481482,0.6751134222222223,0.9463444444444444,7.34132
907_downstream_source_dt5e9_to_10ms,1240000,0.00625,0.9391333333333334,0.0573333333333333,0.0,0.606794673037037,0.6753491555555556,0.962648888888889,7.33345
907_downstream_source_dt5e9_to_10ms,1260000,0.00635,0.9374,0.0590666666666666,0.0,0.6069564996296297,0.6755336000000001,0.9789377777777778,7.32558
907_downstream_source_dt5e9_to_10ms,1280000,0.00645,0.9360666666666668,0.0604,0.0,0.6071173475259259,0.6759200444444444,0.9791733333333332,4.39136
907_downstream_source_dt5e9_to_10ms,1300000,0.00655,0.935,0.0614666666666666,0.0,0.6072774891111111,0.6762000222222223,0.9766266666666666,4.39038
907_downstream_source_dt5e9_to_10ms,1320000,0.00665,0.9339333333333332,0.0625333333333333,0.0,0.6074371574859259,0.6764424222222222,0.9740933333333331,4.3894
907_downstream_source_dt5e9_to_10ms,1340000,0.00675,0.9327333333333332,0.0637333333333333,0.0,0.6075963247896297,0.6767514,0.9715688888888888,4.38842
907_downstream_source_dt5e9_to_10ms,1360000,0.00685,0.9318,0.0648,0.0,0.6077552831125926,0.6770069555555556,0.9690533333333332,4.38744
907_downstream_source_dt5e9_to_10ms,1380000,0.00695,0.9308,0.0658,0.0,0.6079140844562962,0.6772137333333335,0.9665511111111112,4.38646
907_downstream_source_dt5e9_to_10ms,1400000,0.00705,0.9294666666666668,0.0672666666666666,0.0,0.6080725061111111,0.6774378222222223,0.9640577777777778,3.84088
907_downstream_source_dt5e9_to_10ms,1420000,0.00715,0.9288666666666666,0.0678666666666666,0.0,0.6082314195659261,0.6776222222222222,0.96714,3.83817
907_downstream_source_dt5e9_to_10ms,1440000,0.00725,0.9278,0.0689333333333333,0.0,0.6083898742681482,0.6778578888888889,0.97214,3.83546
907_downstream_source_dt5e9_to_10ms,1460000,0.00735,0.9263333333333332,0.0704,0.0,0.6085477997244444,0.6780982444444444,0.977137777777778,3.83275
907_downstream_source_dt5e9_to_10ms,1480000,0.00745,0.9255333333333332,0.0712,0.0,0.6087053748785185,0.6783289555555556,0.9821355555555557,3.83005
907_downstream_source_dt5e9_to_10ms,1500000,0.00755,0.9247333333333332,0.072,0.0,0.6088627239674074,0.678664511111111,0.9871155555555556,3.82735
907_downstream_source_dt5e9_to_10ms,1520000,0.00765,0.9236,0.0731333333333333,0.0,0.6090197054340741,0.6788142222222222,0.9905888888888889,3.82465
907_downstream_source_dt5e9_to_10ms,1540000,0.00775,0.9224,0.0743333333333333,0.0,0.6091756840302223,0.6790633555555556,0.9940644444444444,3.82196
907_downstream_source_dt5e9_to_10ms,1560000,0.00785,0.9215333333333332,0.0752,0.0,0.6093313105644445,0.6792786000000001,0.99754,3.81927
907_downstream_source_dt5e9_to_10ms,1580000,0.0079499999999999,0.9202,0.0765333333333333,0.0,0.6094864254414815,0.6794604000000001,0.9978355555555556,3.81659
907_downstream_source_dt5e9_to_10ms,1600000,0.00805,0.9196,0.0772,0.0,0.6096410069081482,0.6796444888888888,0.9961155555555556,3.81391
907_downstream_source_dt5e9_to_10ms,1620000,0.00815,0.9182666666666668,0.0785333333333333,0.0,0.6097949626414815,0.6799005333333334,0.9944044444444444,3.81123
907_downstream_source_dt5e9_to_10ms,1640000,0.00825,0.9168666666666668,0.0799333333333333,0.0,0.6099488833392593,0.6801824444444444,0.9927,3.80856
907_downstream_source_dt5e9_to_10ms,1660000,0.00835,0.9154,0.0814,0.0,0.6101026517511111,0.6804336666666667,0.9912511111111112,3.80589
907_downstream_source_dt5e9_to_10ms,1680000,0.00845,0.9141333333333334,0.0828,0.0,0.6102559974355557,0.6807534222222222,0.9972044444444446,3.80323
907_downstream_source_dt5e9_to_10ms,1700000,0.00855,0.9129333333333334,0.084,0.0,0.6104084790296297,0.6809449555555556,0.9967844444444444,3.80057
907_downstream_source_dt5e9_to_10ms,1720000,0.00865,0.9119333333333334,0.085,0.0,0.6105608061125926,0.6811315777777778,0.9938488888888888,3.79791
907_downstream_source_dt5e9_to_10ms,1740000,0.0087499999999999,0.9107333333333332,0.0862,0.0,0.6107127960444445,0.6813866888888889,0.9909244444444444,3.79526
907_downstream_source_dt5e9_to_10ms,1760000,0.00885,0.909,0.0879333333333333,0.0,0.6108645118162963,0.6816183111111112,0.9880088888888888,3.79261
907_downstream_source_dt5e9_to_10ms,1780000,0.00895,0.9078666666666668,0.0890666666666666,0.0,0.6110160957288889,0.6817625333333334,0.9888355555555556,3.78997
907_downstream_source_dt5e9_to_10ms,1800000,0.0090499999999999,0.9068666666666668,0.0900666666666666,0.0,0.6111670643777778,0.6819253555555556,0.99278,3.78733
907_downstream_source_dt5e9_to_10ms,1820000,0.00915,0.9060666666666668,0.0909333333333333,0.0,0.6113179204844446,0.6822378666666667,0.9967266666666668,3.78469
907_downstream_source_dt5e9_to_10ms,1840000,0.00925,0.9048666666666668,0.0921333333333333,0.0,0.6114685808355557,0.6824558444444445,0.9980066666666668,3.78206
907_downstream_source_dt5e9_to_10ms,1860000,0.0093499999999999,0.9039333333333334,0.0931333333333333,0.0,0.611618292762963,0.6826511333333334,0.9960488888888888,3.77943
907_downstream_source_dt5e9_to_10ms,1880000,0.00945,0.9027333333333334,0.0943333333333333,0.0,0.6117682827555555,0.6828444666666666,0.9941,3.77681
907_downstream_source_dt5e9_to_10ms,1900000,0.00955,0.9012,0.0958666666666666,0.0,0.611917791848889,0.6830093777777778,0.99216,3.77419
907_downstream_source_dt5e9_to_10ms,1920000,0.0096499999999999,0.9004,0.0967333333333333,0.0,0.6120663958355557,0.6831246444444444,0.9902311111111112,3.77157
907_downstream_source_dt5e9_to_10ms,1940000,0.00975,0.8993333333333333,0.0978,0.0,0.6122146239007408,0.6832784000000001,0.9883111111111113,3.76896
907_downstream_source_dt5e9_to_10ms,1960000,0.00985,0.8984,0.0987333333333333,0.0,0.6123625907081481,0.6834867111111111,0.9864,3.76635
907_downstream_source_dt5e9_to_10ms,1980000,0.0099499999999999,0.8969333333333334,0.1001333333333333,0.0,0.6125107672651852,0.683629,0.9844977777777778,3.76374
907_downstream_source_dt5e9_to_10ms,1990000,0.01,0.8965333333333333,0.1005333333333333,0.0,0.6125849355599999,0.6837000444444444,0.9835511111111112,3.76244
907_downstream_source_dt5e9_to_10ms,2000000,0.01005,0.8961333333333333,0.1009333333333333,0.0,0.6126589753051852,0.6837535333333333,0.9826066666666669,3.76114
