family,n_frames,first_BTC_time_s,final_BTC,final_tail_bulk_gap_over_L,max_front_to_blockage_gap_over_L,max_peak_blockage_ratio,mechanism,first_xmax_0p9_time_s,final_xmax_over_L,final_x_p99_over_L,final_fraction_x_gt_0p95,max_rare_tail_ratio,job_id,final_source_fraction,final_downstream_fraction,final_outlet_fraction,final_front_bulk_gap_over_L,max_front_bulk_gap_over_L,max_released_fraction
representative_time_resolved,50,0.0315899999999999,0.0183333333333333,0.3573612244444446,0.376229690591953,5.2253180789355115e-05,leading-tail breakthrough grows while the blockage centroid remains far upstream,,,,,,,,,,,,
high_inventory_908_sparse_front,46,,,0.5744392888888891,,,a tiny rare-front population approaches the outlet while the 99th percentile remains near the source,0.00105,0.9945955555555556,0.4201562666666665,6.666666666666667e-05,0.0043290043290032465,,,,,,,
localized_release,35,,,,,,localized source retention dominates over downstream leakage,,,,,,906_upstream_source_continue_1M_to_4M,0.5793333333333334,0.4203333333333333,0.0,0.3726665777777778,0.5455308444444446,0.42066666666666663
localized_release,40,,,,,,localized source retention dominates over downstream leakage,,,,,,907_downstream_source_dt5e9_to_10ms,0.8961333333333333,0.1009333333333333,0.0,0.2988531333333335,0.3315732222222221,0.10386666666666666
localized_release,40,,,,,,localized source retention dominates over downstream leakage,,,,,,908_high_inventory_dt5e9_to_10ms,0.8945,0.1012333333333333,0.0,0.5744392888888891,0.5975954888888888,0.10550000000000004
