input_quantiles,input_live,frame_count,final_step,matched_live_step,final_time_s,particle_count,bulk_position_p50_over_L,bulk_position_p90_over_L,bulk_position_p99_over_L,rare_tail_position_p999_over_L,front_position_xmax_over_L,front_minus_bulk_p99_over_L,front_minus_tail_p999_over_L,tail_p999_minus_bulk_p99_over_L,fraction_beyond_0p80,fraction_beyond_0p95,fraction_crossing_outlet,count_beyond_0p80,count_beyond_0p95,count_crossing_outlet,source_retention_fraction,downstream_fraction,outlet_fraction_live,outlet_count_live,rare_front_without_breakthrough,bulk_tail_decoupled,claim_boundary
papers/paper2_voxel_topology_clogging/tables/paper2_908_spatial_quantiles.csv,papers/paper2_voxel_topology_clogging/tables/paper2_908_live_evidence_summary.csv,99,1980000,1990000,0.00995,30000,0.3454233333333333,0.4001248888888889,0.4201356666666666,0.6426708822222231,0.99468,0.5745443333333334,0.3520091177777769,0.22253521555555655,0.0004666666666666,6.666666666666667e-05,0.0,14,2,0,0.8945,0.1012333333333333,0.0,0,True,True,These indicators quantify population splitting between the retained bulk and rare leading front. They do not by themselves establish a completed breakthrough curve or a critical clogging transition.
