comparison,reference_case,modified_case,mean_dx_dp_difference,mean_dx_dp_relative_change,mean_dz_dp_difference,mean_dz_dp_relative_change,fpt_5dp_reached_fraction_difference,fpt_5dp_reached_fraction_relative_change,fpt_5dp_p50_s_difference,fpt_5dp_p50_s_relative_change,late_origin_local_alpha_p50_difference,late_origin_local_alpha_p50_relative_change,centered_msd_exponent_difference,centered_msd_exponent_relative_change,non_gaussian_parameter_20ms_difference,non_gaussian_parameter_20ms_relative_change,velocity_positive_integral_time_s_difference,velocity_positive_integral_time_s_relative_change,ever_contacted_fraction_difference,ever_contacted_fraction_relative_change,mean_sampled_contact_fraction_difference,mean_sampled_contact_fraction_relative_change,p90_particle_maximum_contact_force_N_difference,p90_particle_maximum_contact_force_N_relative_change,p90_particle_maximum_contact_force_over_debris_weight_difference,p90_particle_maximum_contact_force_over_debris_weight_relative_change,mean_drag_impulse_x_N_s_difference,mean_drag_impulse_x_N_s_relative_change,mean_total_fluid_impulse_x_N_s_difference,mean_total_fluid_impulse_x_N_s_relative_change,mean_total_fluid_impulse_z_N_s_difference,mean_total_fluid_impulse_z_N_s_relative_change,mean_gravity_impulse_z_N_s_difference,mean_gravity_impulse_z_N_s_relative_change,mean_mechanical_contact_impulse_x_N_s_difference,mean_mechanical_contact_impulse_x_N_s_relative_change,mean_mechanical_contact_impulse_z_N_s_difference,mean_mechanical_contact_impulse_z_N_s_relative_change,mean_time_averaged_total_fluid_force_x_N_difference,mean_time_averaged_total_fluid_force_x_N_relative_change,mean_time_averaged_mechanical_contact_force_x_N_difference,mean_time_averaged_mechanical_contact_force_x_N_relative_change,mean_time_averaged_total_fluid_force_z_N_difference,mean_time_averaged_total_fluid_force_z_N_relative_change,mean_time_averaged_gravity_force_z_N_difference,mean_time_averaged_gravity_force_z_N_relative_change,mean_time_averaged_mechanical_contact_force_z_N_difference,mean_time_averaged_mechanical_contact_force_z_N_relative_change,mean_drag_work_x_J_difference,mean_drag_work_x_J_relative_change,mean_explicit_fluid_work_J_difference,mean_explicit_fluid_work_J_relative_change,mean_total_fluid_work_J_difference,mean_total_fluid_work_J_relative_change,mean_gravity_work_J_difference,mean_gravity_work_J_relative_change,mean_wall_contact_sample_fraction_difference,mean_wall_contact_sample_fraction_relative_change,mean_bottom_wall_contact_sample_fraction_difference,mean_bottom_wall_contact_sample_fraction_relative_change,mean_mechanical_contact_net_work_J_difference,mean_mechanical_contact_net_work_J_relative_change
local_cfd_initial_velocity_minus_zero,paper3_rr_posteq_ug010_df010_s20260713_zero_300ms_20260716,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,-0.047675462875520935,-0.002747894987004309,0.04371268973205655,0.018981149367360686,0.020000000000000018,0.025974025974025997,-0.005542697551782612,-0.08303443158634934,-0.022560562628076708,-0.012341631046943548,-0.017570139827593367,-0.009911919117594797,-0.0263752721421332,-0.10041265766373735,-0.0024206024590005537,-0.050816824334824734,-0.010000000000000009,-0.010000000000000009,-0.006337887370876372,-0.013316623374804831,6.719944193363524e-06,0.03502273446659662,547.3941298097234,0.03502273446659659,-2.581067735090436e-10,-0.015544595578996886,-2.581067735090436e-10,-0.015544595578996886,-5.5144157610695005e-11,-0.051558507693522056,0.0,0.0,6.3724746382302975e-12,0.0003849109447493492,5.495514472576995e-11,0.021086263647392415,-8.603559116968253e-10,-0.015544595578997124,2.1241582127434325e-11,0.00038491094474934925,-1.838138587023164e-10,-0.051558507693521986,0.0,0.0,1.831838157525676e-10,0.021086263647392547,-2.828925709344617e-11,-0.04277759831272651,3.8336279280835377e-17,0.0197593015153086,-3.2174784371285523e-11,-0.0675503860880784,-5.366276683371617e-13,-0.01898114936736114,0.004431856047984045,0.023898941618299977,0.00397867377540817,0.028348251382986106,1.2863292858378927e-12,0.002566116824219443
zero_gravity_minus_normal_gravity,paper3_rr_posteq_ug010_df010_s20260713_zero_300ms_20260716,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,-0.8772549706058825,-0.050562792486074565,2.1492317271375665,0.9332504745859174,0.08999999999999997,0.11688311688311684,0.006507609013813864,0.09748964478035634,-0.005953305697378175,-0.003256722965555404,0.018850815027222634,0.010634391967509139,0.03814215815506228,0.14521008347292957,0.004081514010971371,0.08568510692222288,-0.020000000000000018,-0.020000000000000018,-0.03746751082972344,-0.07872350853118067,-4.647470175388055e-06,-0.024221497859281106,-378.5742588436369,-0.024221497859281182,-2.9821006709466976e-09,-0.17959834325733984,-2.9821006709466976e-09,-0.17959834325733984,-1.246731058783872e-09,-1.1656646083862632,3.6828733598400483e-09,1.0,2.9965664505838806e-09,0.18099895079672843,-2.4268515279711813e-09,-0.9311818103152215,-9.940335569822336e-09,-0.17959834325734003,9.988554835279592e-09,0.1809989507967283,-4.15577019594624e-09,-1.1656646083862632,1.227624453280016e-08,1.0,-8.08950509323727e-09,-0.9311818103152216,-1.0735762790297154e-10,-0.16234083019820375,1.8109273436990162e-15,0.9333889484771623,-6.510241907757165e-11,-0.13668136803063022,-2.8271610846702193e-11,-1.0,-0.07261246251249581,-0.39156529083035335,-0.1029856714428524,-0.7337781048932787,9.416139081711114e-11,0.1878439151063081
