ix,iy,iz,resolved_x_center_m,unresolved_x_center_m,y_center_m,z_center_m,resolved_fluid_volume_m3,resolved_epsilon,unresolved_epsilon_raw,unresolved_epsilon_drag_used,resolved_ux_m_per_s,resolved_uy_m_per_s,resolved_uz_m_per_s,resolved_mean_umag_m_per_s,resolved_ux_std_within_bin_m_per_s,unresolved_ux_m_per_s,unresolved_uy_m_per_s,unresolved_uz_m_per_s,resolved_qx_m_per_s,unresolved_qx_m_per_s,resolved_p_m2_per_s2,unresolved_p_m2_per_s2
0,0,0,0.0034999999999999996,0.026250000000000002,0.00125,0.0013,7.1587498128677385e-09,0.4405384500226301,0.43668,0.43668,0.27825004249113205,0.0016127362170156832,0.015111752359753039,0.3420600708666394,0.23933652829109672,0.358859,0.0118712,0.00128698,0.12257984243777428,0.15670654,109.32828475167636,143.544
0,0,1,0.0034999999999999996,0.026250000000000002,0.00125,0.0039,6.533499673018205e-09,0.4020615183395818,0.402236,0.402236,0.27949410134032654,0.001701108397103322,0.010138545922800833,0.3507894763748561,0.23347021610212776,0.250762,0.012121,0.018489,0.11237382275184864,0.1008655,107.36955971332146,143.39
0,0,2,0.0034999999999999996,0.026250000000000002,0.00125,0.0065,6.38337419003058e-09,0.39282302707880495,0.386681,0.4,0.2633266977280152,-0.01840388873458955,0.05547661636763216,0.33873819272470823,0.2263388296147051,0.23032,-0.00217946,0.0153581,0.1034407905121844,0.089060366,101.43433068330187,140.347
0,0,3,0.0034999999999999996,0.026250000000000002,0.00125,0.0091,6.026375718760639e-09,0.3708538903852701,0.353349,0.4,0.19233541164435497,-0.012924404175942424,0.05076999899296231,0.2513148117988312,0.17702509041073633,0.219398,0.0033391,0.00947386,0.07132833566716142,0.077524066,92.49017952597333,140.353
0,0,4,0.0034999999999999996,0.026250000000000002,0.00125,0.011699999999999999,7.712250639505789e-09,0.4746000393542024,0.483346,0.483346,0.36086646885828016,0.005066194581705418,0.0427565002908038,0.43531535090611756,0.3944008199700741,0.545462,-0.00191832,0.0235031,0.17126724032175183,0.26364687,82.45602206436435,138.301
0,1,0,0.0034999999999999996,0.026250000000000002,0.00375,0.0013,6.265124716594227e-09,0.3855461364057986,0.366682,0.4,0.23694492158770145,0.01311621119714961,-0.0042469843165446755,0.2973313372774037,0.22006390918923208,0.215648,0.00407178,0.00392292,0.0913531990591132,0.079074234,109.86536763151024,142.171
0,1,1,0.0034999999999999996,0.026250000000000002,0.00375,0.0039,6.015374823743751e-09,0.3701769122303847,0.346682,0.4,0.23186382902906988,-0.0017108000015498086,0.017142000466717978,0.2952965982355267,0.2110346212393607,0.0905999,0.00415204,0.00284684,0.08583063628789492,0.031409357,107.6023832983718,141.369
0,1,2,0.0034999999999999996,0.026250000000000002,0.00375,0.0065,5.756624386258945e-09,0.35425380838516585,0.402236,0.402236,0.214450349838487,0.008323104121543122,0.0364076525564729,0.2780943798981657,0.18301848217600425,0.188961,-0.00361807,0.00732934,0.07596985313981515,0.07600692,102.45571549854604,140.765
0,1,3,0.0034999999999999996,0.026250000000000002,0.00375,0.0091,5.9936255376172844e-09,0.3688384946226021,0.378904,0.4,0.22255577861551126,-0.0007265367784950131,0.06551874280926982,0.29171572640915494,0.20384187740015278,0.139169,0.00212253,0.00674309,0.08208713835410628,0.05273169,94.36591078749069,139.653
0,1,4,0.0034999999999999996,0.026250000000000002,0.00375,0.011699999999999999,7.060251827783625e-09,0.43447703555591544,0.431125,0.431125,0.33316826069566113,-0.030146722765484257,0.05359114014172545,0.39905141968261926,0.3351877978798272,0.31506,-0.000186453,0.00768442,0.14475395824837126,0.13583024,82.6614875860473,138.463
0,2,0,0.0034999999999999996,0.026250000000000002,0.00625,0.0013,6.785374788125982e-09,0.41756152542313746,0.438902,0.438902,0.28195635504524125,0.010633197310054682,-0.024666239496438504,0.35681559086139475,0.23000544660806183,0.306061,0.0110489,0.00947711,0.11773412571543868,0.13433078,106.43715799205364,142.747
0,2,1,0.0034999999999999996,0.026250000000000002,0.00625,0.0039,5.830749811769618e-09,0.3588153730319766,0.442235,0.442235,0.22595896377933,-0.0009136797765850814,0.02257424972724807,0.29232665208873343,0.20473939137325448,0.203084,4.29594e-05,0.00747268,0.08107754987839919,0.089810856,105.30982464506208,141.414
0,2,2,0.0034999999999999996,0.026250000000000002,0.00625,0.0065,5.710874312655585e-09,0.35143841924034375,0.357793,0.4,0.22021978555763053,-0.008303743349113766,0.043074026977337546,0.2811008926703162,0.20413969962142356,0.162324,-0.00238609,0.00635216,0.07739369332182115,0.05807839,100.92858037856669,141.163
0,2,3,0.0034999999999999996,0.026250000000000002,0.00625,0.0091,5.83574966288814e-09,0.35912305617773177,0.357793,0.4,0.1958104637694492,0.001473970297859895,0.059518242667125736,0.25868604162374065,0.17264958796692928,0.15152,-0.00107249,0.00917719,0.07032005218046361,0.054212794,91.89089450811895,139.655
