particle_id,probe_index,dem_timestep,time_s,processor,x_m,y_m,z_m,voidfraction_raw,voidfraction_used,voidfraction_clipped,slip_speed_stratum,ever_contacted,sampled_contact_fraction,early_sampled_contact_fraction,unresolved_u_x,unresolved_u_y,unresolved_u_z,logged_carrier_u_x,logged_carrier_u_y,logged_carrier_u_z,resolved_u_x,resolved_u_y,resolved_u_z,particle_u_x,particle_u_y,particle_u_z,logged_urel_x,logged_urel_y,logged_urel_z,resolved_replacement_slip_x,resolved_replacement_slip_y,resolved_replacement_slip_z,logged_drag_x,logged_drag_y,logged_drag_z,replacement_drag_x,replacement_drag_y,replacement_drag_z
10001,10000,131550000,0.0131,4,0.00258004620847,0.00436287077656,0.00918342054389,0.419801611599,0.419801611599,False,high,True,0.505831389536821,0.46853146853146854,0.15812771022319794,-0.0031990613788366318,-0.0010370338568463922,0.12245988792061473,-0.003219557298750446,-0.0017158968026520886,0.06237748637795448,0.029094671830534935,0.10684220492839813,0.015617496642614718,-0.044405436714950446,0.02771035290954791,0.106842391278,0.0411858794162,-0.0294262497122,0.04675998973533976,0.07350010854548539,0.07913185201885023,3.24969310247e-08,1.25270004403e-08,-8.95021906355e-09,1.4222408755260618e-08,2.2355620546680206e-08,2.4068558426613726e-08
10001,10000,145700000,0.0414,4,0.0049121384344,0.0038304337431,0.00928880799379,0.402887433103,0.402887433103,False,high,True,0.505831389536821,0.46853146853146854,0.20418094098567963,-0.007149410899728537,-0.002437485381960869,0.13463793427282772,-0.003508042001095145,-0.003315215802969909,0.0005602489691227674,3.251941598136909e-05,-0.0006584007060155272,0.022894557400827718,-0.003770404513644145,-0.03706347677086991,0.111743376872,0.000262362512549,0.0337482609679,-0.02233430843170495,0.0038029239296255143,0.03640507606485438,3.79768631492e-08,8.91659578708e-11,1.14696112125e-08,-7.590489911666426e-09,1.2924535277609102e-09,1.2372550663420361e-08
10001,10000,125900000,0.0018,4,0.0015705766763,0.00438466401806,0.00925779440835,0.438319552037,0.438319552037,False,low,True,0.505831389536821,0.46853146853146854,0.18439705669879913,-0.004049207549542189,0.005630536004900932,0.06241788175879234,-0.0014510633060515151,-0.001489403662708431,0.5205588340759277,-0.33844849467277527,0.07870262116193771,0.05767216349579234,-0.001300737119732515,-0.006386551729518431,0.004745718263,-0.000150326186319,0.00489714806681,0.4628866705801354,-0.33714775755304277,0.08508917289145615,1.2814845445e-09,-4.05925244033e-11,1.32237507833e-09,1.2499311617996968e-07,-9.10398840753575e-08,2.2976597834519122e-08
10001,10000,130600000,0.0112,4,0.00236770522921,0.00436867179802,0.00919463018415,0.41495677354,0.41495677354,False,low,True,0.505831389536821,0.46853146853146854,0.16091056168079376,-0.0032385033555328846,-5.330823569238419e-06,0.11164197019758079,-0.0018366203181225925,-0.001772070865826628,0.3292875587940216,0.13257525861263275,0.21509352326393127,0.1090074478040308,-0.0018272761089756524,-0.006609784986846628,0.00263452239355,-9.34420914694e-06,0.00483771412102,0.2202801109899908,0.1344025347216084,0.22170330825077791,8.26773607023e-10,-2.93242734247e-12,1.51818574911e-09,6.912895573220374e-08,4.217860083377304e-08,6.957558770454562e-08
10001,10000,144450000,0.0389,4,0.00485040915621,0.00382670333244,0.00939520936833,0.406459072755,0.406459072755,False,low,True,0.505831389536821,0.46853146853146854,0.207199364900589,-0.007554305717349052,-0.0022911287378519773,0.1482215737184635,-0.005412459543397195,-0.003278877084675823,0.00027867089374922216,-2.5979465135606006e-05,-0.0002838323125615716,0.1502133207151535,-0.005959833386473195,-0.007120458326825823,-0.00199174699669,0.000547373843076,0.00384158124215,-0.14993464982140428,0.005933853921337589,0.006836626014264251,-6.60925583495e-10,1.81636210435e-10,1.2747599611e-09,-4.9753129330339984e-08,1.9690431926663836e-09,2.26861194977959e-09
10001,10000,125050000,0.0001,4,0.00149724403583,0.00438609813633,0.00926556867732,0.447899671001,0.447899671001,False,mid,True,0.505831389536821,0.46853146853146854,0.1866588443517685,-0.004123516380786896,0.006150898523628712,0.06766479814840144,-0.00018984989655059485,-0.002269500643556541,0.5039923787117004,-0.3088432550430298,0.00984792411327362,0.007546891638001445,0.00017235269238040514,-0.0015548881832465414,0.0601179065104,-0.000362202588931,-0.00071461246031,0.496445487073699,-0.3090156077354102,0.011402812296520163,1.52832652586e-08,-9.2079690816e-11,-1.81669862142e-10,1.2620712373059205e-07,-7.855841588979402e-08,2.898840214796826e-09
10001,10000,134650000,0.0193,4,0.00314894405523,0.00416627203578,0.00927233398323,0.425606897148,0.425606897148,False,mid,True,0.505831389536821,0.46853146853146854,0.17220906913280487,-0.004297332838177681,-0.001269149361178279,0.1474975036532414,-0.0027555536090190813,-0.001358017940848777,0.22293221950531006,0.018565721809864044,0.016701556742191315,0.1430253228337514,-0.0035509981784720814,-0.006659048327678777,0.00447218081949,0.000795444569453,0.00530103038683,0.07990689667155865,0.022116719988336125,0.023360605069870092,1.3098306934e-09,2.32973073769e-10,1.5525875602e-09,2.3403460213084822e-08,6.4776358218300705e-09,6.8419499952985485e-09
10001,10000,146500000,0.043,4,0.00497377486656,0.00384210786281,0.00922077057124,0.400006539106,0.400006539106,False,mid,True,0.505831389536821,0.46853146853146854,0.20234307646751404,-0.006906390190124512,-0.0025822923053056,0.12522776415351,-0.002440149207525069,-0.004228845637281341,0.0005819845828227699,0.0002546908217482269,-0.0004645879671443254,0.06158360383950999,0.021971763841974933,-0.04897564282668134,0.063644160314,-0.0244119130495,0.0447467971894,-0.06100161925668722,-0.021717073020226706,0.048511054859537016,2.20468144746e-08,-8.45646977377e-09,1.55006261549e-08,-2.1131418432864018e-08,-7.522956975886583e-09,1.6804593244369035e-08
10001,10000,164250000,0.0785,4,0.00817712197874,0.00407003110337,0.00922981445443,0.388886027095,0.4,True,high,True,0.505831389536821,0.46853146853146854,0.20320893824100494,-0.0023877460043877363,-0.004024440888315439,0.13499554445414255,-0.0005019288783278605,-0.0011478434710301359,0.05322112888097763,-0.061573710292577744,-0.010010936297476292,-0.003200019728857442,-0.03694660094052786,0.014012152394569865,0.138195564183,0.0364446720622,-0.0151599958656,0.056421148609835076,-0.024627109352049883,-0.024023088692046154,4.7880602117e-08,1.26269815722e-08,-5.25248212145e-09,1.9548229232557992e-08,-8.532551903156851e-09,-8.323276930670813e-09
10001,10000,171450000,0.0929,4,0.00974237565748,0.00387620375393,0.00919228800714,0.391852952843,0.4,True,high,True,0.505831389536821,0.46853146853146854,0.21072331070899963,0.0017000720836222172,-0.005463899113237858,0.12032930721613107,0.0016927234460903922,-0.0019927792372394643,0.030439702793955803,0.008089537732303143,0.017162343487143517,0.024197988426031058,-0.009304959409509608,0.07016702677946053,0.0961313187901,0.0109976828556,-0.0721598060167,0.006241714367924745,0.01739449714181275,-0.053004683292317015,3.33049246924e-08,3.81017345758e-09,-2.49999369139e-08,2.162456830838285e-09,6.0263650250654215e-09,-1.836359895622715e-08
