case_label,debris_total_number,crop_role,x_peak_blockage_m,x_applied_lower_m,x_applied_upper_m,shape_x,shape_y,shape_z,porosity,through_connected_void_fraction_x,voxel_npz,pore_mask_npy,metadata_json,evidence_boundary
N=3000,3000,peak_blockage_window,0.0123749999999999,0.00825,0.0165,33,60,53,0.4071183533447684,0.9907309879924162,papers/paper2_voxel_topology_clogging/flow_domains/N3000_peak_blockage/voxel_crop.npz,papers/paper2_voxel_topology_clogging/flow_domains/N3000_peak_blockage/pore_mask.npy,papers/paper2_voxel_topology_clogging/flow_domains/N3000_peak_blockage/metadata.json,cropped pore-domain and debris-resistance input for future pressure-flow solvers; not a solver result
N=6000,6000,peak_blockage_window,0.0123749999999999,0.00825,0.0165,33,60,53,0.4071183533447684,0.9907309879924162,papers/paper2_voxel_topology_clogging/flow_domains/N6000_peak_blockage/voxel_crop.npz,papers/paper2_voxel_topology_clogging/flow_domains/N6000_peak_blockage/pore_mask.npy,papers/paper2_voxel_topology_clogging/flow_domains/N6000_peak_blockage/metadata.json,cropped pore-domain and debris-resistance input for future pressure-flow solvers; not a solver result
N=10000,10000,peak_blockage_window,0.0123749999999999,0.00825,0.0165,33,60,53,0.4071183533447684,0.9907309879924162,papers/paper2_voxel_topology_clogging/flow_domains/N10000_peak_blockage/voxel_crop.npz,papers/paper2_voxel_topology_clogging/flow_domains/N10000_peak_blockage/pore_mask.npy,papers/paper2_voxel_topology_clogging/flow_domains/N10000_peak_blockage/metadata.json,cropped pore-domain and debris-resistance input for future pressure-flow solvers; not a solver result
