case_label,debris_total_number,pressure_model,baseline_conductance,loaded_conductance,relative_resistance,local_conductance_loss,whole_domain_conductance_loss,local_to_whole_loss_ratio,max_blockage_ratio_in_profile,not_cfd,not_lbm,evidence_boundary
N=3000,3000,cropped voxel-network Darcy-Laplace,12.685318513158537,12.685125542163105,1.000015212383574,1.5212152160937189e-05,2.752975078457176e-06,5.525713719668828,5.932561127131031e-06,True,True,cropped voxel-network conductance check consuming the 3D hydraulic-resistance field when available; not CFD/LBM and not a calibrated pressure-drop measurement
N=6000,6000,cropped voxel-network Darcy-Laplace,12.685318513158537,12.684933178818596,1.0000303773251704,3.037640241665418e-05,5.549091864232025e-06,5.474121380554612,1.1524315551181274e-05,True,True,cropped voxel-network conductance check consuming the 3D hydraulic-resistance field when available; not CFD/LBM and not a calibrated pressure-drop measurement
N=10000,10000,cropped voxel-network Darcy-Laplace,12.685318513158537,12.684675650011904,1.0000506802983669,5.0677730004444754e-05,9.17882203521625e-06,5.5211583588842075,1.9520650602178335e-05,True,True,cropped voxel-network conductance check consuming the 3D hydraulic-resistance field when available; not CFD/LBM and not a calibrated pressure-drop measurement
