transition_time_s,n,empirical,low,high,fitted,state
0.025679936776524203,12,0.050405679910957776,0.050405679910957776,0.050405679910957776,0.042087694820532734,Low mobility
0.026826692480146977,12,0.050188428554069915,0.050188428554069915,0.050188428554069915,0.040890819965101875,Low mobility
0.02802465736918307,12,0.04997989788583085,0.04997989788583085,0.04997989788583085,0.0397275655416251,Low mobility
0.029276118225954512,12,0.04982316564753217,0.04982316564753217,0.04982316564753217,0.03859650566710964,Low mobility
0.03058346395066202,12,0.04965943442049864,0.04965943442049864,0.04965943442049864,0.03749678304889211,Low mobility
0.031949190121531156,12,0.04948839165994788,0.04948839165994788,0.04948839165994788,0.03642756125719311,Low mobility
0.0333759037585946,12,0.049167894174410746,0.049167894174410746,0.049167894174410746,0.03538802435216337,Low mobility
0.03486632830020495,12,0.04881557358896409,0.04881557358896409,0.04881557358896409,0.034377376507460866,Low mobility
0.03642330880177674,12,0.04844751987907945,0.04844751987907945,0.04844751987907945,0.033397658465662505,Low mobility
0.03804981736668237,12,0.048063030470979394,0.048063030470979394,0.048063030470979394,0.03244582468732218,Low mobility
0.039748958819668216,12,0.04792342366383204,0.04792342366383204,0.04792342366383204,0.03152046727462389,Low mobility
0.041523976633621375,12,0.04792342366383204,0.04792342366383204,0.04792342366383204,0.030620871419846592,Low mobility
0.04337825912100023,11,0.06489893287939232,0.06489893287939232,0.06489893287939232,0.03067223286049364,Low mobility
0.045315345901747614,11,0.06489893287939232,0.06489893287939232,0.06489893287939232,0.029763147126385305,Low mobility
0.047338934660033596,11,0.06489893287939232,0.06489893287939232,0.06489893287939232,0.028880766947264956,Low mobility
0.049452888202724796,11,0.06489893287939232,0.06489893287939232,0.06489893287939232,0.028024324726708842,Low mobility
0.05166124183305531,11,0.06489893287939232,0.06489893287939232,0.06489893287939232,0.027193073729417854,Low mobility
0.05396821105357339,11,0.06489893287939232,0.06489893287939232,0.06489893287939232,0.026386287600679632,Low mobility
0.05637819961306935,11,0.06489893287939232,0.06489893287939232,0.06489893287939232,0.02560325989042642,Low mobility
0.058895807912844246,11,0.06489893287939232,0.06489893287939232,0.06489893287939232,0.024843303582406558,Low mobility
0.061525841788366384,11,0.06489893287939232,0.06489893287939232,0.06489893287939232,0.024105750628929043,Low mobility
0.06427332168307946,11,0.06489893287939232,0.06489893287939232,0.06489893287939232,0.023389951491587006,Low mobility
0.06714349223187271,11,0.06489893287939232,0.06489893287939232,0.06489893287939232,0.022695274688317117,Low mobility
0.0701418322725087,11,0.06489893287939232,0.06489893287939232,0.06489893287939232,0.022021106347105343,Low mobility
0.07327406530411737,11,0.06489893287939232,0.06489893287939232,0.06489893287939232,0.021366849766608246,Low mobility
0.0765461704127226,11,0.06489893287939232,0.06489893287939232,0.06489893287939232,0.020731924983919087,Low mobility
0.07996439368465517,11,0.06489893287939232,0.06489893287939232,0.06489893287939232,0.020115768349673258,Low mobility
0.08353526012963974,10,0.06530213184124542,0.06530213184124542,0.06530213184124542,0.02241216779570959,Low mobility
0.08726558613631631,9,0.06570533080309851,0.06570533080309851,0.06570533080309851,0.024598687336407608,Low mobility
0.09116249248397089,9,0.06570533080309851,0.06570533080309851,0.06570533080309851,0.023910560974771577,Low mobility
0.09523341793531516,7,0.06591216277563945,0.06591216277563945,0.06591216277563945,0.029132916610590275,Low mobility
0.09948613343626024,6,0.07189980509769697,0.07189980509769697,0.07189980509769697,0.03045915543915856,Low mobility
0.10392875694979258,6,0.07178872085338905,0.07178872085338905,0.07178872085338905,0.02968587902142652,Low mobility
0.1085697689522657,6,0.07165915473421307,0.07165915473421307,0.07165915473421307,0.028932176863678664,Low mobility
0.11341802862169113,6,0.07152380274852757,0.07152380274852757,0.07152380274852757,0.02819755847674589,Low mobility
0.11848279074892804,6,0.0713824065243795,0.0713824065243795,0.0713824065243795,0.02748154529632125,Low mobility
0.1237737234040538,6,0.07121166830230242,0.07121166830230242,0.07121166830230242,0.02678367041853713,Low mobility
0.12930092639164,6,0.070981316040169,0.070981316040169,0.070981316040169,0.026103478339619027,Low mobility
0.13507495053016014,6,0.07074067723516972,0.07074067723516972,0.07074067723516972,0.02544052469968832,Low mobility
0.1411068177923347,6,0.07048929253447189,0.07048929253447189,0.07048929253447189,0.024794376030772808,Low mobility
0.1474080423448556,6,0.07022668207251784,0.07022668207251784,0.07022668207251784,0.024164609509072184,Low mobility
0.15399065252765662,6,0.06995234455501462,0.06995234455501462,0.06995234455501462,0.02355081271151358,Low mobility
0.1608672138146811,6,0.06966575630201886,0.06966575630201886,0.06966575630201886,0.022952583376623106,Low mobility
0.16805085279998155,6,0.06936637024828962,0.06936637024828962,0.06936637024828962,0.022369529169728605,Low mobility
0.17555528225493358,6,0.06926429934568498,0.06926429934568498,0.06926429934568498,0.021801267452501476,Low mobility
0.18339482730439766,6,0.06926429934568498,0.06926429934568498,0.06926429934568498,0.021247425056836598,Low mobility
0.19158445277179734,6,0.06926429934568498,0.06926429934568498,0.06926429934568498,0.02070763806306247,Low mobility
0.20013979174530877,6,0.06926429934568498,0.06926429934568498,0.06926429934568498,0.02018155158246751,Low mobility
0.2090771754196963,6,0.06926429934568498,0.06926429934568498,0.06926429934568498,0.019668819544121766,Low mobility
0.21841366427075368,6,0.06926429934568498,0.06926429934568498,0.06926429934568498,0.01916910448596866,Low mobility
9.999999999998908e-5,12,0.7429750111109482,0.7429750111109482,0.7429750111109482,0.7934515169312426,Reverse
1.0353166237739825e-4,12,0.5344175251683427,0.5344175251683427,0.5344175251683427,0.7860126943006254,Reverse
1.0718805114628769e-4,12,0.5331096862853829,0.5331096862853829,0.5331096862853829,0.7784171283824373,Reverse
1.1097357122169964e-4,12,0.5317556589486379,0.5317556589486379,0.5317556589486379,0.7706662522579497,Reverse
1.148927830854044e-4,12,0.5303538119378605,0.5303538119378605,0.5303538119378605,0.7627617178154885,Reverse
1.1895040827999039e-4,12,0.5289024564236151,0.5289024564236151,0.5289024564236151,0.7547112927881335,Reverse
1.2315133509698987e-4,12,0.5273998439327108,0.5273998439327108,0.5273998439327108,0.7457364619291327,Reverse
