zone,cells_per_dp,porosity,porosity_reference,pressure_ratio,ux_relative_l2
Release zone,10,0.3556835891566608,0.4106498298087854,2.0877151522322928,0.45454229213694775
Release zone,15,0.4032723097957811,0.4106498298087854,1.4757566160981068,0.35269311928250496
Release zone,20,0.41446935529671225,0.4106498298087854,1.3870490491106866,0.34228627819085317
Interior window,15,0.3834007145343692,0.39356519605784934,1.4387009692851003,0.2424811089746282
Interior window,20,0.3969794208291384,0.39356519605784934,1.3426020961941925,0.247207376767142
