condition,case,origin_start_s,lag_s,raw_msd_x_m2,centered_msd_x_m2,centered_displacement_p50_m,centered_displacement_p90_m,centered_displacement_p99_m,non_gaussian_parameter_x,mean_increment_x_m,normalized_velocity_correlation,velocity_autocorrelation,velocity_covariance_m2_s2,velocity_origin_variance_m2_s2,velocity_endpoint_variance_m2_s2,velocity_endpoint_to_origin_variance_ratio,time_origin_particle_pair_count,bed_resident_particle_count,local_centered_msd_exponent,reference_msd,msd_ratio
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.04219999999999974,7.098344586068394e-6,2.9720764693019875e-6,0.00162588326388366,0.00240305521387213,0.00373395717002229,-0.37947971503143985,0.00203037213600679,0.34428411917954765,0.34428411917954765,0.00128631224122575,0.00376043124735771,0.00371211285935633,0.98715083860785,107900,100,1.8386383008504896,3.3393878927229967e-6,0.8900063618780456
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.04359999999999973,7.561095772699421e-6,3.155732058457579e-6,0.00167926858719264,0.00247373764318669,0.00386418477257235,-0.38335030736630216,0.00209798474702787,0.3400539747584257,0.3400539747584257,0.00127157986448517,0.00376020944223547,0.00371860062365337,0.988934441226933,106500,100,1.8381207487276685,3.549708707493128e-6,0.889011555172429
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.04509999999999972,8.072415868350195e-6,3.3580335457432395e-6,0.0017352209487954801,0.0025455387950406,0.00398209782080693,-0.3871952668556098,0.00217038561831558,0.32509524693425534,0.32509524693425534,0.00121526043374414,0.00375831970515211,0.00371812302870074,0.9893046149330323,105000,100,1.838080519005173,3.7814106912042457e-6,0.888037248520558
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.04659999999999972,8.599934245136726e-6,3.5659332296136235e-6,0.00179115438647703,0.00261348052372579,0.00408668389640718,-0.39086737828867446,0.00224280907610994,0.321094038046666,0.321094038046666,0.00119827469126287,0.00374852896512211,0.00371524466067622,0.9911207023460196,103500,100,1.8389904330421216,4.019581811656869e-6,0.8871403535741814
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.04819999999999971,9.180689675070792e-6,3.7938080534094577e-6,0.00184869185456042,0.00270391690489135,0.00420416700092913,-0.3947612831457694,0.00232014070354457,0.314515826829033,0.314515826829033,0.00117245600976691,0.00374505929808751,0.00371064499459486,0.9908107453705136,101900,100,1.8410096706067252,4.280176376288896e-6,0.8863672241233337
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.0497999999999997,9.78123154042394e-6,4.028611387915743e-6,0.00190579219523465,0.00278379215079221,0.00431212074935285,-0.39867067769205977,0.00239765454237952,0.31243480822279923,0.31243480822279923,0.00116519949020777,0.00374559934501926,0.00371330332589238,0.991377609788984,100300,100,1.8437940522173668,4.5478845436044466e-6,0.8858209458243742
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.05149999999999968,1.0441866928462544e-5,4.286169988702589e-6,0.00196951377492551,0.00289361711832385,0.00443723736191956,-0.4029089352991969,0.00248027258794043,0.30764738775496747,0.30764738775496747,0.00114936987276897,0.00375555365952212,0.00371654318255021,0.9896125896449391,98600,100,1.8471366356210952,4.840359146590797e-6,0.8855066037241184
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.05329999999999968,1.1167310655299584e-5,4.5675644918572195e-6,0.00203874258424071,0.00300091942370167,0.00453962008678133,-0.4076521023276066,0.00256821571974443,0.3035541205888401,0.3035541205888401,0.00113565999653511,0.00375968506286098,0.00372282759228759,0.9901966601039344,96800,100,1.8503012037513031,5.1588148291397706e-6,0.8853902772507263
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.05509999999999966,1.19184627651247e-5,4.857636521796799e-6,0.00210553073251485,0.00309898090391621,0.00468672178587916,-0.4120922220222306,0.00265645087911404,0.3032920013110794,0.3032920013110794,0.00113455077979408,0.0037469150228697,0.00373466902631674,0.9967317122277352,95000,100,1.8520738581561056,5.4858945938763255e-6,0.8854775531449648
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.05699999999999965,1.273802281051791e-5,5.173071612882726e-6,0.00217606160531948,0.00319852715258932,0.00479086881575937,-0.41614654684255337,0.00274967980001586,0.3104068266451513,0.3104068266451513,0.00116251267247113,0.00374708926520515,0.00374316373397327,0.9989523785119468,93100,100,1.8516284191996455,5.838571043376602e-6,0.8860167281429532
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.05889999999999965,1.3585167259577553e-5,5.498407978784999e-6,0.00224664430261001,0.00332315684187488,0.00489659678214642,-0.4195921826294631,0.00284296864747363,0.2983688859199,0.2983688859199,0.00111958119002046,0.00375951783903965,0.00374517375527178,0.996184594838488,91200,100,1.848953704885174,6.198169588188236e-6,0.8871018936402189
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.06089999999999963,1.450248011911295e-5,5.849737303349513e-6,0.00232053824223898,0.00341375262114214,0.00502926689764231,-0.422725122105133,0.0029408177517055,0.2913653702243061,0.2913653702243061,0.00109083853172006,0.00375100712676327,0.00373677703073223,0.9962063265810644,89200,100,1.8443604771258455,6.584576957178272e-6,0.888399868570499
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.06299999999999961,1.5490770062252994e-5,6.226618247823314e-6,0.00239806778388962,0.00349135976339258,0.00519874604159223,-0.4257693616089724,0.00304298842447231,0.30261994415492155,0.30261994415492155,0.00113084043932539,0.00375499688897194,0.0037187585894184,0.9903493130287352,87100,100,1.8378702603114971,7.00078204792168e-6,0.889417525813678
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.0650999999999996,1.650542875726119e-5,6.612129194538934e-6,0.00248032314305977,0.0036106514369902,0.00530607667699612,-0.42856682473778707,0.00314466173120589,0.29340624198840193,0.29340624198840193,0.00109508011213365,0.00374732110204388,0.00371733907704776,0.9919990776931924,85000,100,1.8300150392797363,7.429849966361195e-6,0.889941146116744
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.0672999999999996,1.7598278867888037e-5,7.025847192854602e-6,0.0025663666251175,0.00369334760455968,0.00540003060855591,-0.4313330747651709,0.00325084441718978,0.27688605782374615,0.27688605782374615,0.0010323849079446,0.00375200660997823,0.00370525006294416,0.9875382556870428,82800,100,1.8220090638050463,7.893540205643991e-6,0.8900755566977442
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.06959999999999958,1.877325787454046e-5,7.468842609694559e-6,0.00264958058528535,0.00376363837739502,0.0054965377273715,-0.43405139211393273,0.00336155393523201,0.26600691840871044,0.26600691840871044,9.9086812557668e-4,0.00375305705872758,0.00369709563641255,0.9850891096406617,80500,100,1.815273717582879,8.39312260383714e-6,0.8898765051138391
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.07199999999999956,2.0034245386842795e-5,7.940737020681363e-6,0.00273861412004791,0.00385778877790534,0.00567217674472694,-0.43717521311815855,0.00347696457385756,0.2747656798785453,0.2747656798785453,0.00102305420032457,0.00375052831919672,0.00369640769525284,0.9855698666060292,78100,100,1.8101531764844856,8.92691930454721e-6,0.8895271425425002
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.07439999999999955,2.133431183586013e-5,8.423261365059484e-6,0.00282318188682499,0.00393668620707474,0.00581768914714397,-0.4409053643023063,0.00359261886642313,0.2780585888643267,0.2780585888643267,0.00103683472526875,0.00373913936717914,0.00371855994112086,0.99449621315565,75700,100,1.805941264688398,9.475706774253462e-6,0.8889322523092854
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.07689999999999954,2.273365267596452e-5,8.939892407073967e-6,0.0029100543111085,0.00399357314511299,0.00588526907941537,-0.4446800562200084,0.00371342890872736,0.2788970953958232,0.2788970953958232,0.00104310062008786,0.0037597984475537,0.0037204875910092,0.9895444244969892,73200,100,1.802023326365595,1.00676497184306e-5,0.887982067026818
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.07949999999999952,2.423881661030396e-5,9.493036535510632e-6,0.00301017563438281,0.00404957940189244,0.00601227732131247,-0.4479254749149546,0.00383947026692153,0.27763824532132203,0.27763824532132203,0.00103875817221668,0.00377277463209321,0.00371030372037701,0.9834416529456094,70600,100,1.79719063859652,1.0705661588878592e-5,0.8867304889753215
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.0821999999999995,2.5851165411477545e-5,1.0082147272193716e-5,0.00311305807820089,0.00410569405888116,0.00621495884700954,-0.4502977916995087,0.00397047004576223,0.26877136830739123,0.26877136830739123,0.0010047662028906,0.00377193599880468,0.00370509814868977,0.9822802268818738,67900,100,1.790950891469882,1.138730214412998e-5,0.885385067031961
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.08499999999999949,2.7570144558470736e-5,1.0706781461521113e-5,0.0032220513502406,0.00421367140278714,0.00641752966213876,-0.4522434603957009,0.00410593313598311,0.2676832046093921,0.2676832046093921,9.9892771178929e-4,0.00375137826176406,0.00371223122451875,0.9895646254486472,65100,100,1.7831669150168044,1.2115320162670311e-5,0.8837390442648653
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.08789999999999946,2.939663537411993e-5,1.1368282076608777e-5,0.00332735251282738,0.00435627431349014,0.0065992323339769,-0.4539029776021476,0.00424540096563652,0.26277491175010226,0.26277491175010226,9.7743088650661e-4,0.00374078442395488,0.00369863638762374,0.9887328347334764,62200,100,1.7757375878498989,1.2893442411270582e-5,0.8817103853251315
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.09089999999999944,3.1320710768534264e-5,1.2061935448260664e-5,0.00343925531370482,0.00449528228270282,0.00677672771061707,-0.4554934289006816,0.00438788818403719,0.25787533765302595,0.25787533765302595,9.551725538621e-4,0.00371462919631617,0.00369341903027967,0.9942900987109188,59200,100,1.7700343088570594,1.3717313487261072e-5,0.8793219940232673
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.09399999999999945,3.334749897293167e-5,1.279089816240653e-5,0.00354955114190348,0.00463539088754716,0.00692024875993557,-0.4571826061066851,0.00453331634697107,0.2647482479010593,0.2647482479010593,9.8419577041884e-4,0.00372129254821865,0.00371366723595513,0.997950896855136,56100,100,1.764284309334487,1.458372460874936e-5,0.8770666277346433
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.0971999999999994,3.5496416363869435e-5,1.3560288662404176e-5,0.00365236653044398,0.00477452611041619,0.00712763277296675,-0.45838377947607545,0.00468294036111572,0.25269008057662545,0.25269008057662545,9.3883545077775e-4,0.00375536352193371,0.00367578913326489,0.9788104698242768,52900,100,1.7584995835033834,1.549450544282052e-5,0.8751675690744569
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.1004999999999994,3.780295649702483e-5,1.4385044627175596e-5,0.00376213721496064,0.00493567982204693,0.00734021139604529,-0.45892049488984266,0.00483850092867291,0.2597762553386996,0.2597762553386996,9.7075815506706e-4,0.00376910780138885,0.00370496945506963,0.9829831488779408,49600,100,1.7537713424770565,1.6462931966158895e-5,0.873783883499331
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.10389999999999935,4.027431316278162e-5,1.526240503004046e-5,0.00386790370928815,0.00509992748750973,0.00747718861646587,-0.45936344762752856,0.00500044178453363,0.26876055369390073,0.26876055369390073,0.00100178132349909,0.00376695832225586,0.00368828092093363,0.9791138115711572,46200,100,1.7487707737782274,1.748724696734998e-5,0.8727734593407717
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.10739999999999936,4.288121647255722e-5,1.616906689358401e-5,0.00397874413961696,0.0052648462683971,0.00778945958082913,-0.4609673114748316,0.00516758673462644,0.2395723663080836,0.2395723663080836,8.9101375190315e-4,0.00377833495043615,0.0036609594062437,0.9689345847490584,42700,100,1.7404888495466155,1.8544552230429744e-5,0.8719038719658163
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.11109999999999932,4.570123683007093e-5,1.714494782477004e-5,0.00409213965519231,0.00543513040554216,0.00806171842472807,-0.46206184536205774,0.00534302002350556,0.2253160373599084,0.2253160373599084,8.3470182030978e-4,0.00380383538841242,0.00360791915406564,0.948495080795664,39000,100,1.7317554443535774,1.9659294608892145e-5,0.8721039165370239
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.1147999999999993,4.860128613400068e-5,1.8149066025696092e-5,0.0042187733778548,0.00559658843815565,0.00826306430742906,-0.46261932399655736,0.00551767324571175,0.23586049064180944,0.23586049064180944,8.7366851971184e-4,0.00383838903851175,0.00357465381387711,0.9312901266681132,35300,100,1.7296991989701926,2.0778005896192873e-5,0.8734748712830773
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.11869999999999928,5.172658248733107e-5,1.9218118135392945e-5,0.00434209919312534,0.00576458362955643,0.00848894176463766,-0.4643566182822876,0.00570109035201275,0.24056915811581228,0.24056915811581228,8.8524047223819e-4,0.00379550495236135,0.00356757459991569,0.9399472915181272,31400,100,1.734037518264706,2.1963027594961807e-5,0.8750213536043396
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.12279999999999926,5.5063652321531384e-5,2.0345504399285136e-5,0.00446821343404203,0.0059418440726478,0.0086475107363803,-0.4669142580337299,0.0058917973612535,0.27385063546951927,0.27385063546951927,0.00100682929518496,0.00377563891000437,0.00358008821367403,0.9482072568401128,27300,100,1.7392172263775698,2.3224334361889182e-5,0.8760425199816203
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.12689999999999924,5.8537130398322266e-5,2.1524941659192624e-5,0.00459387328804238,0.006125031397333,0.00887737460110623,-0.4674339097401097,0.00608345968878304,0.24598114365969592,0.24598114365969592,9.3506253252354e-4,0.00388233094267309,0.00372207504078405,0.9587217307706636,23200,100,1.7451064183311455,2.4513582321255212e-5,0.8780822556696987
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.1311999999999992,6.248564346212617e-5,2.287186659206478e-5,0.00474739484906045,0.00631986255059849,0.00915043226078345,-0.4679540099655103,0.00629377038764297,0.176827216199776,0.176827216199776,6.9392987232983e-4,0.00397116679569473,0.00387806263004298,0.9765549596776724,18900,100,1.7514919082761646,2.5933178109141334e-5,0.8819538621840778
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.13569999999999918,6.679399651270511e-5,2.4307818312405833e-5,0.00492798908188311,0.00652764515427526,0.00914898654890168,-0.470666285997285,0.00651808706618679,0.14615183161589282,0.14615183161589282,5.7427672674362e-4,0.00391549060516623,0.00394319016140845,1.0070743513483784,14400,100,1.7581107770742213,2.7508502925234893e-5,0.8836474445182214
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.14029999999999915,7.11618976346673e-5,2.5741925412632564e-5,0.0051068864377595,0.00675356662058566,0.00923927632325487,-0.4747976405936605,0.00673940657178308,0.21031555189407805,0.21031555189407805,8.2881563360268e-4,0.00396697984896803,0.00391483171849986,0.9868544503744489,9800,100,1.7658933465528572,2.9110142577614832e-5,0.8842940340810159
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.14509999999999912,7.589327999444501e-5,2.7302120030993283e-5,0.00522463104038873,0.00697233814799709,0.00946325036161754,-0.47634625252861273,0.00697072296546692,0.23466284340316831,0.23466284340316831,9.9785516554156e-4,0.00434663860229961,0.00415999520146402,0.957060290051066,5000,100,1.7668377375505695,3.0804024950994957e-05,0.886316644478352
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.14999999999999908,8.129218292153246e-5,2.894865252460889e-5,0.00541642510732289,0.00723479853284062,0.00967865116156483,-0.482925113104877,0.00723488288757486,0.2525676358827578,0.2525676358827578,9.9712585172022e-4,0.00430683065533887,0.00361898479281038,0.8402895498861055,100,100,1.7544833547099723,3.2626180676543865e-5,0.887282909746807
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,9.99999999999994e-5,6.125995942195074e-11,3.4159317895328884e-11,4.332499126080743e-6,9.289382944618126e-6,1.6515664565777158e-5,0.2149335442795577,5.183795402628117e-6,0.975486526615848,0.975486526615848,0.00336127608216971,0.00344587678085973,0.00344560965792417,0.9999224804157104,150000,100,1.981210275767452,3.884387798810653e-11,0.8794002984405421
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,1.9999999999999e-4,2.439072179668743e-10,1.3552853874780523e-10,8.646395716805405e-6,1.8468949009327025e-5,3.282573488349864e-5,0.21302005517303657,1.0367045233679111e-5,0.9529738942979784,0.9529738942979784,0.00328373847839295,0.00344605943082775,0.0034455007867808902,0.9998378890271424,149900,100,1.9791166994314608,1.5415321377661216e-10,0.8791807541826765
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,2.9999999999999e-4,5.463569880352814e-10,3.0255541025101216e-10,1.2946516216631078e-5,2.757345092283053e-5,4.8947295541394306e-5,0.2106465985318677,1.5549826636748296e-5,0.9323316385035588,0.9323316385035588,0.00321264914032095,0.0034462941535774,0.00344535048822677,0.9997261796850254,149800,100,1.97711565464866,3.442136740449112e-10,0.8789755697257289
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,3.9999999999999e-4,9.671555936942802e-10,5.338159866858318e-10,1.7239347078474965e-5,3.6585996362707146e-5,6.489239817799938e-5,0.207844562180453,2.073218663998541e-5,0.9130197763454396,0.9130197763454396,0.00314622346581671,0.00344646135849661,0.00344544521686205,0.9997051637813796,149700,100,1.975199071746068,6.074467876094051e-10,0.8787864181266875
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,4.9999999999999e-4,1.504978064296276e-9,8.280005720196741e-10,2.1517334224921276e-5,4.556979575289067e-5,8.080228738456843e-5,0.2046183194848854,2.5914363656765477e-5,0.8950626565928488,0.8950626565928488,0.00308445993865595,0.00344667460447102,0.00344549090243989,0.99965656693278,149600,100,1.973359265265875,9.424090460637223e-10,0.8785999831793716
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,5.9999999999999e-4,2.1585586180166063e-9,1.1838707636057275e-9,2.5792287480014396e-5,5.438204528365043e-5,9.650304495919942e-5,0.20093268456269708,3.1096256399133094e-5,0.8784562174076515,0.8784562174076515,0.00302729152829526,0.00344680561859381,0.00344549367452877,0.9996193739333727,149500,100,1.9647692111032573,1.3477434414141595e-9,0.8784095898574852
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,6.9999999999999e-4,2.926748701937484e-9,1.6003007145919031e-9,3.006171987585258e-5,6.316204615754793e-5,1.1207144837692e-4,0.1968085186669286,3.627783843922501e-5,0.8631214092542185,0.8631214092542185,0.00297455282614984,0.00344699545000671,0.00344555259579926,0.9995814168517548,149400,100,1.9577465008539947,1.8221865041527327e-9,0.8782310213278632
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,7.9999999999999e-4,3.8085098993973605e-9,2.0762553139640327e-9,3.432269236094989e-5,7.18923912916168e-5,1.2742000231777e-4,0.19226542349761863,4.14593096976225e-5,0.8491551993342055,0.8491551993342055,0.00292656495124356,0.00344724171697731,0.00344564437056097,0.999536630573808,149300,100,1.9515438073210367,2.364563365363025e-9,0.8780713362888758
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,8.9999999999999e-4,4.802853629810415e-9,2.610763806494406e-9,3.8598979704739886e-5,8.050289274067304e-5,1.4274858189298e-4,0.1873514347269156,4.66406399057312e-5,0.8361294079567524,0.8361294079567524,0.00288180997089077,0.00344752557053658,0.00344568987112535,0.9994675313137844,149200,100,1.9458672627318676,2.973772143761105e-9,0.8779300095240046
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,9.9999999999999e-4,5.908869311438834e-9,3.202930056832147e-9,4.286832074654716e-5,8.907653673086722e-5,1.5797639445494e-4,0.18212427259511377,5.182182365144384e-5,0.8229082995727952,0.8229082995727952,0.00283638395164826,0.00344778837308505,0.00344577212312556,0.9994152048381996,149100,100,1.9405407707838551,3.6487803576237693e-9,0.8778084025090571
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,0.00109999999999999,7.125627889800863e-9,3.851843174551365e-9,4.714201845898703e-5,9.752515489101146e-5,1.7300716102056e-4,0.17666108455247231,5.700281962340381e-5,0.8086891038884613,0.8086891038884613,0.00278748010580539,0.00344803100208357,0.00344579318638244,0.9993509873606768,149000,100,1.9354079120174923,4.388561264161886e-9,0.8777006728848704
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,0.00119999999999999,8.45212704067065e-9,4.556522534754017e-9,5.140794157497916e-5,1.0589934248036e-4,1.8787455518693e-4,0.17106594459168445,6.218358819942371e-5,0.7942416852837005,0.7942416852837005,0.00273781872532714,0.00344832727017003,0.00344584349355171,0.9992797155189398,148900,100,1.9303417039615545,5.1920567725591875e-9,0.8775948981983276
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,0.00129999999999999,9.887382141950697e-9,5.315990358267467e-9,5.567914311253665e-5,1.1423206321046e-4,2.0263523077016e-4,0.16543300750518242,6.736421317684697e-5,0.7798065526428446,0.7798065526428446,0.00268824961266373,0.00344867842452764,0.00344597976852819,0.9992174811138488,148800,100,1.925246475618201,6.0581657067013345e-9,0.8774917385285618
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,0.00139999999999999,1.1430392797913753e-8,6.1292683907978094e-9,5.994489483683967e-5,1.2254877865812e-4,2.1726130431158e-4,0.15983102560867946,7.254465331609534e-5,0.7656387630619483,0.7656387630619483,0.00263956857355688,0.00344902806125565,0.00344604817418725,0.9991360212165624,148700,100,1.920064596253208,6.9857585466815404e-9,0.8773948240323034
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,0.00149999999999999,1.3080142365230074e-8,6.9953797228180785e-9,6.419529763014346e-5,1.3072535618849e-4,2.3203398814745e-4,0.154288414643595,7.772474356486879e-5,0.7514240476229435,0.7514240476229435,0.00259062187048206,0.00344908096169362,0.00344615246163821,0.9991509332231006,148600,100,1.9147828927036952,7.973707546263155e-9,0.8773057805583093
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,0.00159999999999999,1.4835610056772057e-8,7.913343543170554e-9,6.845603721939804e-5,1.3886199392987e-4,2.463596416337e-4,0.1488189415397454,8.290438550731233e-5,0.7374696275612426,0.7374696275612426,0.00254252444687147,0.00344908107204888,0.00344618505445182,0.999160350964052,148500,100,1.9094152146852632,9.020888645423815e-9,0.8772243904357355
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,0.00169999999999998,1.6695765060752794e-8,8.882171546979362e-9,7.271471565073573e-5,1.4682457607639e-4,2.6061924283821e-4,0.14343024215946443,8.808349491260832e-5,0.723801783625791,0.723801783625791,0.00249535876348118,0.0034490372848426,0.00344610733960852,0.9991505034616612,148400,100,1.903975830311628,1.0126272742506211e-8,0.8771412515579805
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,0.00179999999999998,1.865971208839076e-8,9.900959751144977e-9,7.693325216367978e-5,1.5476768110151e-4,2.7513313616065e-4,0.13812603025475423,9.326226254658712e-5,0.7103183579163806,0.7103183579163806,0.00244885730061304,0.00344903753267101,0.00344606098618639,0.9991369921444956,148300,100,1.8984796567692392,1.1288932469605716e-8,0.8770501354138035
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,0.00189999999999998,2.0726444279182287e-8,1.09687419744338e-8,8.117600203591763e-5,1.6262694212436e-4,2.8939534376131e-4,0.13290890754779605,9.844062300439024e-5,0.6970357385538476,0.6970357385538476,0.00240303531785487,0.00344907531207875,0.00344593862651264,0.9990905720280642,148200,100,1.8929421920469336,1.2507854577911944e-8,0.8769483132466126
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,0.00199999999999998,2.2894976801098976e-8,1.2084572571972345e-8,8.535912035910312e-5,1.7046044855026e-4,3.0347293364554e-4,0.12778224520399029,1.0361852588166e-4,0.6841604342943663,0.6841604342943663,0.00235859181317784,0.00344908159953888,0.0034457692778847,0.99903965111912,148100,100,1.8873793580884384,1.3782026964491596e-8,0.8768356500177644
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,0.00209999999999998,2.5164376636373064e-8,1.3247540386035085e-8,8.96055059709749e-5,1.7826316215129e-4,3.1758195064834e-4,0.1227458491166764,1.0879600379695e-4,0.6717084571748068,0.6717084571748068,0.00231559267786017,0.00344912699898787,0.00344551001731774,0.9989513341575446,148000,100,1.8818080405121609,1.5110493588256427e-8,0.8767112939534157
Debris gravity = 0,paper3_rr_posteq_ug010_df010_s20260713_zero_g000_300ms_20260716,0.15000000000000002,0.00219999999999998,2.7533700909540525e-8,1.4456743456687317e-8,9.37583735613614e-5,1.8588949977198e-4,3.3138369218513e-4,0.11780089680950367,1.1397301308404e-4,0.6593748671244992,0.6593748671244992,0.00227298827375821,0.00344921135887581,0.00344516323410638,0.9988263622178418,147900,100,1.8762438723593835,1.6492327916616838e-8,0.8765738548116929
