timestep,time_s,transport_stage,Nin_current,Nout_instant,N_inlet_zone,inlet_zone_fraction,x_min,x_max,y_min,y_max,z_min,z_max,mean_x,mean_y,mean_z
12069000,0.12069,injection,690,0,690,1.0,0.000519005,0.00260491,1.12753e-05,0.0139959,0.00101039,0.0124857,0.0010562092275362318,0.007311566022173914,0.0066545978695652175
12150000,0.1215,injection,1495,0,1495,1.0,0.000342225,0.00286249,0.000156001,0.0141979,0.00100957,0.0124822,0.0011292410153846155,0.007297540472240803,0.006718347852842809
12231000,0.12231,injection,2301,0,2301,1.0,0.000126616,0.00358004,0.000150009,0.0143958,0.000891434,0.0125767,0.0012482707870491092,0.007393208277270752,0.006691511640591048
12312000,0.12312000000000001,injection,3111,0,3111,1.0,0.000120757,0.00445789,0.000140095,0.0144967,0.000547341,0.012887,0.0013688640295724847,0.007420330938283511,0.0067005371697203475
12393000,0.12393,injection,3914,0,3913,0.9997445068983137,8.9648e-05,0.0055037,0.000118994,0.0146204,3.76921e-05,0.0131908,0.0014925184246295348,0.007435916855646397,0.006729888025830353
12474000,0.12474,injection,4720,0,4719,0.9997881355932203,4.73791e-05,0.0061274,3.42042e-05,0.0149275,0.000241762,0.0134883,0.0016117297923940676,0.007427679721800848,0.006766156899788136
12555000,0.12555,injection,5525,0,5517,0.998552036199095,0.000132352,0.00658339,5.19724e-05,0.0149596,1.46115e-05,0.0137792,0.001738635811945701,0.007436610934371041,0.0068036100747692315
12636000,0.12636,post_injection,5965,0,5935,0.9949706621961442,8.03969e-05,0.00728425,1.39494e-05,0.0149658,2.25618e-05,0.0153205,0.0019306845288516346,0.00745103451909472,0.006791649507175189
12717000,0.12717,post_injection,5958,0,5887,0.9880832494125545,1.24855e-05,0.00817846,1.125e-05,0.0149812,1.15192e-05,0.0169364,0.0021925810519469622,0.0074485407019973145,0.0067964246033232634
