time,Nin_current,Nout,BTC_partial,retention_partial
0.12069,690,0,0.0,1.0
0.1215,1495,0,0.0,1.0
0.12231,2301,0,0.0,1.0
0.12312000000000001,3111,0,0.0,1.0
0.12393,3914,0,0.0,1.0
0.12474,4720,0,0.0,1.0
0.12555,5525,0,0.0,1.0
0.12636,5965,0,0.0,1.0
0.12717,5958,0,0.0,1.0
