particle_id,initial_z_m,retained_at_final_time,outlet_interval_start_s,outlet_interval_end_s,outlet_time_midpoint_s
2001,0.0236567,False,0.6,0.7,0.6499999999999999
2002,0.0258838,False,0.39999999999999997,0.5,0.44999999999999996
2003,0.0256466,False,0.5,0.6,0.55
2004,0.0221854,False,0.39999999999999997,0.5,0.44999999999999996
2005,0.0217783,False,0.19999999999999998,0.3,0.25
2006,0.017674,False,0.09999999999999999,0.19999999999999998,0.15
2007,0.023666,False,0.5,0.6,0.55
2008,0.0272538,False,1.0,1.0999999999999999,1.0499999999999998
2009,0.0203729,True,nan,nan,nan
2010,0.0287283,True,nan,nan,nan
2011,0.0183666,True,nan,nan,nan
2012,0.021619,True,nan,nan,nan
2013,0.0264388,False,0.39999999999999997,0.5,0.44999999999999996
2014,0.0251186,False,0.19999999999999998,0.3,0.25
2015,0.0169874,False,0.19999999999999998,0.3,0.25
2016,0.020976,False,0.09999999999999999,0.19999999999999998,0.15
2017,0.0197073,False,0.6,0.7,0.6499999999999999
2018,0.0215677,True,nan,nan,nan
2019,0.0175885,False,0.09999999999999999,0.19999999999999998,0.15
2020,0.027599,False,1.0,1.0999999999999999,1.0499999999999998
2021,0.0251507,False,0.19999999999999998,0.3,0.25
2022,0.0157755,False,0.0,0.09999999999999999,0.049999999999999996
2023,0.0277919,False,0.19999999999999998,0.3,0.25
2024,0.0220078,True,nan,nan,nan
2025,0.0219701,False,0.3,0.39999999999999997,0.35
2026,0.0285383,False,0.5,0.6,0.55
2027,0.0262397,True,nan,nan,nan
2028,0.0219696,True,nan,nan,nan
2029,0.0268979,True,nan,nan,nan
2030,0.0200404,False,0.19999999999999998,0.3,0.25
2031,0.0221355,False,0.5,0.6,0.55
2032,0.0163066,False,0.09999999999999999,0.19999999999999998,0.15
2033,0.0260972,False,0.3,0.39999999999999997,0.35
2034,0.0236803,True,nan,nan,nan
2035,0.0153072,True,nan,nan,nan
2036,0.0256143,False,0.09999999999999999,0.19999999999999998,0.15
2037,0.0248995,False,0.39999999999999997,0.5,0.44999999999999996
2038,0.0197734,False,0.09999999999999999,0.19999999999999998,0.15
2039,0.0165042,False,0.19999999999999998,0.3,0.25
2040,0.020382,True,nan,nan,nan
2041,0.0163545,True,nan,nan,nan
2042,0.023826,False,1.2,1.3,1.25
2043,0.0260925,True,nan,nan,nan
2044,0.0219126,True,nan,nan,nan
2045,0.0167051,True,nan,nan,nan
2046,0.028145,False,0.39999999999999997,0.5,0.44999999999999996
2047,0.0203142,True,nan,nan,nan
