timestep,time_s,retained_count,retained_fraction,cumulative_outlet_count,cumulative_breakthrough_fraction,new_outlet_count,z_mean_m,z_p10_m,z_p50_m,z_p90_m,downward_velocity_mean_m_s
0,0.0,4104,1.0,0,0.0,0,0.022411537719298245,0.01650423,0.0223104,0.02836558,0.020000000000000004
100000,0.09999999999999999,3921,0.9554093567251462,183,0.0445906432748538,183,0.017517093278701865,0.0104293,0.0179781,0.0242256,0.07786030236368757
200000,0.19999999999999998,3267,0.7960526315789473,837,0.20394736842105263,654,0.01475821713660851,0.004941038,0.0140109,0.025636219999999998,0.04457957314334771
300000,0.3,2614,0.6369395711500975,1490,0.36306042884990253,653,0.013587170637758226,0.001426834,0.01172105,0.025660620000000002,0.03654246984897131
400000,0.39999999999999997,2321,0.5655458089668616,1783,0.4344541910331384,293,0.012221121609043515,0.00124643,0.0108892,0.0242102,0.02505051984441232
500000,0.5,2105,0.5129142300194932,1999,0.48708576998050684,216,0.010978473324327791,0.00114973,0.00985431,0.023570360000000002,0.022572378648059856
600000,0.6,1948,0.4746588693957115,2156,0.5253411306042886,157,0.010398952548834701,0.001108292,0.009428124999999999,0.02305995,0.011166198163844817
700000,0.7,1838,0.44785575048732945,2266,0.5521442495126706,110,0.009734274655690968,0.0010925370000000002,0.009311035,0.020900189999999996,0.011010494640574535
800000,0.7999999999999999,1753,0.42714424951267055,2351,0.5728557504873294,85,0.009185239529492299,0.001072534,0.00919544,0.01930606,0.008851002074783799
900000,0.8999999999999999,1701,0.4144736842105263,2403,0.5855263157894737,52,0.008882847233474427,0.00105863,0.00914628,0.0168655,0.006686976727410347
1000000,1.0,1670,0.40692007797270957,2434,0.5930799220272904,31,0.008565578945958083,0.001057928,0.009087185000000001,0.01465797000000002,0.006845751920312216
1100000,1.0999999999999999,1642,0.40009746588693956,2462,0.5999025341130604,28,0.008322726865347138,0.001058562,0.009052945,0.011992870000000001,0.00456304972098386
1200000,1.2,1617,0.39400584795321636,2487,0.6059941520467836,25,0.008087017874768088,0.001058302,0.00900766,0.01189634,0.002388178187829252
1300000,1.3,1595,0.38864522417153996,2509,0.61135477582846,22,0.00783726921090909,0.001057812,0.00890355,0.011819860000000001,0.0035469190865057058
1400000,1.4,1566,0.3815789473684211,2538,0.618421052631579,29,0.0076848762884418895,0.00105702,0.008847285,0.0117627,0.0018904330946089094
1500000,1.5,1538,0.37475633528265107,2566,0.6252436647173489,28,0.00757347404193758,0.001057025,0.00882426,0.01173617,0.000886825903975943
1600000,1.5999999999999999,1531,0.3730506822612086,2573,0.6269493177387915,7,0.007425325934030046,0.00105599,0.00875643,0.0116983,0.0018588932876779298
1700000,1.7,1523,0.37110136452241715,2581,0.6288986354775828,8,0.007330397610965201,0.001056006,0.00871057,0.01166988,-0.001223664455119501
1800000,1.7999999999999998,1516,0.36939571150097467,2588,0.6306042884990254,7,0.007311093129617414,0.001056415,0.0086998,0.0116646,-0.00010124131807018446
1900000,1.9,1513,0.36866471734892786,2591,0.6313352826510721,3,0.007268543945736947,0.001056144,0.00867621,0.01165508,0.00038059624896675485
2000000,2.0,1507,0.3672027290448343,2597,0.6327972709551657,6,0.007222419079097544,0.001056826,0.00867621,0.0116529,0.0004198231864149966
2100000,2.1,1502,0.3659844054580897,2602,0.6340155945419104,5,0.007178891881557922,0.0010560160000000001,0.008630595,0.01162185,-0.00014911310947330226
2200000,2.1999999999999997,1500,0.3654970760233918,2604,0.6345029239766082,2,0.007162550356466666,0.001055949,0.008598045,0.01162051,3.944744564833328e-05
2300000,2.3,1500,0.3654970760233918,2604,0.6345029239766082,0,0.007133449930466666,0.001055936,0.008573795,0.011613390000000001,0.0008875830652439999
2400000,2.4,1500,0.3654970760233918,2604,0.6345029239766082,0,0.007108287342000001,0.001055931,0.008573795,0.01160981,-0.00029901034292580006
2500000,2.5,1499,0.3652534113060429,2605,0.6347465886939572,1,0.007110381000933956,0.001055906,0.00856541,0.0116095,0.0001370782704374916
2600000,2.6,1499,0.3652534113060429,2605,0.6347465886939572,0,0.0070956356399599725,0.00105591,0.00856541,0.01160506,-0.00023768381816110753
2700000,2.6999999999999997,1498,0.36500974658869395,2606,0.634990253411306,1,0.00710327737716956,0.001055901,0.008559170000000001,0.01160517,9.619026114028039e-05
2800000,2.8,1496,0.3645224171539961,2608,0.6354775828460039,2,0.0070739747807954554,0.001055865,0.00854596,0.01160535,0.00045391618474685834
2900000,2.9,1494,0.36403508771929827,2610,0.6359649122807017,2,0.007052822327844712,0.001056068,0.008512475,0.01160307,3.116757654738949e-05
3000000,3.0,1494,0.36403508771929827,2610,0.6359649122807017,0,0.007049442414993306,0.001056078,0.008465225,0.01159672,-1.1934372316184723e-05
3100000,3.0999999999999996,1494,0.36403508771929827,2610,0.6359649122807017,0,0.007043825817737616,0.001056074,0.008465225,0.01159672,0.000382386407561245
3200000,3.1999999999999997,1494,0.36403508771929827,2610,0.6359649122807017,0,0.007044981050736278,0.001056068,0.008465225,0.01159672,0.0003636205849983936
3300000,3.3,1494,0.36403508771929827,2610,0.6359649122807017,0,0.007031867082931726,0.001056047,0.008465225,0.01159672,0.0003738536105542839
3400000,3.4,1493,0.36379142300194933,2611,0.6362085769980507,1,0.007029318038312123,0.001055986,0.00844449,0.01159578,-0.00016675020994835895
3500000,3.5,1493,0.36379142300194933,2611,0.6362085769980507,0,0.007028033351440054,0.00105599,0.00843063,0.01159296,0.0008210026898238447
3600000,3.5999999999999996,1483,0.36135477582846004,2621,0.63864522417154,10,0.00699128478010789,0.001055784,0.00843063,0.01159296,-0.00017441624804418075
3700000,3.6999999999999997,1482,0.3611111111111111,2622,0.6388888888888888,1,0.006985660390148448,0.001055775,0.00842157,0.01158951,-7.713294665377869e-05
3800000,3.8,1482,0.3611111111111111,2622,0.6388888888888888,0,0.006985610093927126,0.001055774,0.00842157,0.01158951,0.00042240087688002694
3900000,3.9,1482,0.3611111111111111,2622,0.6388888888888888,0,0.006985473131039135,0.001055773,0.00842157,0.01158951,4.4677240818960794e-05
4000000,4.0,1482,0.3611111111111111,2622,0.6388888888888888,0,0.006985439902361674,0.001055752,0.00842157,0.01158951,4.494416260392713e-05
4100000,4.1,1482,0.3611111111111111,2622,0.6388888888888888,0,0.006985432634075574,0.001055781,0.00842157,0.01158951,7.718494562719298e-05
4200000,4.2,1482,0.3611111111111111,2622,0.6388888888888888,0,0.006985437064507422,0.00105577,0.00842157,0.01158951,1.1973617780566832e-05
4300000,4.3,1482,0.3611111111111111,2622,0.6388888888888888,0,0.0069854039555330635,0.001055759,0.00842157,0.01158951,0.00015046970865195675
4400000,4.3999999999999995,1482,0.3611111111111111,2622,0.6388888888888888,0,0.006985353325978408,0.0010557779999999998,0.00842157,0.01158951,8.21099138533738e-05
4500000,4.5,1482,0.3611111111111111,2622,0.6388888888888888,0,0.006986425044331984,0.001055767,0.00842157,0.01158951,-0.00034861764200134966
4600000,4.6,1482,0.3611111111111111,2622,0.6388888888888888,0,0.006994085791970311,0.001055748,0.00842157,0.01158951,0.0003490614773075573
4700000,4.7,1482,0.3611111111111111,2622,0.6388888888888888,0,0.006986815699325236,0.001055755,0.00842157,0.01158951,0.0001507499266630566
4800000,4.8,1480,0.36062378167641324,2624,0.6393762183235867,2,0.0069803529732432425,0.001055757,0.008400040000000001,0.01158559,0.00012832083023621617
4900000,4.8999999999999995,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980408158513513,0.001055723,0.008400040000000001,0.01158559,5.604925212344596e-05
5000000,5.0,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980405764594595,0.0010557350000000001,0.008400040000000001,0.01158559,9.371853144189194e-05
5100000,5.1,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980352350472973,0.001055823,0.008400040000000001,0.01158559,0.00013145557655301355
5200000,5.2,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980369756148649,0.0010557070000000001,0.008400040000000001,0.01158559,0.0001588769224906891
5300000,5.3,1480,0.36062378167641324,2624,0.6393762183235867,0,0.0069803096723648666,0.00105574,0.008400040000000001,0.01158559,-3.484749357349321e-05
5400000,5.3999999999999995,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980340722229729,0.001055795,0.008400040000000001,0.01158559,1.9314791166756795e-05
5500000,5.5,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980352743581082,0.001055701,0.008400040000000001,0.01158559,0.00017018560008567565
5600000,5.6,1480,0.36062378167641324,2624,0.6393762183235867,0,0.0069803171383108105,0.001055734,0.008400040000000001,0.01158559,2.955587656648642e-05
5700000,5.7,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980320096013513,0.001055769,0.008400040000000001,0.01158559,0.00017113308628381076
5800000,5.8,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980326101756757,0.0010557750000000001,0.008400040000000001,0.01158559,3.430780110717566e-05
5900000,5.8999999999999995,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980299470945946,0.0010557659999999999,0.008400040000000001,0.01158559,-0.00010761096742755879
6000000,6.0,1480,0.36062378167641324,2624,0.6393762183235867,0,0.0069802560102702705,0.001055768,0.008400040000000001,0.01158559,-0.00040663909850841885
6100000,6.1,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980350849121622,0.001055754,0.008400040000000001,0.01158559,0.0001499858941283784
6200000,6.199999999999999,1480,0.36062378167641324,2624,0.6393762183235867,0,0.0069803569978378385,0.00105576,0.008400040000000001,0.01158559,8.730916925506754e-05
6300000,6.3,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980268119662162,0.001055724,0.008400040000000001,0.01158559,0.00018580264454804053
6400000,6.3999999999999995,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980312993918918,0.0010557490000000001,0.008400040000000001,0.01158559,1.0666781676621552e-05
6500000,6.5,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980277216824324,0.001055759,0.008400040000000001,0.01158559,-0.00013173225078770264
6600000,6.6,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980125762770271,0.001055758,0.008400040000000001,0.01158559,-0.00016104120764218248
6700000,6.699999999999999,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980306479662162,0.001055758,0.008400040000000001,0.01158559,0.00034462373049074315
6800000,6.8,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980158775,0.001055723,0.008400040000000001,0.01158559,0.00033204853348360066
6900000,6.8999999999999995,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980183290608108,0.001055738,0.008400040000000001,0.01158559,0.00035401806840736484
7000000,7.0,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980186653108108,0.001055719,0.008400040000000001,0.01158559,9.974639612945942e-05
7100000,7.1,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006980127959527027,0.001055729,0.008400040000000001,0.01158559,-6.4890910087027e-05
7200000,7.199999999999999,1480,0.36062378167641324,2624,0.6393762183235867,0,0.006979940898108107,0.0010557370000000002,0.008400040000000001,0.01158559,-0.00012882632107148647
7300000,7.3,1480,0.36062378167641324,2624,0.6393762183235867,0,0.00697992302222973,0.001055718,0.008400040000000001,0.01158559,-0.00025981194034479735
