timestep,time_s,retained_count,retained_fraction,cumulative_outlet_count,cumulative_breakthrough_fraction,new_outlet_count,z_mean_m,z_p10_m,z_p50_m,z_p90_m,downward_velocity_mean_m_s
0,0.0,4104,1.0,0,0.0,0,0.022418366130604286,0.01647939,0.02235685,0.02846416,0.020000000000000004
100000,0.09999999999999999,3646,0.8884015594541911,458,0.11159844054580896,458,0.016642318841604498,0.005796215,0.017235399999999998,0.02598795,0.12021231224565852
200000,0.19999999999999998,1768,0.43079922027290446,2336,0.5692007797270955,1878,0.016868822570486424,0.0054802270000000024,0.01733265,0.027535329999999997,0.10714057520648926
300000,0.3,902,0.21978557504873295,3202,0.780214424951267,866,0.01600307705880266,0.002272043,0.016374600000000003,0.02687732,0.09385329435729156
400000,0.39999999999999997,556,0.1354775828460039,3548,0.8645224171539961,346,0.015464959564082734,0.00112666,0.0161588,0.0271864,0.06209870998420863
500000,0.5,386,0.09405458089668615,3718,0.9059454191033138,170,0.013525893458290156,0.001080265,0.01175675,0.0266004,0.06120884199294818
600000,0.6,281,0.06846978557504874,3823,0.9315302144249513,105,0.011502078055480426,0.00104751,0.0100261,0.0264052,0.0628885641400605
700000,0.7,210,0.05116959064327485,3894,0.9488304093567251,71,0.008905194838861905,0.0009575636,0.0072492,0.023010759999999998,0.03284062865257143
800000,0.7999999999999999,183,0.0445906432748538,3921,0.9554093567251462,27,0.007422850122404371,0.0009416108,0.0071415,0.017238040000000007,0.015289008230202185
900000,0.8999999999999999,168,0.04093567251461988,3936,0.9590643274853801,15,0.00613041725654762,0.000886765,0.006438185000000001,0.010211280000000001,0.018987855047841666
1000000,1.0,160,0.03898635477582846,3944,0.9610136452241715,8,0.0053817660210625,0.0007372612000000001,0.00564319,0.01015255,0.010155649449937501
1100000,1.0999999999999999,151,0.03679337231968811,3953,0.9632066276803118,9,0.005166355390728476,0.000909687,0.00563181,0.0101311,0.001938774027733113
1200000,1.2,149,0.03630604288499025,3955,0.9636939571150097,2,0.005067112769127516,0.00090576,0.00563182,0.01012366,0.004900435681255033
1300000,1.3,147,0.035818713450292396,3957,0.9641812865497076,2,0.0048620861258503395,0.0008742112000000001,0.00558988,0.01011514,-0.0001921511245825848
1400000,1.4,147,0.035818713450292396,3957,0.9641812865497076,0,0.004894058581632654,0.0009015092000000001,0.00558988,0.01011514,0.000761987239802721
1500000,1.5,147,0.035818713450292396,3957,0.9641812865497076,0,0.004843285214285714,0.0008479876000000001,0.00558988,0.01011514,-0.00043026892541496567
1600000,1.5999999999999999,146,0.03557504873294347,3958,0.9644249512670565,1,0.00474127015,0.00090374,0.0055883700000000005,0.0101043,-0.0013649663840410962
1700000,1.7,146,0.03557504873294347,3958,0.9644249512670565,0,0.004740480925342466,0.0008520190000000001,0.0055883700000000005,0.010104350000000002,0.0013330876770547946
1800000,1.7999999999999998,146,0.03557504873294347,3958,0.9644249512670565,0,0.004740888963013699,0.0008669585,0.005588375,0.0101043,-0.0004667203383767122
1900000,1.9,146,0.03557504873294347,3958,0.9644249512670565,0,0.0047417959465753425,0.0009006145000000001,0.00558838,0.0101043,0.002101865438636986
2000000,2.0,146,0.03557504873294347,3958,0.9644249512670565,0,0.004741256980821917,0.0008940034999999999,0.00558838,0.010104350000000002,0.0019081356261849314
