particle_id,initial_z_m,retained_at_final_time,outlet_interval_start_s,outlet_interval_end_s,outlet_time_midpoint_s
2001,0.0215088,False,0.19999999999999998,0.3,0.25
2002,0.0187233,False,0.39999999999999997,0.5,0.44999999999999996
2003,0.0270986,False,0.09999999999999999,0.19999999999999998,0.15
2004,0.0207639,False,0.09999999999999999,0.19999999999999998,0.15
2005,0.0203443,False,0.09999999999999999,0.19999999999999998,0.15
2006,0.0186059,False,0.0,0.09999999999999999,0.049999999999999996
2007,0.0225636,False,0.09999999999999999,0.19999999999999998,0.15
2008,0.0162,False,0.0,0.09999999999999999,0.049999999999999996
2009,0.0229852,False,0.09999999999999999,0.19999999999999998,0.15
2010,0.0183484,False,0.3,0.39999999999999997,0.35
2011,0.0216273,False,0.19999999999999998,0.3,0.25
2012,0.0188215,False,0.09999999999999999,0.19999999999999998,0.15
2013,0.01864,False,1.2,1.3,1.25
2014,0.0186142,False,0.09999999999999999,0.19999999999999998,0.15
2015,0.0274263,False,0.09999999999999999,0.19999999999999998,0.15
2016,0.0297169,False,0.19999999999999998,0.3,0.25
2017,0.0294784,False,0.39999999999999997,0.5,0.44999999999999996
2018,0.019228,False,0.09999999999999999,0.19999999999999998,0.15
2019,0.0248018,False,0.19999999999999998,0.3,0.25
2020,0.0213872,False,0.09999999999999999,0.19999999999999998,0.15
2021,0.0222668,False,0.09999999999999999,0.19999999999999998,0.15
2022,0.02553,False,0.19999999999999998,0.3,0.25
2023,0.0150634,False,0.19999999999999998,0.3,0.25
2024,0.0299246,False,0.19999999999999998,0.3,0.25
2025,0.0270722,False,0.19999999999999998,0.3,0.25
2026,0.0297075,False,0.09999999999999999,0.19999999999999998,0.15
2027,0.0283866,False,0.09999999999999999,0.19999999999999998,0.15
2028,0.0255201,False,0.3,0.39999999999999997,0.35
2029,0.0224235,False,0.09999999999999999,0.19999999999999998,0.15
2030,0.0217981,False,0.09999999999999999,0.19999999999999998,0.15
2031,0.0187694,False,0.5,0.6,0.55
2032,0.0219668,False,0.09999999999999999,0.19999999999999998,0.15
2033,0.020876,False,0.3,0.39999999999999997,0.35
2034,0.0227654,False,0.09999999999999999,0.19999999999999998,0.15
2035,0.0155843,False,0.0,0.09999999999999999,0.049999999999999996
2036,0.0176626,False,0.09999999999999999,0.19999999999999998,0.15
2037,0.0188548,False,0.0,0.09999999999999999,0.049999999999999996
2038,0.0237605,False,0.19999999999999998,0.3,0.25
2039,0.0283329,False,0.09999999999999999,0.19999999999999998,0.15
2040,0.0201068,False,0.09999999999999999,0.19999999999999998,0.15
2041,0.0220684,False,0.39999999999999997,0.5,0.44999999999999996
2042,0.021767,False,0.39999999999999997,0.5,0.44999999999999996
2043,0.0160889,False,0.0,0.09999999999999999,0.049999999999999996
2044,0.0200363,False,0.19999999999999998,0.3,0.25
2045,0.0277914,False,0.19999999999999998,0.3,0.25
2046,0.0173995,False,0.09999999999999999,0.19999999999999998,0.15
2047,0.0181715,False,0.09999999999999999,0.19999999999999998,0.15
2048,0.0185667,False,0.09999999999999999,0.19999999999999998,0.15
2049,0.0237735,False,0.09999999999999999,0.19999999999999998,0.15
2050,0.0251158,False,0.3,0.39999999999999997,0.35
2051,0.0165095,False,0.09999999999999999,0.19999999999999998,0.15
2052,0.0216357,False,0.3,0.39999999999999997,0.35
