ix,iy,iz,x_center_m,y_center_m,z_center_m,resolved_fluid_volume_m3,resolved_epsilon,unresolved_epsilon_raw,unresolved_epsilon_drag_used,resolved_ux_m_per_s,resolved_uy_m_per_s,resolved_uz_m_per_s,resolved_mean_umag_m_per_s,resolved_ux_std_within_bin_m_per_s,unresolved_ux_m_per_s,unresolved_uy_m_per_s,unresolved_uz_m_per_s,resolved_qx_m_per_s,unresolved_qx_m_per_s,resolved_p_m2_per_s2,unresolved_p_m2_per_s2
0,0,0,0.00125,0.00125,0.0013,7.0379999986335984e-09,0.43310769222360607,0.455568,0.455568,0.3004297787046027,-0.07877049872479823,-0.04336591342665255,0.3920343461898494,0.26371116398021544,0.254887,-0.00419725,-0.00464852,0.13011844812999915,0.116118364,181.32965248633195,348.591
0,0,1,0.00125,0.00125,0.0039,6.377000076886285e-09,0.3924307739622329,0.445569,0.445569,0.22454467339276038,-0.04792191328051244,0.001368997429386736,0.32783684636593635,0.24011102842152582,0.155092,-0.00229174,-0.00287812,0.08811823996861777,0.06910419,180.45363074124566,348.89
0,0,2,0.00125,0.00125,0.0065,6.06399935511275e-09,0.37316919108386154,0.422236,0.422236,0.22403986115459337,-0.0896957156366756,0.13880684239619903,0.37379591641208776,0.25680355937864024,0.160493,-0.00127292,0.000212744,0.08360477375760027,0.06776592,166.05796721468533,348.893
0,0,3,0.00125,0.00125,0.0091,6.3790009055391925e-09,0.3925539018793349,0.453346,0.453346,0.20016415812032065,-0.028447160181678584,0.2442540299735233,0.4110886083636888,0.25266123472588603,0.166307,-0.00302462,0.00611282,0.07857522128652403,0.075394616,143.93768091085812,348.872
0,0,4,0.00125,0.00125,0.011699999999999999,8.173001129301616e-09,0.5029539156493302,0.525567,0.525567,0.33165574849283147,0.04192468186031023,0.23736705517809328,0.5619217011357123,0.3691786589109407,0.377975,-0.00782234,0.0125227,0.16680755735207903,0.19865118,109.41315951816362,348.298
0,1,0,0.00125,0.00375,0.0013,6.540999797502218e-09,0.40252306446167496,0.450013,0.450013,0.2769928622359256,-0.09321281661750848,-0.03823624748804099,0.3833064579430426,0.27773110786061134,0.185173,-0.0035396,-0.00302348,0.11149601574121534,0.08333026,189.5069760650519,348.848
0,1,1,0.00125,0.00375,0.0039,5.879999820021355e-09,0.36184614277054494,0.413347,0.413347,0.2569772082986933,-0.007343437095066624,-0.00560816047197852,0.3580254568282953,0.28483284260694786,0.0571885,-0.000615091,-0.000558125,0.09298621160282504,0.023638695,187.1399306935309,349.115
0,1,2,0.00125,0.00375,0.0065,5.648999180217825e-09,0.34763071878263535,0.442235,0.442235,0.2769744207104885,-0.0648590186875127,0.089292068543921,0.4105019986441582,0.3729246466266716,0.124484,-0.0012048,-0.000234326,0.09628481695599116,0.05505118,175.78801008716596,349.014
0,1,3,0.00125,0.00375,0.0091,5.523999758088931e-09,0.33993844665162654,0.376681,0.4,0.19807596889274287,-0.06746941949016366,0.2071276632060345,0.44154333542023716,0.2618460977974157,0.0215361,-0.000327818,0.000489499,0.06733363718441492,0.00811224,146.4732973431709,349.151
0,1,4,0.00125,0.00375,0.011699999999999999,7.572001076260221e-09,0.465969297000629,0.495567,0.495567,0.38613813944006625,0.019190981605736592,0.28998220060591745,0.6548467928289725,0.45122565770243184,0.211526,-0.00493763,0.00676296,0.17992851738001853,0.10482531,108.18007245141948,348.64
0,2,0,0.00125,0.00625,0.0013,6.487999693034489e-09,0.39926151957135325,0.417791,0.417791,0.2732205978418506,-0.048991940437052295,-0.034990909106578656,0.35564686266314055,0.2737701332216866,0.152513,-0.000295771,-0.00150043,0.10908647107253087,0.06371856,192.83900297117762,348.897
0,2,1,0.00125,0.00625,0.0039,5.822999784032395e-09,0.3583384482481475,0.396681,0.4,0.22233151126260225,-0.005314070620831997,0.015565880328605737,0.362946147213967,0.2696476508049336,0.0767005,0.000246844,-0.000648251,0.07966992874250642,0.030425632,190.19136260500804,349.064
0,2,2,0.00125,0.00625,0.0065,5.207999111849296e-09,0.32049225303687984,0.34446,0.4,0.17211024706762573,-0.054055287353801926,0.08884780084875976,0.3212076644909989,0.2615569727992787,0.0714797,-0.00010429,-0.000183829,0.05516000085343741,0.024621898,184.23512548494125,349.049
0,2,3,0.00125,0.00625,0.0091,5.312000343862919e-09,0.32689232885310276,0.391125,0.4,0.197351042184979,-0.03594024546917141,0.15456606509695706,0.3726485557643971,0.26793712433295774,0.0496626,0.000274362,0.00123741,0.06451254178143472,0.019424284,151.06250134131656,349.115
0,2,4,0.00125,0.00625,0.011699999999999999,7.820001065176749e-09,0.4812308347801077,0.524456,0.524456,0.35619236281401484,0.009445057762894052,0.18550999994010195,0.5425930796240347,0.3729299396975356,0.23951,0.000465395,0.00757951,0.17141074809928736,0.12561247,107.22512566485064,348.659
0,3,0,0.00125,0.00875,0.0013,5.994999711188652e-09,0.3689230591500708,0.414458,0.414458,0.20072947253460585,0.011712364998687566,-0.03316276136186509,0.30727622291607465,0.25848289765439936,0.149398,0.000138824,-0.00164112,0.0740537310690469,0.061919197,193.3432931957793,348.88
0,3,1,0.00125,0.00875,0.0039,5.9350002879171825e-09,0.3652307869487496,0.428902,0.428902,0.2637757488071565,0.012689643093492306,0.007691009971758946,0.3689243047937171,0.2782862127792324,0.085074,-0.000147603,-0.000827972,0.09633902431483346,0.03648841,192.00700232300807,349.058
0,3,2,0.00125,0.00875,0.0065,5.035999495812695e-09,0.3099076612807812,0.364459,0.4,0.20184202932807324,0.028760000481837602,0.13295561431849567,0.39614986825308396,0.28671718040022076,0.0730293,-0.000145092,-1.27709e-05,0.06255239125723003,0.026616188,181.25767392188888,349.041
0,3,3,0.00125,0.00875,0.0091,5.9140004022142e-09,0.3639384862901045,0.44668,0.44668,0.2230352122720345,-0.030801506921635736,0.2651112525306262,0.45859055473426796,0.24813633646663877,0.106485,-6.38804e-05,0.00295061,0.08117109754367637,0.047564723,150.6114457775401,349.065
0,3,4,0.00125,0.00875,0.011699999999999999,7.573002016893296e-09,0.46603089334727965,0.493345,0.493345,0.3706822685658736,-0.009182212602135736,0.25041088334577427,0.6114927236117593,0.39011361653695564,0.209563,-0.000341439,0.00611901,0.1727493887677503,0.10338686,107.15038100867743,348.611
0,4,0,0.00125,0.01125,0.0013,6.039001206192138e-09,0.37163084345797764,0.42668,0.42668,0.2499436872845727,0.04759540136437025,-0.018718986616146686,0.35151442957574947,0.2921060663824127,0.13661,0.00200566,-0.00172304,0.09288678332256275,0.058288757,193.24845523948514,348.883
0,4,1,0.00125,0.01125,0.0039,6.1910009045799155e-09,0.38098467105107164,0.425569,0.425569,0.32416538432505854,0.010744519672323352,0.04749247492535276,0.44871992484553475,0.34107916176045716,0.0726989,0.000633521,-0.00087459,0.12350204231322665,0.030938398,190.0159871212131,349.091
0,4,2,0.00125,0.01125,0.0065,4.757000851513395e-09,0.2927385139392858,0.374459,0.4,0.17853851530219012,0.04334494309499969,0.11486217692533826,0.31642584285432424,0.2405267273633902,0.0651926,0.000959371,-0.000112592,0.052265099650489574,0.024411956,185.1678453926756,349.083
0,4,3,0.00125,0.01125,0.0091,5.596001822569937e-09,0.3443693429273807,0.39557,0.4,0.22332342042207998,0.03531897041670242,0.20726260344611983,0.42826251859291575,0.34712701377638466,0.0350622,0.000146046,0.000857904,0.07690573955104688,0.013869556,152.43925412064192,349.126
0,4,4,0.00125,0.01125,0.011699999999999999,7.143001427386619e-09,0.4395693186084072,0.480012,0.480012,0.38318840309082386,-0.013356454149016076,0.16285685137872158,0.5582646135249459,0.3735987701353484,0.178662,0.00469154,0.00502493,0.16843786524527712,0.08575991,110.95703018850223,348.69
0,5,0,0.00125,0.01375,0.0013,6.95799781681568e-09,0.4281844810348113,0.442235,0.442235,0.26927403930023464,0.037731744417791396,-0.024663785950505487,0.36453820895911243,0.24484731062856654,0.246688,0.00373454,-0.00413017,0.11529896477391836,0.10909406,180.2335000332521,348.642
