ix,iy,iz,x_center_m,y_center_m,z_center_m,resolved_fluid_volume_m3,resolved_epsilon,unresolved_epsilon_raw,unresolved_epsilon_drag_used,resolved_ux_m_per_s,resolved_uy_m_per_s,resolved_uz_m_per_s,resolved_mean_umag_m_per_s,resolved_ux_std_within_bin_m_per_s,unresolved_ux_m_per_s,unresolved_uy_m_per_s,unresolved_uz_m_per_s,resolved_qx_m_per_s,unresolved_qx_m_per_s,resolved_p_m2_per_s2,unresolved_p_m2_per_s2
0,5,3,0.00125,0.01375,0.0091,6.194665767491311e-09,0.3812102010763886,0.360015,0.4,0.19246628687149567,-0.003323917271885491,0.12716555005460242,0.2963086340099054,0.19029537727042492,0.0685997,0.000550824,0.00253229,0.07337011191870875,0.024696922,111.1831677459915,349.004
0,5,4,0.00125,0.01375,0.011699999999999999,8.009481285254502e-09,0.49289115601566197,0.516678,0.516678,0.26125082203812017,-0.044454286456000816,0.14263611805477144,0.3737407673158416,0.23145862361729916,0.332692,0.0107598,0.017092,0.12876821968441102,0.17189462,89.91927676647265,348.212
1,0,0,0.00375,0.00125,0.0013,6.701333035722089e-09,0.41238972527520545,0.423347,0.423347,0.2584425189180991,0.007253136769626372,0.01066241703636912,0.33450773498058284,0.22865694135273507,0.317909,-0.000579867,-0.00433175,0.10657903937606698,0.13458583,96.40127301537447,333.05
1,0,1,0.00375,0.00125,0.0039,6.397036934943245e-09,0.3936638113811228,0.384459,0.4,0.25452514048525016,-0.005421120499713653,0.026541870928315607,0.31542160033595046,0.22245239721234403,0.209129,0.00428499,-0.000290742,0.1001973368957393,0.080401525,95.6809668246773,333.556
1,0,2,0.00375,0.00125,0.0065,6.105776935689671e-09,0.37574011911936434,0.353349,0.4,0.18912800504007612,-0.0060378604895776926,0.050530178523726405,0.24616855878751231,0.19416350690991374,0.203058,0.00119227,0.000723991,0.07106297914256594,0.07175034,88.88454648923073,333.101
1,0,3,0.00375,0.00125,0.0091,6.102223293010193e-09,0.37552143341601185,0.381126,0.4,0.19227812343900963,-0.0017462761494719402,0.06945306599294665,0.2530358688972645,0.19031308126175397,0.190004,0.00197739,0.00446754,0.07220455652835776,0.07241546,79.99336500716377,333.424
1,0,4,0.00375,0.00125,0.011699999999999999,7.197334403038432e-09,0.4429128863408266,0.452235,0.452235,0.3693371266794937,0.006704895193594311,0.07298590828775772,0.43893558359626866,0.4838741934621538,0.3974,-0.0142947,0.0126368,0.16358417281044207,0.1797182,67.92639908625188,332.223
1,1,0,0.00375,0.00375,0.0013,6.600888216335441e-09,0.40620850562064253,0.39557,0.4,0.2945265714926287,-0.022541317285738244,-0.0004357504177641845,0.36469827707542624,0.2607944939799903,0.212528,0.00401804,0.0016538,0.11963919847159203,0.08406971,97.13911679495241,333.119
1,1,1,0.00375,0.00375,0.0039,6.101629001187131e-09,0.3754848616115158,0.387792,0.4,0.22466679374015766,-0.007623205565080955,0.013118931278234701,0.29553105532166163,0.21139621508439482,0.122786,0.00536687,0.000727612,0.08435897995622606,0.047615428,95.95110807362352,332.821
1,1,2,0.00375,0.00375,0.0065,5.826665142227112e-09,0.35856400875243766,0.331127,0.4,0.192984103647411,-0.00990804623575779,0.054125788653466705,0.2569845159063171,0.21377209543720527,0.103908,0.00451442,-0.000635673,0.06919715382931162,0.034406744,88.94119709942001,332.897
